# replica x Q2 F2nu FLnu xF3nu F2nub FLnub xF3nub
0 1.260000e-02 1.000000e-01 4.564560e-01 -9.512973e-02 3.965843e-01 4.210696e-01 -9.271418e-01 -1.041442e-01
0 1.260000e-02 7.704698e-01 7.111967e-01 -6.267840e-02 3.823653e-01 6.108064e-01 -8.120270e-01 -5.581868e-02
0 1.260000e-02 1.440940e+00 9.783362e-01 -5.047202e-03 3.549776e-01 7.980268e-01 -6.711487e-01 -1.756036e-02
0 1.260000e-02 2.111409e+00 1.235756e+00 5.856621e-02 3.354638e-01 9.803671e-01 -5.331434e-01 4.106283e-03
0 1.260000e-02 2.781879e+00 1.445630e+00 1.175024e-01 3.236604e-01 1.113077e+00 -4.298482e-01 3.537560e-02
0 1.260000e-02 3.452349e+00 1.613895e+00 1.744341e-01 3.159992e-01 1.221000e+00 -3.436760e-01 6.134450e-02
0 1.260000e-02 4.122819e+00 1.743876e+00 2.207593e-01 3.131330e-01 1.345162e+00 -2.582396e-01 7.804656e-02
0 1.260000e-02 4.793289e+00 1.837915e+00 2.565687e-01 3.315838e-01 1.447307e+00 -2.080429e-01 8.147496e-02
0 1.260000e-02 5.463758e+00 1.909429e+00 2.864009e-01 3.500423e-01 1.524949e+00 -1.786625e-01 9.133923e-02
0 1.260000e-02 6.134228e+00 1.961154e+00 3.119068e-01 3.645225e-01 1.583133e+00 -1.626163e-01 1.006969e-01
0 1.260000e-02 6.804698e+00 1.984139e+00 3.259686e-01 3.705209e-01 1.611814e+00 -1.566008e-01 1.026109e-01
0 1.260000e-02 7.475168e+00 2.000185e+00 3.367081e-01 3.743620e-01 1.633649e+00 -1.557074e-01 1.063384e-01
0 1.260000e-02 8.145638e+00 2.010742e+00 3.443858e-01 3.762723e-01 1.650514e+00 -1.594204e-01 1.121736e-01
0 1.260000e-02 8.816107e+00 2.016391e+00 3.487520e-01 3.763235e-01 1.663210e+00 -1.675152e-01 1.202693e-01
0 1.260000e-02 9.486577e+00 2.023453e+00 3.506427e-01 3.727842e-01 1.676457e+00 -1.777767e-01 1.269694e-01
0 1.260000e-02 1.015705e+01 2.033117e+00 3.499774e-01 3.658374e-01 1.691509e+00 -1.898720e-01 1.320604e-01
0 1.260000e-02 1.082752e+01 2.045764e+00 3.439980e-01 3.630854e-01 1.710338e+00 -2.094595e-01 1.372986e-01
0 1.260000e-02 1.149799e+01 2.062513e+00 3.328601e-01 3.643430e-01 1.734120e+00 -2.358713e-01 1.426179e-01
0 1.260000e-02 1.216846e+01 2.081638e+00 3.170280e-01 3.654741e-01 1.760044e+00 -2.674683e-01 1.531223e-01
0 1.260000e-02 1.283893e+01 2.096278e+00 3.042998e-01 3.661921e-01 1.778921e+00 -2.905268e-01 1.627189e-01
0 1.260000e-02 1.350940e+01 2.113327e+00 2.902731e-01 3.667426e-01 1.800429e+00 -3.142956e-01 1.727663e-01
0 1.260000e-02 1.417987e+01 2.133800e+00 2.748429e-01 3.670847e-01 1.825598e+00 -3.388836e-01 1.833135e-01
0 1.260000e-02 1.485034e+01 2.158702e+00 2.580739e-01 3.671153e-01 1.855361e+00 -3.640631e-01 1.942988e-01
0 1.260000e-02 1.552081e+01 2.189264e+00 2.400460e-01 3.666677e-01 1.890805e+00 -3.895535e-01 2.056735e-01
0 1.260000e-02 1.619128e+01 2.226991e+00 2.208675e-01 3.654901e-01 1.933196e+00 -4.149977e-01 2.174058e-01
0 1.260000e-02 1.686174e+01 2.273740e+00 2.006811e-01 3.632348e-01 1.984007e+00 -4.399453e-01 2.294877e-01
0 1.260000e-02 1.753221e+01 2.331805e+00 1.796801e-01 3.594427e-01 2.044933e+00 -4.638273e-01 2.419372e-01
0 1.260000e-02 1.820268e+01 2.403786e+00 1.581776e-01 3.535620e-01 2.117692e+00 -4.858918e-01 2.547778e-01
