# replica x Q2 F2nu FLnu xF3nu F2nub FLnub xF3nub
11 1.000000e-02 1.000000e+02 5.033871e+00 1.675224e-01 9.470191e-01 4.590899e+00 1.758130e+00 -4.732904e-01
12 1.000000e-02 4.000000e+00 1.476285e+00 2.536064e-02 4.508987e-01 1.557733e+00 8.557427e-02 8.846742e-02
12 1.000000e-02 1.000000e+02 4.965352e+00 1.199326e+00 1.703446e+00 5.192839e+00 1.252696e+00 -7.370809e-01
13 1.000000e-02 4.000000e+00 1.729868e+00 1.889572e-01 2.317825e-01 1.703618e+00 2.626925e-01 3.788471e-04
13 1.000000e-02 1.000000e+02 2.655768e+00 -4.539557e-01 2.701023e-01 2.722592e+00 8.245831e-01 5.537348e-01
14 1.000000e-02 4.000000e+00 1.726686e+00 2.497796e-01 1.668216e-01 1.655467e+00 2.531978e-01 9.441757e-02
14 1.000000e-02 1.000000e+02 2.030895e+00 1.568289e-01 2.999749e-01 2.719770e+00 3.429567e-01 2.819407e-01
15 1.000000e-02 4.000000e+00 2.093660e+00 -1.414490e-02 4.772057e-01 2.539114e+00 -3.872528e-01 -1.555352e-01
15 1.000000e-02 1.000000e+02 3.394422e+00 -7.538528e-01 1.618002e+00 4.459467e+00 -9.195433e-01 -3.617561e-01
16 1.000000e-02 4.000000e+00 1.567933e+00 5.180224e-01 5.698881e-01 1.477532e+00 1.330531e-01 -2.001767e-01
16 1.000000e-02 1.000000e+02 5.207129e+00 -5.648625e-02 6.625884e-01 4.907238e+00 -1.581746e-01 1.100981e-01
17 1.000000e-02 4.000000e+00 1.706217e+00 2.854595e-01 3.009820e-01 1.515392e+00 -7.238340e-02 2.614459e-01
17 1.000000e-02 1.000000e+02 3.616634e+00 6.438856e-01 7.316903e-01 3.719755e+00 7.303119e-02 -1.614307e-01
18 1.000000e-02 4.000000e+00 1.491075e+00 -4.672813e-02 3.548331e-01 1.326602e+00 -4.699092e-01 1.926885e-01
18 1.000000e-02 1.000000e+02 2.912287e+00 3.039837e-01 4.881147e-01 3.070092e+00 2.307410e-01 -2.181613e-01
19 1.000000e-02 4.000000e+00 1.619644e+00 2.235222e-01 4.102784e-01 1.668248e+00 2.029405e-01 -6.356430e-02
19 1.000000e-02 1.000000e+02 2.006033e+00 2.113163e+00 4.886763e-01 3.292552e+00 -2.453575e-01 -5.760641e-01
20 1.000000e-02 4.000000e+00 1.569228e+00 1.185369e-01 2.104911e-01 1.755174e+00 3.147545e-01 3.554660e-02
20 1.000000e-02 1.000000e+02 2.361185e+00 2.261133e-01 3.111234e-01 2.346034e+00 4.740992e-01 -2.144098e-01
21 1.000000e-02 4.000000e+00 1.724638e+00 2.503035e-01 3.202981e-01 1.694167e+00 2.634627e-01 2.246161e-01
21 1.000000e-02 1.000000e+02 4.629844e+00 6.344309e-01 3.305768e-01 4.735573e+00 7.658424e-01 2.040237e-01
22 1.000000e-02 4.000000e+00 1.689685e+00 3.421659e-01 3.674946e-01 1.553142e+00 1.796979e-01 -4.833141e-02
22 1.000000e-02 1.000000e+02 4.589689e+00 4.340793e-01 7.483656e-01 4.973212e+00 4.215997e-01 7.826383e-01
23 1.000000e-02 4.000000e+00 1.645677e+00 3.910553e-02 2.249231e-01 1.371885e+00 1.999927e-02 -1.272244e-01
23 1.000000e-02 1.000000e+02 3.972503e+00 -1.305557e-01 2.679231e-01 3.336118e+00 -1.058429e+00 3.220447e-01
24 1.000000e-02 4.000000e+00 1.916390e+00 3.684863e-01 1.454598e-01 1.704643e+00 1.345680e-01 1.660348e-01
24 1.000000e-02 1.000000e+02 5.322293e+00 2.176510e-01 4.537978e-01 5.481347e+00 -1.561884e-01 6.619606e-01
25 1.000000e-02 4.000000e+00 1.693760e+00 4.364014e-01 4.013105e-01 1.593807e+00 2.020525e-01 1.187224e-01
25 1.000000e-02 1.000000e+02 3.531691e+00 3.967812e-01 3.716295e-01 3.296743e+00 -4.933813e-02 1.806433e-01
26 1.000000e-02 4.000000e+00 1.583603e+00 -8.600324e-02 1.862383e-01 1.591120e+00 4.314066e-02 1.497157e-01
26 1.000000e-02 1.000000e+02 4.578469e+00 3.864745e-01 1.298809e+00 4.538053e+00 4.030403e-01 -6.659266e-02
27 1.000000e-02 4.000000e+00 1.737549e+00 1.331458e-01 2.847888e-01 1.313551e+00 -4.074368e-01 5.075568e-02
27 1.000000e-02 1.000000e+02 4.187841e+00 5.292034e-02 3.196987e-01 4.051105e+00 2.800175e-01 7.052749e-01
28 1.000000e-02 4.000000e+00 1.900771e+00 3.353090e-01 2.693236e-01 1.913481e+00 6.363013e-02 3.823295e-01
28 1.000000e-02 1.000000e+02 4.030293e+00 6.223216e-01 1.319121e+00 3.160396e+00 -9.079080e-01 8.750162e-01
29 1.000000e-02 4.000000e+00 1.606524e+00 2.391503e-01 3.915195e-01 1.555862e+00 4.776138e-02 1.784666e-01
29 1.000000e-02 1.000000e+02 4.738352e+00 3.041303e-01 1.102563e+00 4.479284e+00 4.640086e-01 3.420349e-01
30 1.000000e-02 4.000000e+00 1.646897e+00 2.262617e-01 2.254178e-01 1.656746e+00 3.332956e-01 1.524289e-01
30 1.000000e-02 1.000000e+02 4.935688e+00 4.975818e-01 1.237952e+00 4.276637e+00 9.734845e-02 -3.460916e-01
31 1.000000e-02 4.000000e+00 1.629722e+00 3.257079e-01 3.971293e-01 1.708916e+00 4.663715e-01 6.447411e-02
31 1.000000e-02 1.000000e+02 5.373499e+00 1.099436e+00 1.128348e+00 5.892468e+00 1.882780e+00 -3.648601e-01
32 1.000000e-02 4.000000e+00 1.802283e+00 3.067950e-01 1.836736e-01 1.524418e+00 1.884246e-02 1.478696e-01
32 1.000000e-02 1.000000e+02 4.895427e+00 7.031296e-01 8.994870e-01 4.548161e+00 7.622414e-01 -1.608937e-01
33 1.000000e-02 4.000000e+00 1.640752e+00 2.341201e-01 3.577774e-01 1.569525e+00 6.373596e-02 -2.155868e-01
33 1.000000e-02 1.000000e+02 3.905022e+00 1.629126e-01 1.849651e-03 4.937967e+00 -6.260414e-01 1.814302e-01
34 1.000000e-02 4.000000e+00 1.736816e+00 1.794435e-01 3.358334e-01 1.589339e+00 1.098775e-01 6.936562e-02
34 1.000000e-02 1.000000e+02 3.649443e+00 4.487797e-01 1.266684e+00 2.734924e+00 -1.197643e+00 7.665628e-01
35 1.000000e-02 4.000000e+00 1.548182e+00 -4.292277e-02 1.644509e-01 1.613046e+00 -4.047213e-01 6.614462e-01
35 1.000000e-02 1.000000e+02 3.405802e+00 9.511256e-01 -5.876177e-01 3.624914e+00 4.190435e-01 2.644790e-01
36 1.000000e-02 4.000000e+00 1.659168e+00 -1.265838e-01 1.696548e-01 1.529955e+00 3.727674e-04 5.430079e-02
36 1.000000e-02 1.000000e+02 5.369726e+00 2.300862e+00 2.167308e+00 4.933963e+00 -1.177781e-01 8.300161e-01
37 1.000000e-02 4.000000e+00 1.944711e+00 1.811290e-01 1.013590e-01 1.533460e+00 -2.497238e-01 2.307134e-01
37 1.000000e-02 1.000000e+02 4.101362e+00 9.601867e-02 4.741013e-01 4.102038e+00 7.607516e-01 9.987545e-02
38 1.000000e-02 4.000000e+00 1.629924e+00 2.083387e-01 3.701769e-01 1.599839e+00 3.713024e-01 1.132096e-01
38 1.000000e-02 1.000000e+02 5.382111e+00 1.683462e+00 1.345034e+00 4.267318e+00 -5.915558e-02 -3.011841e-01
39 1.000000e-02 4.000000e+00 1.620223e+00 6.499972e-01 2.637452e-01 1.474319e+00 3.870251e-01 1.614082e-01
39 1.000000e-02 1.000000e+02 4.224039e+00 -4.822321e-01 7.165505e-01 3.497989e+00 4.148072e-01 1.341722e-01
40 1.000000e-02 4.000000e+00 1.936704e+00 -6.020796e-02 -3.570152e-01 1.390104e+00 1.775742e-03 -1.447854e-01
40 1.000000e-02 1.000000e+02 4.026308e+00 -3.669226e-02 2.218285e-01 4.524721e+00 3.224840e-01 7.174754e-02
41 1.000000e-02 4.000000e+00 1.639585e+00 4.193554e-01 2.208920e-01 1.407970e+00 9.245586e-02 9.528255e-02
41 1.000000e-02 1.000000e+02 1.950271e+00 2.028696e+00 7.040792e-01 1.675763e+00 1.526656e-01 3.882399e-01
42 1.000000e-02 4.000000e+00 1.600360e+00 1.263909e-01 3.682902e-01 1.753946e+00 2.480796e-01 2.799045e-01
42 1.000000e-02 1.000000e+02 4.671958e+00 8.896227e-01 7.112910e-01 4.954773e+00 -4.938229e-01 2.234208e+00
43 1.000000e-02 4.000000e+00 1.613473e+00 3.053515e-01 3.466722e-01 1.472081e+00 1.010537e-01 3.356236e-02
43 1.000000e-02 1.000000e+02 3.663562e+00 3.870001e-01 8.982986e-01 4.548600e+00 -7.368550e-01 1.551864e-01
44 1.000000e-02 4.000000e+00 2.008072e+00 -7.248764e-01 2.444154e-01 1.760294e+00 1.590596e-01 2.375102e-02
44 1.000000e-02 1.000000e+02 3.033549e+00 -1.887360e+00 4.521887e-01 2.674051e+00 1.235869e-01 -1.059952e-01
45 1.000000e-02 4.000000e+00 1.739543e+00 4.312339e-01 4.925238e-01 1.387827e+00 1.441729e-02 -1.895471e-01
45 1.000000e-02 1.000000e+02 3.735984e+00 8.492718e-01 7.202833e-01 4.180521e+00 4.791884e-01 3.112924e-01
46 1.000000e-02 4.000000e+00 1.768525e+00 -2.720909e-01 -1.217462e-01 1.548627e+00 7.629752e-02 -2.507019e-02
46 1.000000e-02 1.000000e+02 4.761251e+00 -6.247797e-01 -1.832746e+00 5.809743e+00 -5.315636e-01 1.807963e+00
47 1.000000e-02 4.000000e+00 1.677640e+00 2.730083e-01 3.942828e-01 1.574946e+00 1.033895e-01 1.613750e-01
47 1.000000e-02 1.000000e+02 2.189721e+00 1.479709e-02 5.254841e-01 2.167409e+00 4.391527e-02 2.310984e-01
48 1.000000e-02 4.000000e+00 1.553846e+00 -1.437438e-01 1.974114e-01 1.530647e+00 -1.226735e-01 2.774937e-01
48 1.000000e-02 1.000000e+02 4.658407e+00 -7.911499e-01 5.345237e-02 4.072824e+00 -1.003618e+00 5.450013e-01
49 1.000000e-02 4.000000e+00 1.749318e+00 3.150416e-01 3.236146e-01 1.639189e+00 1.669798e-01 1.158836e-01
49 1.000000e-02 1.000000e+02 4.847643e+00 8.547432e-01 7.848640e-01 5.287924e+00 7.600038e-01 -7.203602e-01
50 1.000000e-02 4.000000e+00 1.828116e+00 4.315020e-01 3.895552e-01 2.045167e+00 2.727790e-01 4.525445e-01
50 1.000000e-02 1.000000e+02 4.012468e+00 -3.297046e-01 6.359696e-02 5.593071e+00 -1.764417e-01 4.917007e-01
51 1.000000e-02 4.000000e+00 1.674016e+00 3.084818e-01 2.814820e-01 1.542083e+00 2.505493e-01 1.758033e-02
51 1.000000e-02 1.000000e+02 5.162104e+00 -3.212004e-01 8.415230e-01 4.759050e+00 2.590380e-01 5.564063e-01
52 1.000000e-02 4.000000e+00 1.555950e+00 5.042982e-02 3.254867e-01 1.836446e+00 6.175959e-02 5.129530e-01
52 1.000000e-02 1.000000e+02 4.212378e+00 1.106198e+00 1.356725e+00 4.276942e+00 3.690476e-01 3.619580e-01
53 1.000000e-02 4.000000e+00 3.117182e+00 5.482945e-01 -1.145920e-01 2.774355e+00 5.476491e-01 2.633879e-01
53 1.000000e-02 1.000000e+02 5.580247e+00 -1.258106e-01 -1.083186e+00 5.227348e+00 -4.778991e-01 7.983338e-01
54 1.000000e-02 4.000000e+00 1.668848e+00 2.278284e-01 2.594515e-01 1.520365e+00 -9.976554e-02 2.994597e-01
54 1.000000e-02 1.000000e+02 4.074628e+00 -6.392515e-01 5.523583e-01 3.550675e+00 -8.583013e-01 -1.930135e-01
55 1.000000e-02 4.000000e+00 1.852758e+00 5.548134e-01 4.487568e-01 1.572996e+00 3.859311e-01 -2.297819e-01
55 1.000000e-02 1.000000e+02 5.233300e+00 1.252208e-01 1.545817e+00 4.336623e+00 -1.577177e-01 -7.483299e-01
56 1.000000e-02 4.000000e+00 1.953078e+00 7.537222e-02 2.210590e-01 1.487439e+00 -1.932063e-01 2.179028e-01
56 1.000000e-02 1.000000e+02 4.171931e+00 -6.224589e-01 1.975143e-01 2.155255e+00 3.525811e-01 4.152890e-01
57 1.000000e-02 4.000000e+00 1.751454e+00 2.279321e-01 1.661901e-01 1.765148e+00 -1.089122e-01 3.976299e-01
57 1.000000e-02 1.000000e+02 4.521061e+00 7.162916e-01 5.923942e-01 3.816674e+00 5.387400e-01 -2.998800e-01
58 1.000000e-02 4.000000e+00 1.569893e+00 2.723464e-01 3.379288e-01 1.551013e+00 2.560691e-01 -5.877882e-02
58 1.000000e-02 1.000000e+02 4.038092e+00 -7.624288e-01 -2.988195e-02 3.955577e+00 -1.037972e+00 5.608805e-01
59 1.000000e-02 4.000000e+00 1.727285e+00 2.765800e-01 2.515790e-01 1.365788e+00 1.988702e-01 -1.767955e-01
59 1.000000e-02 1.000000e+02 2.314130e+00 3.060153e-01 3.094348e-01 1.657494e+00 -5.615044e-02 -4.333234e-02
60 1.000000e-02 4.000000e+00 1.656569e+00 1.778135e-01 2.662024e-01 1.596658e+00 1.187825e-02 -4.011786e-01
60 1.000000e-02 1.000000e+02 4.139015e+00 9.925754e-01 -2.455115e-02 4.740222e+00 -1.910400e-01 -1.483974e+00
61 1.000000e-02 4.000000e+00 1.866813e+00 2.520227e-01 8.285153e-02 1.404341e+00 -1.075770e-01 -2.767682e-02
61 1.000000e-02 1.000000e+02 4.110168e+00 2.491820e-01 -3.969090e-01 4.686478e+00 -7.665324e-02 4.514811e-01
62 1.000000e-02 4.000000e+00 1.832297e+00 3.154721e-01 2.155435e-01 1.546992e+00 -3.056240e-02 1.651535e-01
62 1.000000e-02 1.000000e+02 2.533514e+00 -3.974981e-01 -5.628681e-02 2.332202e+00 5.553167e-01 -3.366771e-01
63 1.000000e-02 4.000000e+00 1.779486e+00 8.621340e-01 6.550384e-01 1.932663e+00 2.286990e-01 2.936941e-01
63 1.000000e-02 1.000000e+02 4.030479e+00 1.054101e+00 8.433831e-01 4.109148e+00 -1.009701e+00 1.985106e-01
64 1.000000e-02 4.000000e+00 1.707038e+00 3.128281e-01 4.030415e-01 1.614932e+00 1.966320e-01 5.927241e-02
64 1.000000e-02 1.000000e+02 4.363793e+00 -4.349941e-01 8.361015e-01 4.157113e+00 -6.419010e-01 1.142629e+00
65 1.000000e-02 4.000000e+00 1.785050e+00 5.621805e-01 2.829720e-01 1.763828e+00 -1.435661e-02 5.015874e-02
65 1.000000e-02 1.000000e+02 4.316100e+00 -1.788259e-02 -1.604764e-01 3.711696e+00 -9.643297e-01 4.044804e-01
66 1.000000e-02 4.000000e+00 1.864952e+00 -4.534245e-02 4.136395e-02 1.368398e+00 -5.444145e-01 2.174495e-01
66 1.000000e-02 1.000000e+02 2.234143e+00 1.825021e+00 1.723150e+00 5.408957e+00 1.819905e+00 -1.115567e+00
67 1.000000e-02 4.000000e+00 1.614419e+00 1.405885e-01 3.147155e-01 1.534009e+00 9.775078e-02 -1.863241e-02
67 1.000000e-02 1.000000e+02 3.130765e+00 -3.545940e-02 3.495306e-01 2.756328e+00 1.263907e-01 1.522440e-01
68 1.000000e-02 4.000000e+00 2.444284e+00 -2.096701e+00 5.649750e-01 2.503750e+00 4.949808e-01 1.197300e-01
68 1.000000e-02 1.000000e+02 4.208066e+00 -1.122275e+01 1.357424e-01 5.380229e+00 -1.012100e+00 3.120892e+00
69 1.000000e-02 4.000000e+00 1.600891e+00 5.169940e-02 2.743548e-01 1.481213e+00 -2.413536e-01 2.858964e-01
69 1.000000e-02 1.000000e+02 3.665735e+00 -4.992099e-01 -1.823007e-01 4.808704e+00 -2.354780e+00 2.353914e-01
70 1.000000e-02 4.000000e+00 1.690924e+00 1.196464e-01 2.374729e-01 1.478120e+00 -1.150266e-01 1.696380e-01
70 1.000000e-02 1.000000e+02 5.826289e+00 -2.430323e-01 4.629626e-01 5.019786e+00 -1.376212e-02 2.087370e-01
71 1.000000e-02 4.000000e+00 1.692629e+00 2.207252e-01 3.732370e-01 1.496905e+00 3.252792e-02 2.450220e-01
71 1.000000e-02 1.000000e+02 4.542556e+00 1.577311e-01 6.368383e-01 3.949621e+00 5.351201e-02 6.203690e-01
72 1.000000e-02 4.000000e+00 1.707469e+00 -1.422389e-01 4.959316e-01 1.367362e+00 -4.074092e-01 3.055137e-02
72 1.000000e-02 1.000000e+02 4.248701e+00 -8.413112e-02 1.426096e-01 4.411839e+00 1.751336e-01 3.130952e-01
73 1.000000e-02 4.000000e+00 1.789630e+00 3.318695e-01 2.926513e-01 1.589096e+00 2.986342e-01 -1.611799e-02
73 1.000000e-02 1.000000e+02 1.500260e+00 1.661106e-01 1.843546e+00 1.500273e+00 1.571151e-01 -3.587116e-01
74 1.000000e-02 4.000000e+00 1.722374e+00 5.846789e-02 1.282426e-01 1.471976e+00 9.217688e-02 1.668013e-01
74 1.000000e-02 1.000000e+02 4.934429e+00 3.819302e-01 4.539882e-01 4.540439e+00 6.069685e-01 3.261158e-01
75 1.000000e-02 4.000000e+00 1.620926e+00 3.570617e-01 5.355171e-01 1.744132e+00 2.257833e-01 2.970915e-01
75 1.000000e-02 1.000000e+02 4.677458e+00 6.490729e-01 1.525146e+00 4.781345e+00 4.205093e-01 5.522919e-02
0 2.434783e-02 4.000000e+00 1.648641e+00 1.877884e-01 3.597720e-01 1.379388e+00 -9.956467e-02 1.517594e-01
0 2.434783e-02 1.000000e+02 5.560997e+00 -7.178649e-01 1.451557e-01 4.715544e+00 -4.980730e-01 7.450752e-01
1 2.434783e-02 4.000000e+00 1.540515e+00 3.166962e-01 4.538493e-01 1.468694e+00 7.978785e-02 1.717172e-01
1 2.434783e-02 1.000000e+02 2.522886e+00 5.169439e-01 6.542754e-01 2.570906e+00 5.486965e-01 1.382890e-01
2 2.434783e-02 4.000000e+00 1.559977e+00 7.306933e-02 3.676495e-01 1.470790e+00 -3.597140e-02 2.601755e-01
2 2.434783e-02 1.000000e+02 4.216176e+00 9.505348e-01 4.334499e-01 4.117752e+00 1.126584e+00 4.941695e-01
3 2.434783e-02 4.000000e+00 1.610822e+00 1.239452e-01 3.338699e-01 1.464297e+00 4.251099e-02 2.353080e-01
3 2.434783e-02 1.000000e+02 1.986754e+00 -5.219827e-01 3.824965e-01 1.923311e+00 1.170409e-02 7.285128e-01
4 2.434783e-02 4.000000e+00 1.631798e+00 -3.767622e-02 1.638117e-01 1.506970e+00 1.723621e-01 1.521218e-01
4 2.434783e-02 1.000000e+02 3.395176e+00 1.485925e+00 -4.814023e-01 4.711226e+00 -4.854057e-01 -1.388038e-01
5 2.434783e-02 4.000000e+00 1.489970e+00 7.051015e-02 3.807435e-01 1.438036e+00 1.225971e-01 2.378253e-01
5 2.434783e-02 1.000000e+02 4.866842e+00 -3.308234e-02 4.638196e-01 4.656905e+00 -2.454011e-01 4.683083e-01
6 2.434783e-02 4.000000e+00 1.485521e+00 -5.410194e-03 3.995523e-01 1.471956e+00 2.420220e-01 8.369559e-02
6 2.434783e-02 1.000000e+02 3.751432e+00 3.665469e-01 1.147300e+00 3.847418e+00 -8.512485e-02 9.454304e-02
7 2.434783e-02 4.000000e+00 1.494000e+00 1.817013e-01 3.929500e-01 1.428396e+00 2.517402e-02 2.923206e-01
7 2.434783e-02 1.000000e+02 3.850887e+00 -1.513249e-02 8.202243e-02 3.272256e+00 -9.848362e-01 5.423709e-01
8 2.434783e-02 4.000000e+00 1.543445e+00 6.845903e-02 3.286571e-01 1.501758e+00 1.532412e-01 1.353058e-01
8 2.434783e-02 1.000000e+02 2.878793e+00 -2.225156e-01 6.064196e-01 2.904556e+00 -4.149466e-01 -7.899112e-02
9 2.434783e-02 4.000000e+00 1.543864e+00 1.229945e-01 3.896140e-01 1.455005e+00 2.306209e-01 7.088923e-02
9 2.434783e-02 1.000000e+02 4.704035e+00 -1.470853e-01 4.739258e-01 4.015297e+00 -1.251743e-01 7.193472e-01
10 2.434783e-02 4.000000e+00 1.499302e+00 -6.831694e-02 2.943427e-01 1.482882e+00 5.538969e-02 3.359107e-01
10 2.434783e-02 1.000000e+02 2.196692e+00 4.067183e-03 8.407727e-01 2.067761e+00 -2.126932e-01 2.988329e-01
11 2.434783e-02 4.000000e+00 1.455700e+00 7.469988e-02 3.308291e-01 1.432836e+00 2.962999e-01 9.652424e-02
11 2.434783e-02 1.000000e+02 5.110846e+00 1.867113e-01 4.161260e-01 4.955391e+00 1.572406e+00 -3.477526e-01
12 2.434783e-02 4.000000e+00 1.428328e+00 3.598750e-03 4.646854e-01 1.476702e+00 9.379095e-02 1.908185e-01
12 2.434783e-02 1.000000e+02 4.875165e+00 1.182529e+00 1.697361e+00 4.967716e+00 1.216122e+00 -4.639771e-01
13 2.434783e-02 4.000000e+00 1.592660e+00 9.556293e-02 3.310772e-01 1.543514e+00 1.812100e-01 1.240451e-01
13 2.434783e-02 1.000000e+02 2.564802e+00 -2.484999e-01 2.282212e-01 2.832924e+00 4.017496e-01 9.897735e-01
14 2.434783e-02 4.000000e+00 1.579177e+00 4.792005e-02 3.441976e-01 1.507867e+00 1.298678e-01 2.121345e-01
14 2.434783e-02 1.000000e+02 1.902962e+00 3.393435e-02 4.154991e-01 2.494929e+00 2.804530e-01 3.903894e-01
15 2.434783e-02 4.000000e+00 1.571462e+00 6.131935e-01 3.022420e-01 1.663284e+00 -1.643019e-01 4.136631e-01
15 2.434783e-02 1.000000e+02 2.655730e+00 3.849030e-02 1.216140e+00 3.264618e+00 -1.246984e+00 -8.996463e-02
16 2.434783e-02 4.000000e+00 1.465700e+00 3.928173e-01 6.001558e-01 1.430526e+00 2.074067e-01 -3.998041e-03
16 2.434783e-02 1.000000e+02 4.911705e+00 -6.602848e-02 6.557438e-01 4.676097e+00 -1.929513e-01 2.979982e-01
17 2.434783e-02 4.000000e+00 1.588392e+00 6.859493e-02 3.821549e-01 1.418539e+00 -3.248805e-02 2.687910e-01
17 2.434783e-02 1.000000e+02 3.427889e+00 4.987011e-01 8.368677e-01 3.680546e+00 9.077382e-02 -1.106116e-01
18 2.434783e-02 4.000000e+00 1.480111e+00 -3.252620e-02 4.322708e-01 1.389023e+00 -2.680945e-01 2.963692e-01
18 2.434783e-02 1.000000e+02 2.504893e+00 2.432574e-01 5.736149e-01 2.606962e+00 6.686643e-02 5.286479e-02
19 2.434783e-02 4.000000e+00 1.522226e+00 2.249889e-01 4.562741e-01 1.491732e+00 9.584236e-02 1.270961e-01
19 2.434783e-02 1.000000e+02 2.203158e+00 1.131660e+00 4.917804e-01 3.499899e+00 1.320791e-01 -2.361927e-01
20 2.434783e-02 4.000000e+00 1.542943e+00 -3.438616e-02 3.584167e-01 1.624453e+00 2.678452e-01 1.549155e-01
20 2.434783e-02 1.000000e+02 2.160699e+00 9.814167e-02 4.384115e-01 2.087436e+00 3.209686e-01 -1.552701e-03
21 2.434783e-02 4.000000e+00 1.602273e+00 1.834499e-01 4.263584e-01 1.590261e+00 2.319902e-01 2.667622e-01
21 2.434783e-02 1.000000e+02 4.338150e+00 5.692201e-01 4.915598e-01 4.433196e+00 7.406038e-01 3.282992e-01
22 2.434783e-02 4.000000e+00 1.558779e+00 2.101223e-01 4.147779e-01 1.471441e+00 1.798819e-01 7.706782e-02
22 2.434783e-02 1.000000e+02 4.353297e+00 3.213873e-01 7.381274e-01 4.701741e+00 3.306071e-01 7.656637e-01
23 2.434783e-02 4.000000e+00 1.575529e+00 4.849088e-02 3.066235e-01 1.414279e+00 1.012093e-01 4.968295e-02
23 2.434783e-02 1.000000e+02 3.549642e+00 -2.166367e-02 5.851636e-01 2.876018e+00 -7.784654e-01 4.704644e-01
24 2.434783e-02 4.000000e+00 1.594944e+00 2.042980e-01 3.066844e-01 1.465819e+00 2.592123e-02 1.724284e-01
24 2.434783e-02 1.000000e+02 4.816617e+00 1.102191e-01 3.478977e-01 5.512895e+00 -6.441355e-02 5.925579e-01
25 2.434783e-02 4.000000e+00 1.572504e+00 3.487134e-01 4.732814e-01 1.459083e+00 1.773676e-01 1.783423e-01
25 2.434783e-02 1.000000e+02 2.766568e+00 4.052846e-01 4.775228e-01 2.484954e+00 3.563544e-02 2.823722e-01
26 2.434783e-02 4.000000e+00 1.496237e+00 -7.177621e-02 2.935817e-01 1.468941e+00 2.848761e-02 2.489632e-01
26 2.434783e-02 1.000000e+02 4.507519e+00 5.186291e-01 1.262734e+00 4.384895e+00 6.299130e-01 6.741101e-02
27 2.434783e-02 4.000000e+00 1.582208e+00 3.595966e-02 3.979759e-01 1.336564e+00 -1.497355e-01 1.359475e-01
