# x Q2 F2_free_p F3_free_p
2.511886431509582273e-06 5.011872336272725192e+01 3.086607987827643029e+01 4.017345095441654790e+06
2.511886431509582273e-06 6.309573444801936404e+01 3.371631800767136866e+01 4.410363702728380449e+06
2.511886431509582273e-06 7.943282347242821118e+01 3.660610092212635180e+01 4.810856376609338447e+06
2.511886431509582273e-06 1.000000000000000000e+02 3.964856977886013567e+01 5.229448612524943426e+06
2.511886431509582273e-06 1.258925411794167530e+02 4.271951039511863257e+01 5.652312031194591895e+06
2.511886431509582273e-06 1.584893192461114211e+02 4.590548383015716638e+01 6.088130405893301591e+06
2.511886431509582273e-06 1.995262314968880730e+02 4.918122388929468514e+01 6.537682482195558026e+06
2.511886431509582273e-06 2.511886431509582280e+02 5.243749350505905937e+01 6.983150667203256860e+06
2.511886431509582273e-06 3.162277660168379612e+02 5.596051306700077532e+01 7.463160180943413638e+06
2.511886431509582273e-06 3.981071705534973262e+02 5.968465943543090191e+01 7.968879502942937426e+06
2.511886431509582273e-06 5.011872336272724624e+02 6.316002499304796203e+01 8.440584231144266203e+06
2.511886431509582273e-06 6.309573444801936830e+02 6.666743572902277037e+01 8.917168654844898731e+06
2.511886431509582273e-06 7.943282347242821970e+02 7.028778371353389787e+01 9.408318508576640859e+06
2.511886431509582273e-06 1.000000000000000000e+03 7.421667651208167626e+01 9.942223424891754985e+06
2.511886431509582273e-06 1.258925411794168667e+03 7.795981095285524987e+01 1.044850871917997487e+07
2.511886431509582273e-06 1.584893192461114040e+03 8.190367660625753388e+01 1.098191417272361927e+07
2.511886431509582273e-06 1.995262314968878854e+03 8.608576436063324877e+01 1.154801179640879855e+07
2.511886431509582273e-06 2.511886431509582053e+03 9.023247827652691910e+01 1.210933742352684028e+07
2.511886431509582273e-06 3.162277660168379498e+03 9.413476853437798297e+01 1.263840769541876391e+07
2.511886431509582273e-06 3.981071705534977355e+03 9.853424494292271163e+01 1.323334440814569965e+07
2.511886431509582273e-06 5.011872336272725079e+03 1.026153067687973817e+02 1.378500485224726796e+07
2.511886431509582273e-06 6.309573444801942969e+03 1.066873899295418795e+02 1.433493143581792898e+07
2.511886431509582273e-06 7.943282347242821743e+03 1.108548430489282453e+02 1.489707108057013154e+07
2.511886431509582273e-06 1.000000000000000000e+04 1.154382193150815681e+02 1.551743875809057988e+07
2.511886431509582273e-06 1.258925411794168758e+04 1.201750506499290765e+02 1.615661892463122308e+07
2.511886431509582273e-06 1.584893192461114086e+04 1.246791600963654076e+02 1.676424146838422120e+07
2.511886431509582273e-06 1.995262314968882856e+04 1.289514428058151623e+02 1.734053650028451160e+07
2.511886431509582273e-06 2.511886431509582326e+04 1.335951345594875761e+02 1.796694364749784395e+07
2.511886431509582273e-06 3.162277660168379225e+04 1.384256684450512864e+02 1.861882094742989168e+07
2.511886431509582273e-06 3.981071705534977082e+04 1.428413663847177872e+02 1.921609218836820126e+07
2.511886431509582273e-06 5.011872336272725079e+04 1.473041859038905557e+02 1.981905843599822000e+07
2.511886431509582273e-06 6.309573444801942969e+04 1.518465352537852482e+02 2.043165947498885170e+07
2.511886431509582273e-06 7.943282347242820833e+04 1.566359659049793436e+02 2.107799754482105002e+07
2.511886431509582273e-06 1.000000000000000000e+05 1.616964682817577739e+02 2.176137618483439460e+07
2.511886431509582273e-06 1.258925411794168758e+05 1.669290400857264558e+02 2.246874073899563029e+07
2.511886431509582273e-06 1.584893192461114086e+05 1.718768287131620127e+02 2.313766980601448566e+07
2.511886431509582273e-06 1.995262314968883002e+05 1.765402732425846466e+02 2.376823640360255539e+07
2.511886431509582273e-06 2.511886431509582035e+05 1.812717927214406473e+02 2.440700154728322849e+07
2.511886431509582273e-06 3.162277660168379080e+05 1.860534667309499923e+02 2.505180649549856409e+07
2.511886431509582273e-06 3.981071705534977373e+05 1.912909184469031061e+02 2.575820071625637263e+07
2.511886431509582273e-06 5.011872336272724788e+05 1.967054880140276225e+02 2.648882915655665100e+07
2.511886431509582273e-06 6.309573444801942678e+05 2.021959881368637753e+02 2.723021947355848551e+07
2.511886431509582273e-06 7.943282347242821706e+05 2.071436331095104606e+02 2.789905972112848237e+07
2.511886431509582273e-06 1.000000000000000000e+06 2.120278810771508233e+02 2.855942715364751592e+07
2.511886431509582273e-06 1.258925411794168642e+06 2.120279231774282778e+02 2.855944003873403743e+07
2.511886431509582273e-06 1.584893192461114144e+06 2.120279566188802676e+02 2.855945027372768521e+07
2.511886431509582273e-06 1.995262314968882827e+06 2.120279831823780512e+02 2.855945840367567167e+07
2.511886431509582273e-06 2.511886431509582326e+06 2.120280042825193618e+02 2.855946486152511463e+07
2.511886431509582273e-06 3.162277660168379545e+06 2.120280210429606882e+02 2.855946999117869511e+07
2.511886431509582273e-06 3.981071705534977373e+06 2.120280343562544658e+02 2.855947406580824405e+07
2.511886431509582273e-06 5.011872336272724904e+06 2.120280449313808617e+02 2.855947730240209773e+07
2.511886431509582273e-06 6.309573444801942445e+06 2.120280533315032301e+02 2.855947987332035974e+07
2.511886431509582273e-06 7.943282347242821939e+06 2.120280600039581032e+02 2.855948191547352076e+07
2.511886431509582273e-06 1.000000000000000000e+07 2.120280653040776428e+02 2.855948353761357814e+07
2.511886431509582273e-06 1.258925411794166267e+07 2.120280695141125875e+02 2.855948482612534240e+07
2.511886431509582273e-06 1.584893192461117357e+07 2.120280728582623624e+02 2.855948584962666035e+07
2.511886431509582273e-06 1.995262314968882874e+07 2.120280755146148408e+02 2.855948666262267530e+07
2.511886431509582273e-06 2.511886431509582326e+07 2.120280776246307823e+02 2.855948730840841308e+07
2.511886431509582273e-06 3.162277660168379173e+07 2.120280793006760689e+02 2.855948782137424126e+07
2.511886431509582273e-06 3.981071705534969270e+07 2.120280806320062084e+02 2.855948822883750871e+07
2.511886431509582273e-06 5.011872336272735149e+07 2.120280816895192117e+02 2.855948855249707028e+07
2.511886431509582273e-06 6.309573444801943004e+07 2.120280825295317868e+02 2.855948880958900601e+07
2.511886431509582273e-06 7.943282347242821753e+07 2.120280831967774020e+02 2.855948901380440965e+07
2.511886431509582273e-06 1.000000000000000000e+08 2.120280837267894185e+02 2.855948917601846904e+07
2.511886431509582273e-06 1.258925411794166118e+08 2.120280841477930096e+02 2.855948930486967787e+07
2.511886431509582273e-06 1.584893192461117506e+08 2.120280844822081292e+02 2.855948940721986070e+07
2.511886431509582273e-06 1.995262314968882799e+08 2.120280847478434225e+02 2.855948948851944879e+07
2.511886431509582273e-06 2.511886431509582102e+08 2.120280849588449996e+02 2.855948955309801549e+07
2.511886431509582273e-06 3.162277660168379545e+08 2.120280851264495254e+02 2.855948960439463332e+07
2.511886431509582273e-06 3.981071705534985662e+08 2.120280852595825820e+02 2.855948964514096081e+07
2.511886431509582273e-06 5.011872336272735000e+08 2.120280853653337658e+02 2.855948967750690505e+07
2.511886431509582273e-06 6.309573444801943302e+08 2.120280854493351228e+02 2.855948970321612060e+07
2.511886431509582273e-06 7.943282347242821455e+08 2.120280855160595479e+02 2.855948972363764048e+07
2.511886431509582273e-06 1.000000000000000000e+09 2.120280855690608632e+02 2.855948973985906690e+07
2.511886431509582273e-06 1.258925411794171333e+09 2.120280856111612593e+02 2.855948975274416432e+07
2.511886431509582273e-06 1.584893192461117268e+09 2.120280856446027542e+02 2.855948976297917962e+07
2.511886431509582273e-06 1.995262314968882799e+09 2.120280856711662523e+02 2.855948977110913023e+07
2.511886431509582273e-06 2.511886431509582043e+09 2.120280856922664725e+02 2.855948977756705135e+07
2.511886431509582273e-06 3.162277660168379307e+09 2.120280857090269819e+02 2.855948978269667551e+07
2.511886431509582273e-06 3.981071705534985542e+09 2.120280857223401370e+02 2.855948978677130118e+07
2.511886431509582273e-06 5.011872336272735596e+09 2.120280857329153434e+02 2.855948979000791535e+07
2.511886431509582273e-06 6.309573444801942825e+09 2.120280857413153797e+02 2.855948979257880896e+07
2.511886431509582273e-06 7.943282347242821693e+09 2.120280857479878023e+02 2.855948979462093860e+07
2.511886431509582273e-06 1.000000000000000000e+10 2.120280857532879963e+02 2.855948979624311998e+07
3.162277660168379191e-06 1.000000000000000056e-01 2.249886137799140817e-01 -1.339498529775272573e+03
3.162277660168379191e-06 1.258925411794167282e-01 2.727225972808042798e-01 -1.551034031878404676e+03
3.162277660168379191e-06 1.584893192461113431e-01 3.279880323188890667e-01 -1.600241351201599855e+03
3.162277660168379191e-06 1.995262314968879735e-01 3.909190027354875752e-01 -1.325629545207620822e+03
3.162277660168379191e-06 2.511886431509580131e-01 4.607299493044443306e-01 -4.995256728530474675e+02
3.162277660168379191e-06 3.162277660168379412e-01 5.371758924548888370e-01 1.108472160256042571e+03
3.162277660168379191e-06 3.981071705534973137e-01 6.188025994886763304e-01 3.750520481933449446e+03
3.162277660168379191e-06 5.011872336272723549e-01 7.035062824024165273e-01 7.623027903650990993e+03
3.162277660168379191e-06 6.309573444801933606e-01 7.892716815982827594e-01 1.280731666291901092e+04
3.162277660168379191e-06 7.943282347242814900e-01 8.743573145674454761e-01 1.923142775598128719e+04
3.162277660168379191e-06 1.000000000000000000e+00 1.261152527247697330e+00 4.165841111085752345e+04
3.162277660168379191e-06 1.258925411794167504e+00 1.790526071127918506e+00 7.740856970376952086e+04
3.162277660168379191e-06 1.584893192461114042e+00 2.470081832699471125e+00 1.296243320342556253e+05
3.162277660168379191e-06 1.995262314968879735e+00 3.290198982627067892e+00 1.985342126178189064e+05
3.162277660168379191e-06 2.511886431509581019e+00 4.260927170302940326e+00 2.878390021922923042e+05
3.162277660168379191e-06 3.162277660168379523e+00 5.413127475999481852e+00 3.994002230165743385e+05
3.162277660168379191e-06 3.981071705534973137e+00 6.652509678273043292e+00 5.258168061474810820e+05
3.162277660168379191e-06 5.011872336272724660e+00 8.136186987153440242e+00 6.791159952701819129e+05
3.162277660168379191e-06 6.309573444801933384e+00 9.651687882957691755e+00 8.446375772219384089e+05
3.162277660168379191e-06 7.943282347242817565e+00 1.140226850822696036e+01 1.035370150769449887e+06
3.162277660168379191e-06 1.000000000000000000e+01 1.315952918293058005e+01 1.230647981166172540e+06
3.162277660168379191e-06 1.258925411794167459e+01 1.517004224433877724e+01 1.455317825332663255e+06
3.162277660168379191e-06 1.584893192461114175e+01 1.714028461335282572e+01 1.674421784178515896e+06
3.162277660168379191e-06 1.995262314968880801e+01 1.934330956705505855e+01 1.921900796625767369e+06
3.162277660168379191e-06 2.511886431509581996e+01 2.150702074883015769e+01 2.162152172235616948e+06
3.162277660168379191e-06 3.162277660168379256e+01 2.391623422118760800e+01 2.431173624062315095e+06
3.162277660168379191e-06 3.981071705534973404e+01 2.626523335034141482e+01 2.690650339883458801e+06
3.162277660168379191e-06 5.011872336272725192e+01 2.884963998860359879e+01 2.977376555014313199e+06
3.162277660168379191e-06 6.309573444801936404e+01 3.138594208482578907e+01 3.256215179164482281e+06
3.162277660168379191e-06 7.943282347242821118e+01 3.412192806284295443e+01 3.557265937549035065e+06
3.162277660168379191e-06 1.000000000000000000e+02 3.681400661860747192e+01 3.851474835722321179e+06
3.162277660168379191e-06 1.258925411794167530e+02 3.974499951479760540e+01 4.171830791399601847e+06
3.162277660168379191e-06 1.584893192461114211e+02 4.266975229733274233e+01 4.490710248395435512e+06
3.162277660168379191e-06 1.995262314968880730e+02 4.550904714198060219e+01 4.797851287600998767e+06
3.162277660168379191e-06 2.511886431509582280e+02 4.861275593419871655e+01 5.135871939573845826e+06
3.162277660168379191e-06 3.162277660168379612e+02 5.171156828318930820e+01 5.472715882336325012e+06
3.162277660168379191e-06 3.981071705534973262e+02 5.498454939841343503e+01 5.826647585077392869e+06
3.162277660168379191e-06 5.011872336272724624e+02 5.826364069481969921e+01 6.180699599952445365e+06
3.162277660168379191e-06 6.309573444801936830e+02 6.152102798694362917e+01 6.531765346187258139e+06
3.162277660168379191e-06 7.943282347242821970e+02 6.495840137943842763e+01 6.902420195054843090e+06
3.162277660168379191e-06 1.000000000000000000e+03 6.829678259316114008e+01 7.261827426716695540e+06
3.162277660168379191e-06 1.258925411794168667e+03 7.176503126262718979e+01 7.634845873579433188e+06
3.162277660168379191e-06 1.584893192461114040e+03 7.533778726536864667e+01 8.018445533856248483e+06
3.162277660168379191e-06 1.995262314968878854e+03 7.885995445724782371e+01 8.396113778572810814e+06
3.162277660168379191e-06 2.511886431509582053e+03 8.258744810278176374e+01 8.797662198307864368e+06
3.162277660168379191e-06 3.162277660168379498e+03 8.631383836454673997e+01 9.198942387558445334e+06
3.162277660168379191e-06 3.981071705534977355e+03 9.014853749435829400e+01 9.610893995053805411e+06
3.162277660168379191e-06 5.011872336272725079e+03 9.398840585547749527e+01 1.002325208468740992e+07
3.162277660168379191e-06 6.309573444801942969e+03 9.763593560411996464e+01 1.041468363338903151e+07
3.162277660168379191e-06 7.943282347242821743e+03 1.015865734598672248e+02 1.083790232858246006e+07
3.162277660168379191e-06 1.000000000000000000e+04 1.055367473596270571e+02 1.126100806871210225e+07
3.162277660168379191e-06 1.258925411794168758e+04 1.094343317309784851e+02 1.167921750620714761e+07
3.162277660168379191e-06 1.584893192461114086e+04 1.135145207305804433e+02 1.211643219730262272e+07
3.162277660168379191e-06 1.995262314968882856e+04 1.175944390020828934e+02 1.255358098313643783e+07
3.162277660168379191e-06 2.511886431509582326e+04 1.215681878252644310e+02 1.297945669809700176e+07
3.162277660168379191e-06 3.162277660168379225e+04 1.257852516812775434e+02 1.343256282751780190e+07
3.162277660168379191e-06 3.981071705534977082e+04 1.300021600888321700e+02 1.388563110331989266e+07
3.162277660168379191e-06 5.011872336272725079e+04 1.340909781132218086e+02 1.432443575616666675e+07
3.162277660168379191e-06 6.309573444801942969e+04 1.383982332749204147e+02 1.478583984240432456e+07
3.162277660168379191e-06 7.943282347242820833e+04 1.427360339476089734e+02 1.525052283073977195e+07
3.162277660168379191e-06 1.000000000000000000e+05 1.470737622671585143e+02 1.571518819404460676e+07
3.162277660168379191e-06 1.258925411794168758e+05 1.513107872822027957e+02 1.617063219280900061e+07
3.162277660168379191e-06 1.584893192461114086e+05 1.557643605279376402e+02 1.664897434740406275e+07
3.162277660168379191e-06 1.995262314968883002e+05 1.602178931675829290e+02 1.712730661175980046e+07
3.162277660168379191e-06 2.511886431509582035e+05 1.645242947812132002e+02 1.758907905992856622e+07
3.162277660168379191e-06 3.162277660168379080e+05 1.690907422123993342e+02 1.807821390965662524e+07
3.162277660168379191e-06 3.981071705534977373e+05 1.736571670771490403e+02 1.856734325998930633e+07
3.162277660168379191e-06 5.011872336272724788e+05 1.780588067625683095e+02 1.903878819813876972e+07
3.162277660168379191e-06 6.309573444801942678e+05 1.826876949595053077e+02 1.953583340706276521e+07
3.162277660168379191e-06 7.943282347242821706e+05 1.873521103073673828e+02 2.003677619540658966e+07
3.162277660168379191e-06 1.000000000000000000e+06 1.920165155060554696e+02 2.053771651066340134e+07
3.162277660168379191e-06 1.258925411794168642e+06 1.920165535148204583e+02 2.053772575062485784e+07
3.162277660168379191e-06 1.584893192461114144e+06 1.920165837062674541e+02 2.053773309019114450e+07
3.162277660168379191e-06 1.995262314968882827e+06 1.920166076881934032e+02 2.053773892021838948e+07
3.162277660168379191e-06 2.511886431509582326e+06 1.920166267377191502e+02 2.053774355117525905e+07
3.162277660168379191e-06 3.162277660168379545e+06 1.920166418692980983e+02 2.053774722967604920e+07
3.162277660168379191e-06 3.981071705534977373e+06 1.920166538887403931e+02 2.053775015161373466e+07
3.162277660168379191e-06 5.011872336272724904e+06 1.920166634361239630e+02 2.053775247259173542e+07
3.162277660168379191e-06 6.309573444801942445e+06 1.920166710198809596e+02 2.053775431621035561e+07
3.162277660168379191e-06 7.943282347242821939e+06 1.920166770438737274e+02 2.053775578064882755e+07
3.162277660168379191e-06 1.000000000000000000e+07 1.920166818289015964e+02 2.053775694389376417e+07
3.162277660168379191e-06 1.258925411794166267e+07 1.920166856297844618e+02 2.053775786789210513e+07
3.162277660168379191e-06 1.584893192461117357e+07 1.920166886489332683e+02 2.053775860185013339e+07
3.162277660168379191e-06 1.995262314968882874e+07 1.920166910471284609e+02 2.053775918485374004e+07
3.162277660168379191e-06 2.511886431509582326e+07 1.920166929520825931e+02 2.053775964794998616e+07
3.162277660168379191e-06 3.162277660168379173e+07 1.920166944652415282e+02 2.053776001580041647e+07
3.162277660168379191e-06 3.981071705534969270e+07 1.920166956671863829e+02 2.053776030799439177e+07
3.162277660168379191e-06 5.011872336272735149e+07 1.920166966219252060e+02 2.053776054009233788e+07
3.162277660168379191e-06 6.309573444801943004e+07 1.920166973803010535e+02 2.053776072445427626e+07
3.162277660168379191e-06 7.943282347242821753e+07 1.920166979827005491e+02 2.053776087089817598e+07
3.162277660168379191e-06 1.000000000000000000e+08 1.920166984612033616e+02 2.053776098722270876e+07
3.162277660168379191e-06 1.258925411794166118e+08 1.920166988412917419e+02 2.053776107962255925e+07
3.162277660168379191e-06 1.584893192461117506e+08 1.920166991432067221e+02 2.053776115301840007e+07
3.162277660168379191e-06 1.995262314968882799e+08 1.920166993830262641e+02 2.053776121131875739e+07
3.162277660168379191e-06 2.511886431509582102e+08 1.920166995735216062e+02 2.053776125762838870e+07
3.162277660168379191e-06 3.162277660168379545e+08 1.920166997248375935e+02 2.053776129441343248e+07
3.162277660168379191e-06 3.981071705534985662e+08 1.920166998450320648e+02 2.053776132363284007e+07
3.162277660168379191e-06 5.011872336272735000e+08 1.920166999405059300e+02 2.053776134684262052e+07
3.162277660168379191e-06 6.309573444801943302e+08 1.920167000163435205e+02 2.053776136527883634e+07
3.162277660168379191e-06 7.943282347242821455e+08 1.920167000765834757e+02 2.053776137992322445e+07
3.162277660168379191e-06 1.000000000000000000e+09 1.920167001244337825e+02 2.053776139155566320e+07
3.162277660168379191e-06 1.258925411794171333e+09 1.920167001624425325e+02 2.053776140079563856e+07
3.162277660168379191e-06 1.584893192461117268e+09 1.920167001926341754e+02 2.053776140813523903e+07
3.162277660168379191e-06 1.995262314968882799e+09 1.920167002166160444e+02 2.053776141396527365e+07
3.162277660168379191e-06 2.511886431509582043e+09 1.920167002356656667e+02 2.053776141859624907e+07
3.162277660168379191e-06 3.162277660168379307e+09 1.920167002507972143e+02 2.053776142227476090e+07
3.162277660168379191e-06 3.981071705534985542e+09 1.920167002628166983e+02 2.053776142519668490e+07
3.162277660168379191e-06 5.011872336272735596e+09 1.920167002723639769e+02 2.053776142751765996e+07
3.162277660168379191e-06 6.309573444801942825e+09 1.920167002799477984e+02 2.053776142936126888e+07
3.162277660168379191e-06 7.943282347242821693e+09 1.920167002859717513e+02 2.053776143082571775e+07
3.162277660168379191e-06 1.000000000000000000e+10 1.920167002907568019e+02 2.053776143198897690e+07
3.981071705534977589e-06 1.000000000000000056e-01 2.239335410021599249e-01 -1.088361901607998561e+03
3.981071705534977589e-06 1.258925411794167282e-01 2.709698052125830703e-01 -1.273828236125635613e+03
3.981071705534977589e-06 1.584893192461113431e-01 3.256487467995110574e-01 -1.345543366177100097e+03
3.981071705534977589e-06 1.995262314968879735e-01 3.874037919710341948e-01 -1.166093665596250503e+03
3.981071705534977589e-06 2.511886431509580131e-01 4.566998642679118148e-01 -5.865436803671731241e+02
3.981071705534977589e-06 3.162277660168379412e-01 5.319958155647902531e-01 6.018542361046654605e+02
3.981071705534977589e-06 3.981071705534973137e-01 6.119115865091997453e-01 2.592745136203657239e+03
3.981071705534977589e-06 5.011872336272723549e-01 6.952514870546339099e-01 5.523917116257582165e+03
3.981071705534977589e-06 6.309573444801933606e-01 7.800942912860593381e-01 9.453475610566705654e+03
3.981071705534977589e-06 7.943282347242814900e-01 8.639151417225384710e-01 1.435611580899947512e+04
3.981071705534977589e-06 1.000000000000000000e+00 1.234085181523904229e+00 3.134459326528155725e+04
3.981071705534977589e-06 1.258925411794167504e+00 1.738850023901053587e+00 5.828718061173862225e+04
3.981071705534977589e-06 1.584893192461114042e+00 2.385956724619680891e+00 9.758032262241722492e+04
3.981071705534977589e-06 1.995262314968879735e+00 3.162556038045446272e+00 1.496502779300223046e+05
3.981071705534977589e-06 2.511886431509581019e+00 4.073269386997100838e+00 2.159579987940306892e+05
3.981071705534977589e-06 3.162277660168379523e+00 5.149842859245938875e+00 2.990387105713202036e+05
3.981071705534977589e-06 3.981071705534973137e+00 6.319553561216286752e+00 3.940068656881297356e+05
3.981071705534977589e-06 5.011872336272724660e+00 7.699604754698810893e+00 5.072131682439023280e+05
3.981071705534977589e-06 6.309573444801933384e+00 9.119119217348728768e+00 6.305677708895176183e+05
3.981071705534977589e-06 7.943282347242817565e+00 1.073747115139807917e+01 7.686892677314270986e+05
3.981071705534977589e-06 1.000000000000000000e+01 1.238546257948008211e+01 9.163742083479376743e+05
3.981071705534977589e-06 1.258925411794167459e+01 1.424397430125390684e+01 1.079613101742948173e+06
3.981071705534977589e-06 1.584893192461114175e+01 1.607481885000309063e+01 1.243669228603445692e+06
3.981071705534977589e-06 1.995262314968880801e+01 1.810601215953316867e+01 1.421999543512544362e+06
3.981071705534977589e-06 2.511886431509581996e+01 2.011234414720554753e+01 1.601972868800340453e+06
3.981071705534977589e-06 3.162277660168379256e+01 2.233290870691828900e+01 1.796649704802144086e+06
3.981071705534977589e-06 3.981071705534973404e+01 2.448997029542275428e+01 1.988486961651382037e+06
3.981071705534977589e-06 5.011872336272725192e+01 2.688166514844715138e+01 2.197527696437997743e+06
3.981071705534977589e-06 6.309573444801936404e+01 2.918936746040808572e+01 2.401035703499285970e+06
3.981071705534977589e-06 7.943282347242821118e+01 3.172400243068512893e+01 2.621450196889189072e+06
3.981071705534977589e-06 1.000000000000000000e+02 3.416523881488100756e+01 2.834937528045332059e+06
3.981071705534977589e-06 1.258925411794167530e+02 3.690567274500200767e+01 3.071647404543181881e+06
3.981071705534977589e-06 1.584893192461114211e+02 3.949417821300774989e+01 3.296292783987402450e+06
3.981071705534977589e-06 1.995262314968880730e+02 4.214635396733660855e+01 3.525832748985191807e+06
3.981071705534977589e-06 2.511886431509582280e+02 4.487950409058679213e+01 3.761853034670050256e+06
3.981071705534977589e-06 3.162277660168379612e+02 4.776446722199801087e+01 4.010137572078017984e+06
3.981071705534977589e-06 3.981071705534973262e+02 5.083609557831324821e+01 4.273478728197687306e+06
3.981071705534977589e-06 5.011872336272724624e+02 5.370965165957173326e+01 4.520124537962823175e+06
3.981071705534977589e-06 6.309573444801936830e+02 5.676287374070646763e+01 4.781841742453704588e+06
3.981071705534977589e-06 7.943282347242821970e+02 5.984200551346636132e+01 5.045288129121295176e+06
3.981071705534977589e-06 1.000000000000000000e+03 6.283689538873051106e+01 5.301588677158141509e+06
3.981071705534977589e-06 1.258925411794168667e+03 6.594919607273256190e+01 5.568646759158405475e+06
3.981071705534977589e-06 1.584893192461114040e+03 6.912444693465654666e+01 5.840437276332139038e+06
3.981071705534977589e-06 1.995262314968878854e+03 7.244629087320504368e+01 6.123223047769367695e+06
3.981071705534977589e-06 2.511886431509582053e+03 7.565772999188641279e+01 6.396048932649397291e+06
3.981071705534977589e-06 3.162277660168379498e+03 7.911220305654032359e+01 6.690837591606163420e+06
3.981071705534977589e-06 3.981071705534977355e+03 8.270792586935527879e+01 6.997740078960650600e+06
3.981071705534977589e-06 5.011872336272725079e+03 8.603072150864807099e+01 7.281929075717665255e+06
3.981071705534977589e-06 6.309573444801942969e+03 8.938862876055799234e+01 7.568410131761316210e+06
3.981071705534977589e-06 7.943282347242821743e+03 9.279127305364451672e+01 7.857846810584868304e+06
3.981071705534977589e-06 1.000000000000000000e+04 9.644077407744552488e+01 8.170475079410918057e+06
3.981071705534977589e-06 1.258925411794168758e+04 9.997101181613109588e+01 8.469753485831864178e+06
3.981071705534977589e-06 1.584893192461114086e+04 1.034754906788666347e+02 8.768997417679423466e+06
3.981071705534977589e-06 1.995262314968882856e+04 1.072188632723644730e+02 9.087942003246773034e+06
3.981071705534977589e-06 2.511886431509582326e+04 1.109461171676077242e+02 9.405083493782036006e+06
3.981071705534977589e-06 3.162277660168379225e+04 1.145488485653455655e+02 9.711565538628399372e+06
3.981071705534977589e-06 3.981071705534977082e+04 1.182958550554491097e+02 1.003067537442206964e+07
3.981071705534977589e-06 5.011872336272725079e+04 1.222006117203133471e+02 1.036353976100775599e+07
3.981071705534977589e-06 6.309573444801942969e+04 1.258993439019564136e+02 1.067819195125139132e+07
3.981071705534977589e-06 7.943282347242820833e+04 1.296064287013780358e+02 1.099354250685680285e+07
3.981071705534977589e-06 1.000000000000000000e+05 1.337489008898401437e+02 1.134602596434694715e+07
3.981071705534977589e-06 1.258925411794168758e+05 1.375371945946027950e+02 1.166984616695123911e+07
3.981071705534977589e-06 1.584893192461114086e+05 1.413254433718956875e+02 1.199365768563674577e+07
3.981071705534977589e-06 1.995262314968883002e+05 1.453974422979917165e+02 1.234129718112814985e+07
3.981071705534977589e-06 2.511886431509582035e+05 1.494323478603685089e+02 1.268496618299444765e+07
3.981071705534977589e-06 3.162277660168379080e+05 1.533065088615445575e+02 1.301450090612628125e+07
3.981071705534977589e-06 3.981071705534977373e+05 1.573463421605968335e+02 1.335816160638396628e+07
3.981071705534977589e-06 5.011872336272724788e+05 1.615498577607854429e+02 1.371578945742819458e+07
3.981071705534977589e-06 6.309573444801942678e+05 1.654882040340172580e+02 1.405081438369252160e+07
3.981071705534977589e-06 7.943282347242821706e+05 1.694363928308744676e+02 1.438669526978819631e+07
3.981071705534977589e-06 1.000000000000000000e+06 1.738908475235884055e+02 1.476669781496143341e+07
3.981071705534977589e-06 1.258925411794168642e+06 1.738908823827593721e+02 1.476670454861483723e+07
3.981071705534977589e-06 1.584893192461114144e+06 1.738909100723936945e+02 1.476670989734879509e+07
3.981071705534977589e-06 1.995262314968882827e+06 1.738909320670589125e+02 1.476671414600105770e+07
3.981071705534977589e-06 2.511886431509582326e+06 1.738909495380468400e+02 1.476671752082669921e+07
3.981071705534977589e-06 3.162277660168379545e+06 1.738909634157484163e+02 1.476672020154670812e+07
3.981071705534977589e-06 3.981071705534977373e+06 1.738909744392005905e+02 1.476672233091880567e+07
3.981071705534977589e-06 5.011872336272724904e+06 1.738909831954407821e+02 1.476672402233944647e+07
3.981071705534977589e-06 6.309573444801942445e+06 1.738909901507702216e+02 1.476672536588281952e+07
3.981071705534977589e-06 7.943282347242821939e+06 1.738909956755853727e+02 1.476672643309738301e+07
3.981071705534977589e-06 1.000000000000000000e+07 1.738910000641021725e+02 1.476672728081609122e+07
3.981071705534977589e-06 1.258925411794166267e+07 1.738910035500252036e+02 1.476672795418306254e+07
3.981071705534977589e-06 1.584893192461117357e+07 1.738910063189924244e+02 1.476672848905747570e+07
3.981071705534977589e-06 1.995262314968882874e+07 1.738910085184612910e+02 1.476672891392335668e+07
3.981071705534977589e-06 2.511886431509582326e+07 1.738910102655615049e+02 1.476672925140632316e+07
3.981071705534977589e-06 3.162277660168379173e+07 1.738910116533326402e+02 1.476672951947857812e+07
3.981071705534977589e-06 3.981071705534969270e+07 1.738910127556784460e+02 1.476672973241594434e+07
3.981071705534977589e-06 5.011872336272735149e+07 1.738910136313029113e+02 1.476672990155813098e+07
3.981071705534977589e-06 6.309573444801943004e+07 1.738910143268359434e+02 1.476673003591250814e+07
3.981071705534977589e-06 7.943282347242821753e+07 1.738910148793176518e+02 1.476673014263401181e+07
3.981071705534977589e-06 1.000000000000000000e+08 1.738910153181694227e+02 1.476673022740590759e+07
3.981071705534977589e-06 1.258925411794166118e+08 1.738910156667618310e+02 1.476673029474262893e+07
3.981071705534977589e-06 1.584893192461117506e+08 1.738910159436586014e+02 1.476673034823008068e+07
3.981071705534977589e-06 1.995262314968882799e+08 1.738910161636054852e+02 1.476673039071667008e+07
3.981071705534977589e-06 2.511886431509582102e+08 1.738910163383155236e+02 1.476673042446497083e+07
3.981071705534977589e-06 3.162277660168379545e+08 1.738910164770926485e+02 1.476673045127220079e+07
