,x,Q2,y
0,mid,mid,mid
1,0.015,1.65,0.2
2,0.015,1.65,0.8
3,0.015,44.27142857142857,0.2
4,0.015,44.27142857142857,0.8
5,0.015,86.89285714285715,0.2
6,0.015,86.89285714285715,0.8
7,0.015,129.51428571428573,0.2
8,0.015,129.51428571428573,0.8
9,0.015,172.1357142857143,0.2
10,0.015,172.1357142857143,0.8
11,0.015,214.75714285714287,0.2
12,0.015,214.75714285714287,0.8
13,0.015,257.37857142857143,0.2
14,0.015,257.37857142857143,0.8
15,0.015,300.0,0.2
16,0.015,300.0,0.8
17,0.045,1.65,0.2
18,0.045,1.65,0.8
19,0.045,44.27142857142857,0.2
20,0.045,44.27142857142857,0.8
21,0.045,86.89285714285715,0.2
22,0.045,86.89285714285715,0.8
23,0.045,129.51428571428573,0.2
24,0.045,129.51428571428573,0.8
25,0.045,172.1357142857143,0.2
26,0.045,172.1357142857143,0.8
27,0.045,214.75714285714287,0.2
28,0.045,214.75714285714287,0.8
29,0.045,257.37857142857143,0.2
30,0.045,257.37857142857143,0.8
31,0.045,300.0,0.2
32,0.045,300.0,0.8
33,0.08,1.65,0.2
34,0.08,1.65,0.8
35,0.08,44.27142857142857,0.2
36,0.08,44.27142857142857,0.8
37,0.08,86.89285714285715,0.2
38,0.08,86.89285714285715,0.8
39,0.08,129.51428571428573,0.2
40,0.08,129.51428571428573,0.8
41,0.08,172.1357142857143,0.2
42,0.08,172.1357142857143,0.8
43,0.08,214.75714285714287,0.2
44,0.08,214.75714285714287,0.8
45,0.08,257.37857142857143,0.2
46,0.08,257.37857142857143,0.8
47,0.08,300.0,0.2
48,0.08,300.0,0.8
49,0.125,1.65,0.2
50,0.125,1.65,0.8
51,0.125,44.27142857142857,0.2
52,0.125,44.27142857142857,0.8
53,0.125,86.89285714285715,0.2
54,0.125,86.89285714285715,0.8
55,0.125,129.51428571428573,0.2
56,0.125,129.51428571428573,0.8
57,0.125,172.1357142857143,0.2
58,0.125,172.1357142857143,0.8
59,0.125,214.75714285714287,0.2
60,0.125,214.75714285714287,0.8
61,0.125,257.37857142857143,0.2
62,0.125,257.37857142857143,0.8
63,0.125,300.0,0.2
64,0.125,300.0,0.8
65,0.175,1.65,0.2
66,0.175,1.65,0.8
67,0.175,44.27142857142857,0.2
68,0.175,44.27142857142857,0.8
69,0.175,86.89285714285715,0.2
70,0.175,86.89285714285715,0.8
71,0.175,129.51428571428573,0.2
72,0.175,129.51428571428573,0.8
73,0.175,172.1357142857143,0.2
74,0.175,172.1357142857143,0.8
75,0.175,214.75714285714287,0.2
76,0.175,214.75714285714287,0.8
77,0.175,257.37857142857143,0.2
78,0.175,257.37857142857143,0.8
79,0.175,300.0,0.2
80,0.175,300.0,0.8
81,0.225,1.65,0.2
82,0.225,1.65,0.8
83,0.225,44.27142857142857,0.2
84,0.225,44.27142857142857,0.8
85,0.225,86.89285714285715,0.2
86,0.225,86.89285714285715,0.8
87,0.225,129.51428571428573,0.2
88,0.225,129.51428571428573,0.8
89,0.225,172.1357142857143,0.2
90,0.225,172.1357142857143,0.8
91,0.225,214.75714285714287,0.2
92,0.225,214.75714285714287,0.8
93,0.225,257.37857142857143,0.2
94,0.225,257.37857142857143,0.8
95,0.225,300.0,0.2
96,0.225,300.0,0.8
97,0.275,1.65,0.2
98,0.275,1.65,0.8
99,0.275,44.27142857142857,0.2
100,0.275,44.27142857142857,0.8
101,0.275,86.89285714285715,0.2
102,0.275,86.89285714285715,0.8
103,0.275,129.51428571428573,0.2
104,0.275,129.51428571428573,0.8
105,0.275,172.1357142857143,0.2
106,0.275,172.1357142857143,0.8
107,0.275,214.75714285714287,0.2
108,0.275,214.75714285714287,0.8
109,0.275,257.37857142857143,0.2
110,0.275,257.37857142857143,0.8
111,0.275,300.0,0.2
112,0.275,300.0,0.8
113,0.35,1.65,0.2
114,0.35,1.65,0.8
115,0.35,44.27142857142857,0.2
116,0.35,44.27142857142857,0.8
117,0.35,86.89285714285715,0.2
118,0.35,86.89285714285715,0.8
119,0.35,129.51428571428573,0.2
120,0.35,129.51428571428573,0.8
121,0.35,172.1357142857143,0.2
122,0.35,172.1357142857143,0.8
123,0.35,214.75714285714287,0.2
124,0.35,214.75714285714287,0.8
125,0.35,257.37857142857143,0.2
126,0.35,257.37857142857143,0.8
127,0.35,300.0,0.2
128,0.35,300.0,0.8
129,0.45,1.65,0.2
130,0.45,1.65,0.8
131,0.45,44.27142857142857,0.2
132,0.45,44.27142857142857,0.8
133,0.45,86.89285714285715,0.2
134,0.45,86.89285714285715,0.8
135,0.45,129.51428571428573,0.2
136,0.45,129.51428571428573,0.8
137,0.45,172.1357142857143,0.2
138,0.45,172.1357142857143,0.8
139,0.45,214.75714285714287,0.2
140,0.45,214.75714285714287,0.8
141,0.45,257.37857142857143,0.2
142,0.45,257.37857142857143,0.8
143,0.45,300.0,0.2
144,0.45,300.0,0.8
145,0.55,1.65,0.2
146,0.55,1.65,0.8
147,0.55,44.27142857142857,0.2
148,0.55,44.27142857142857,0.8
149,0.55,86.89285714285715,0.2
150,0.55,86.89285714285715,0.8
151,0.55,129.51428571428573,0.2
152,0.55,129.51428571428573,0.8
153,0.55,172.1357142857143,0.2
154,0.55,172.1357142857143,0.8
155,0.55,214.75714285714287,0.2
156,0.55,214.75714285714287,0.8
157,0.55,257.37857142857143,0.2
158,0.55,257.37857142857143,0.8
159,0.55,300.0,0.2
160,0.55,300.0,0.8
161,0.65,1.65,0.2
162,0.65,1.65,0.8
163,0.65,44.27142857142857,0.2
164,0.65,44.27142857142857,0.8
165,0.65,86.89285714285715,0.2
166,0.65,86.89285714285715,0.8
167,0.65,129.51428571428573,0.2
168,0.65,129.51428571428573,0.8
169,0.65,172.1357142857143,0.2
170,0.65,172.1357142857143,0.8
171,0.65,214.75714285714287,0.2
172,0.65,214.75714285714287,0.8
173,0.65,257.37857142857143,0.2
174,0.65,257.37857142857143,0.8
175,0.65,300.0,0.2
176,0.65,300.0,0.8
177,0.75,1.65,0.2
178,0.75,1.65,0.8
179,0.75,44.27142857142857,0.2
180,0.75,44.27142857142857,0.8
181,0.75,86.89285714285715,0.2
182,0.75,86.89285714285715,0.8
183,0.75,129.51428571428573,0.2
184,0.75,129.51428571428573,0.8
185,0.75,172.1357142857143,0.2
186,0.75,172.1357142857143,0.8
187,0.75,214.75714285714287,0.2
188,0.75,214.75714285714287,0.8
189,0.75,257.37857142857143,0.2
190,0.75,257.37857142857143,0.8
191,0.75,300.0,0.2
192,0.75,300.0,0.8
