,x,Q2,y
,mid,mid,mid
index,,,
1,0.02,58.118700000000004,0.3
2,0.02,77.4916,0.4
3,0.02,96.8645,0.5
4,0.02,116.23740000000001,0.6
5,0.02,135.6103,0.7
6,0.045,130.767075,0.3
7,0.045,174.3561,0.4
8,0.045,217.94512500000002,0.5
9,0.045,261.53415,0.6
10,0.045,305.12317500000006,0.7
11,0.08,232.47480000000002,0.3
12,0.08,309.9664,0.4
13,0.08,387.458,0.5
14,0.08,464.94960000000003,0.6
15,0.08,542.4412,0.7
16,0.125,363.24187500000005,0.3
17,0.125,484.32250000000005,0.4
18,0.125,605.403125,0.5
19,0.125,726.4837500000001,0.6
20,0.125,847.5643749999999,0.7
21,0.175,508.538625,0.3
22,0.175,678.0514999999999,0.4
23,0.175,847.5643749999999,0.5
24,0.175,1017.07725,0.6
25,0.175,1186.590125,0.7
26,0.225,653.8353750000001,0.3
27,0.225,871.7805000000002,0.4
28,0.225,1089.7256250000003,0.5
29,0.225,1307.6707500000002,0.6
30,0.225,1525.6158750000002,0.7
31,0.275,799.1321250000001,0.3
32,0.275,1065.5095000000003,0.4
33,0.275,1331.8868750000001,0.5
34,0.275,1598.2642500000002,0.6
35,0.275,1864.6416250000002,0.7
36,0.35,1017.07725,0.3
37,0.35,1356.1029999999998,0.4
38,0.35,1695.1287499999999,0.5
39,0.35,2034.1545,0.6
40,0.45,1307.6707500000002,0.3
41,0.45,1743.5610000000004,0.4
42,0.45,2179.4512500000005,0.5
43,0.45,2615.3415000000005,0.6
44,0.55,1598.2642500000002,0.3
45,0.55,2131.0190000000007,0.4
46,0.55,2663.7737500000003,0.5
47,0.65,1888.8577500000001,0.3
48,0.65,2518.4770000000003,0.4
49,0.65,3148.0962500000005,0.5
50,0.02,54.24412,0.2
51,0.02,81.36618,0.3
52,0.02,108.48824,0.4
53,0.02,135.61030000000002,0.5
54,0.02,162.73236,0.6
55,0.02,189.85442,0.7
56,0.045,122.04926999999999,0.2
57,0.045,183.073905,0.3
58,0.045,244.09853999999999,0.4
59,0.045,305.123175,0.5
60,0.045,366.14781,0.6
61,0.045,427.17244500000004,0.7
62,0.08,216.97648,0.2
63,0.08,325.46472,0.3
64,0.08,433.95296,0.4
65,0.08,542.4412000000001,0.5
66,0.08,650.92944,0.6
67,0.08,759.41768,0.7
68,0.125,339.02575,0.2
69,0.125,508.538625,0.3
70,0.125,678.0515,0.4
71,0.125,847.564375,0.5
72,0.125,1017.07725,0.6
73,0.125,1186.590125,0.7
74,0.175,474.63604999999995,0.2
75,0.175,711.954075,0.3
76,0.175,949.2720999999999,0.4
77,0.175,1186.590125,0.5
78,0.175,1423.90815,0.6
79,0.175,1661.2261749999998,0.7
80,0.225,610.2463500000001,0.2
81,0.225,915.3695250000001,0.3
82,0.225,1220.4927000000002,0.4
83,0.225,1525.6158750000002,0.5
84,0.225,1830.7390500000001,0.6
85,0.225,2135.8622250000003,0.7
86,0.275,745.8566500000002,0.2
87,0.275,1118.7849750000003,0.3
88,0.275,1491.7133000000003,0.4
89,0.275,1864.6416250000002,0.5
90,0.275,2237.5699500000005,0.6
91,0.275,2610.4982750000004,0.7
92,0.35,949.2720999999999,0.2
93,0.35,1423.90815,0.3
94,0.35,1898.5441999999998,0.4
95,0.35,2373.18025,0.5
96,0.35,2847.8163,0.6
97,0.35,3322.4523499999996,0.7
98,0.45,1220.4927000000002,0.2
99,0.45,1830.7390500000001,0.3
100,0.45,2440.9854000000005,0.4
101,0.45,3051.2317500000004,0.5
102,0.45,3661.4781000000003,0.6
103,0.55,1491.7133000000003,0.2
104,0.55,2237.5699500000005,0.3
105,0.55,2983.4266000000007,0.4
106,0.55,3729.2832500000004,0.5
107,0.55,4475.139900000001,0.6
108,0.65,1762.9339000000002,0.2
109,0.65,2644.40085,0.3
110,0.65,3525.8678000000004,0.4
111,0.65,4407.334750000001,0.5
112,0.65,5288.8017,0.6
113,0.02,69.74244,0.2
114,0.02,104.61366,0.3
115,0.02,139.48488,0.4
116,0.02,174.35610000000003,0.5
117,0.02,209.22732,0.6
118,0.02,244.09854,0.7
119,0.02,278.96976,0.8
120,0.045,156.92049,0.2
121,0.045,235.380735,0.3
122,0.045,313.84098,0.4
123,0.045,392.301225,0.5
124,0.045,470.76147,0.6
125,0.045,549.221715,0.7
126,0.045,627.68196,0.8
127,0.08,278.96976,0.2
128,0.08,418.45464,0.3
129,0.08,557.93952,0.4
130,0.08,697.4244000000001,0.5
131,0.08,836.90928,0.6
132,0.08,976.39416,0.7
133,0.08,1115.87904,0.8
134,0.125,435.89025000000004,0.2
135,0.125,653.835375,0.3
136,0.125,871.7805000000001,0.4
137,0.125,1089.725625,0.5
138,0.125,1307.67075,0.6
139,0.125,1525.615875,0.7
140,0.125,1743.5610000000001,0.8
141,0.175,610.2463499999999,0.2
142,0.175,915.369525,0.3
143,0.175,1220.4926999999998,0.4
144,0.175,1525.615875,0.5
145,0.175,1830.73905,0.6
146,0.175,2135.862225,0.7
147,0.175,2440.9853999999996,0.8
148,0.225,784.6024500000002,0.2
149,0.225,1176.903675,0.3
150,0.225,1569.2049000000004,0.4
151,0.225,1961.5061250000003,0.5
152,0.225,2353.80735,0.6
153,0.225,2746.108575,0.7
154,0.225,3138.409800000001,0.8
155,0.275,958.9585500000003,0.2
156,0.275,1438.4378250000002,0.3
157,0.275,1917.9171000000006,0.4
158,0.275,2397.3963750000003,0.5
159,0.275,2876.8756500000004,0.6
160,0.275,3356.354925,0.7
161,0.275,3835.834200000001,0.8
162,0.35,1220.4926999999998,0.2
163,0.35,1830.73905,0.3
164,0.35,2440.9853999999996,0.4
165,0.35,3051.23175,0.5
166,0.35,3661.4781,0.6
167,0.35,4271.72445,0.7
168,0.45,1569.2049000000004,0.2
169,0.45,2353.80735,0.3
170,0.45,3138.409800000001,0.4
171,0.45,3923.0122500000007,0.5
172,0.45,4707.6147,0.6
173,0.45,5492.21715,0.7
174,0.55,1917.9171000000006,0.2
175,0.55,2876.8756500000004,0.3
176,0.55,3835.834200000001,0.4
177,0.55,4794.7927500000005,0.5
178,0.55,5753.751300000001,0.6
179,0.55,6712.70985,0.7
180,0.65,2266.6293000000005,0.2
181,0.65,3399.94395,0.3
182,0.65,4533.258600000001,0.4
183,0.65,5666.57325,0.5
184,0.65,6799.8879,0.6
185,0.02,85.24076000000001,0.2
186,0.02,127.86114,0.3
187,0.02,170.48152000000002,0.4
188,0.02,213.10190000000003,0.5
189,0.02,255.72228,0.6
190,0.02,298.34266,0.7
191,0.02,340.96304000000003,0.8
192,0.045,191.79171,0.2
193,0.045,287.687565,0.3
194,0.045,383.58342,0.4
195,0.045,479.47927500000003,0.5
196,0.045,575.37513,0.6
197,0.045,671.2709850000001,0.7
198,0.045,767.16684,0.8
199,0.08,340.96304000000003,0.2
200,0.08,511.44456,0.3
201,0.08,681.9260800000001,0.4
202,0.08,852.4076000000001,0.5
203,0.08,1022.88912,0.6
204,0.08,1193.37064,0.7
205,0.08,1363.8521600000001,0.8
206,0.125,532.7547500000001,0.2
207,0.125,799.1321250000001,0.3
208,0.125,1065.5095000000001,0.4
209,0.125,1331.8868750000001,0.5
210,0.125,1598.2642500000002,0.6
211,0.125,1864.641625,0.7
212,0.125,2131.0190000000002,0.8
213,0.175,745.85665,0.2
214,0.175,1118.784975,0.3
215,0.175,1491.7133,0.4
216,0.175,1864.641625,0.5
217,0.175,2237.56995,0.6
218,0.175,2610.4982749999995,0.7
219,0.175,2983.4266,0.8
220,0.225,958.9585500000002,0.2
221,0.225,1438.4378250000002,0.3
222,0.225,1917.9171000000003,0.4
223,0.225,2397.3963750000003,0.5
224,0.225,2876.8756500000004,0.6
225,0.225,3356.354925,0.7
226,0.225,3835.8342000000007,0.8
227,0.275,1172.0604500000004,0.2
228,0.275,1758.0906750000004,0.3
229,0.275,2344.120900000001,0.4
230,0.275,2930.1511250000003,0.5
231,0.275,3516.1813500000007,0.6
232,0.275,4102.211575,0.7
233,0.275,4688.241800000002,0.8
234,0.35,1491.7133,0.2
235,0.35,2237.56995,0.3
236,0.35,2983.4266,0.4
237,0.35,3729.28325,0.5
238,0.35,4475.1399,0.6
239,0.35,5220.996549999999,0.7
240,0.35,5966.8532,0.8
241,0.45,1917.9171000000003,0.2
242,0.45,2876.8756500000004,0.3
243,0.45,3835.8342000000007,0.4
244,0.45,4794.7927500000005,0.5
245,0.45,5753.751300000001,0.6
246,0.45,6712.70985,0.7
247,0.55,2344.120900000001,0.2
248,0.55,3516.1813500000007,0.3
249,0.55,4688.241800000002,0.4
250,0.55,5860.302250000001,0.5
251,0.55,7032.3627000000015,0.6
252,0.55,8204.42315,0.7
253,0.65,2770.3247000000006,0.2
254,0.65,4155.48705,0.3
255,0.65,5540.649400000001,0.4
256,0.65,6925.811750000001,0.5
257,0.65,8310.9741,0.6
258,0.65,9696.13645,0.7
259,0.02,108.48824,0.2
260,0.02,162.73236,0.3
261,0.02,216.97648,0.4
262,0.02,271.22060000000005,0.5
263,0.02,325.46472,0.6
264,0.02,379.70884,0.7
265,0.02,433.95296,0.8
266,0.045,244.09853999999999,0.2
267,0.045,366.14781,0.3
268,0.045,488.19707999999997,0.4
269,0.045,610.24635,0.5
270,0.045,732.29562,0.6
271,0.045,854.3448900000001,0.7
272,0.045,976.3941599999999,0.8
273,0.08,433.95296,0.2
274,0.08,650.92944,0.3
275,0.08,867.90592,0.4
276,0.08,1084.8824000000002,0.5
277,0.08,1301.85888,0.6
278,0.08,1518.83536,0.7
279,0.08,1735.81184,0.8
280,0.125,678.0515,0.2
281,0.125,1017.07725,0.3
282,0.125,1356.103,0.4
283,0.125,1695.12875,0.5
284,0.125,2034.1545,0.6
285,0.125,2373.18025,0.7
286,0.125,2712.206,0.8
287,0.175,949.2720999999999,0.2
288,0.175,1423.90815,0.3
289,0.175,1898.5441999999998,0.4
290,0.175,2373.18025,0.5
291,0.175,2847.8163,0.6
292,0.175,3322.4523499999996,0.7
293,0.175,3797.0883999999996,0.8
294,0.225,1220.4927000000002,0.2
295,0.225,1830.7390500000001,0.3
296,0.225,2440.9854000000005,0.4
297,0.225,3051.2317500000004,0.5
298,0.225,3661.4781000000003,0.6
299,0.225,4271.724450000001,0.7
300,0.225,4881.970800000001,0.8
301,0.275,1491.7133000000003,0.2
302,0.275,2237.5699500000005,0.3
303,0.275,2983.4266000000007,0.4
304,0.275,3729.2832500000004,0.5
305,0.275,4475.139900000001,0.6
306,0.275,5220.996550000001,0.7
307,0.275,5966.853200000001,0.8
308,0.35,1898.5441999999998,0.2
309,0.35,2847.8163,0.3
310,0.35,3797.0883999999996,0.4
311,0.35,4746.3605,0.5
312,0.35,5695.6326,0.6
313,0.35,6644.904699999999,0.7
314,0.35,7594.176799999999,0.8
315,0.45,2440.9854000000005,0.2
316,0.45,3661.4781000000003,0.3
317,0.45,4881.970800000001,0.4
318,0.45,6102.463500000001,0.5
319,0.45,7322.9562000000005,0.6
320,0.45,8543.448900000001,0.7
321,0.45,9763.941600000002,0.8
322,0.55,2983.4266000000007,0.2
323,0.55,4475.139900000001,0.3
324,0.55,5966.853200000001,0.4
325,0.55,7458.566500000001,0.5
326,0.55,8950.279800000002,0.6
327,0.55,10441.993100000002,0.7
328,0.65,3525.8678000000004,0.2
329,0.65,5288.8017,0.3
330,0.65,7051.735600000001,0.4
331,0.65,8814.669500000002,0.5
332,0.65,10577.6034,0.6
333,0.65,12340.5373,0.7
334,0.02,69.74244,0.1
335,0.02,139.48488,0.2
336,0.02,209.22732,0.3
337,0.02,278.96976,0.4
338,0.02,348.71220000000005,0.5
339,0.02,418.45464,0.6
340,0.02,488.19708,0.7
341,0.02,557.93952,0.8
342,0.045,156.92049,0.1
343,0.045,313.84098,0.2
344,0.045,470.76147,0.3
345,0.045,627.68196,0.4
346,0.045,784.60245,0.5
347,0.045,941.52294,0.6
348,0.045,1098.44343,0.7
349,0.045,1255.36392,0.8
350,0.08,278.96976,0.1
351,0.08,557.93952,0.2
352,0.08,836.90928,0.3
353,0.08,1115.87904,0.4
354,0.08,1394.8488000000002,0.5
