,x,Q2,y
0,mid,mid,mid
1,0.015,30.0,0.0
2,0.015,54.73684210526316,0.0
3,0.015,79.47368421052632,0.0
4,0.015,104.21052631578948,0.0
5,0.015,128.94736842105263,0.0
6,0.015,153.68421052631578,0.0
7,0.015,178.42105263157896,0.0
8,0.015,203.1578947368421,0.0
9,0.015,227.89473684210526,0.0
10,0.015,252.6315789473684,0.0
11,0.015,277.36842105263156,0.0
12,0.015,302.10526315789474,0.0
13,0.015,326.8421052631579,0.0
14,0.015,351.57894736842104,0.0
15,0.015,376.3157894736842,0.0
16,0.015,401.05263157894734,0.0
17,0.015,425.7894736842105,0.0
18,0.015,450.5263157894737,0.0
19,0.015,475.2631578947368,0.0
20,0.015,500.0,0.0
21,0.045,30.0,0.0
22,0.045,54.73684210526316,0.0
23,0.045,79.47368421052632,0.0
24,0.045,104.21052631578948,0.0
25,0.045,128.94736842105263,0.0
26,0.045,153.68421052631578,0.0
27,0.045,178.42105263157896,0.0
28,0.045,203.1578947368421,0.0
29,0.045,227.89473684210526,0.0
30,0.045,252.6315789473684,0.0
31,0.045,277.36842105263156,0.0
32,0.045,302.10526315789474,0.0
33,0.045,326.8421052631579,0.0
34,0.045,351.57894736842104,0.0
35,0.045,376.3157894736842,0.0
36,0.045,401.05263157894734,0.0
37,0.045,425.7894736842105,0.0
38,0.045,450.5263157894737,0.0
39,0.045,475.2631578947368,0.0
40,0.045,500.0,0.0
41,0.08,30.0,0.0
42,0.08,54.73684210526316,0.0
43,0.08,79.47368421052632,0.0
44,0.08,104.21052631578948,0.0
45,0.08,128.94736842105263,0.0
46,0.08,153.68421052631578,0.0
47,0.08,178.42105263157896,0.0
48,0.08,203.1578947368421,0.0
49,0.08,227.89473684210526,0.0
50,0.08,252.6315789473684,0.0
51,0.08,277.36842105263156,0.0
52,0.08,302.10526315789474,0.0
53,0.08,326.8421052631579,0.0
54,0.08,351.57894736842104,0.0
55,0.08,376.3157894736842,0.0
56,0.08,401.05263157894734,0.0
57,0.08,425.7894736842105,0.0
58,0.08,450.5263157894737,0.0
59,0.08,475.2631578947368,0.0
60,0.08,500.0,0.0
61,0.125,30.0,0.0
62,0.125,54.73684210526316,0.0
63,0.125,79.47368421052632,0.0
64,0.125,104.21052631578948,0.0
65,0.125,128.94736842105263,0.0
66,0.125,153.68421052631578,0.0
67,0.125,178.42105263157896,0.0
68,0.125,203.1578947368421,0.0
69,0.125,227.89473684210526,0.0
70,0.125,252.6315789473684,0.0
71,0.125,277.36842105263156,0.0
72,0.125,302.10526315789474,0.0
73,0.125,326.8421052631579,0.0
74,0.125,351.57894736842104,0.0
75,0.125,376.3157894736842,0.0
76,0.125,401.05263157894734,0.0
77,0.125,425.7894736842105,0.0
78,0.125,450.5263157894737,0.0
79,0.125,475.2631578947368,0.0
80,0.125,500.0,0.0
81,0.175,30.0,0.0
82,0.175,54.73684210526316,0.0
83,0.175,79.47368421052632,0.0
84,0.175,104.21052631578948,0.0
85,0.175,128.94736842105263,0.0
86,0.175,153.68421052631578,0.0
87,0.175,178.42105263157896,0.0
88,0.175,203.1578947368421,0.0
89,0.175,227.89473684210526,0.0
90,0.175,252.6315789473684,0.0
91,0.175,277.36842105263156,0.0
92,0.175,302.10526315789474,0.0
93,0.175,326.8421052631579,0.0
94,0.175,351.57894736842104,0.0
95,0.175,376.3157894736842,0.0
96,0.175,401.05263157894734,0.0
97,0.175,425.7894736842105,0.0
98,0.175,450.5263157894737,0.0
99,0.175,475.2631578947368,0.0
100,0.175,500.0,0.0
101,0.225,30.0,0.0
102,0.225,54.73684210526316,0.0
103,0.225,79.47368421052632,0.0
