,x,Q2,y,x,Q2,y,x,Q2,y
286,0.6,14.86433592,0.201,0.6499999999999999,18.50646798,0.231,0.7,22.51835964,0.261
287,0.0,0.0,0.261,0.015,0.5546394000000001,0.30000000000000004,0.03,1.253485044,0.339
288,0.03,0.9650725560000001,0.261,0.045,1.6639182000000001,0.30000000000000004,0.06,2.506970088,0.339
289,0.06,1.9301451120000002,0.261,0.08,2.9580768,0.30000000000000004,0.1,4.17828348,0.339
290,0.1,3.21690852,0.261,0.125,4.621995000000001,0.30000000000000004,0.15,6.26742522,0.339
291,0.15,4.82536278,0.261,0.175,6.4707930000000005,0.30000000000000004,0.2,8.35656696,0.339
292,0.2,6.43381704,0.261,0.225,8.319591,0.30000000000000004,0.25,10.4457087,0.339
293,0.25,8.042271300000001,0.261,0.275,10.168389000000001,0.30000000000000004,0.3,12.53485044,0.339
294,0.3,9.65072556,0.261,0.35,12.941586000000001,0.30000000000000004,0.4,16.71313392,0.339
295,0.4,12.86763408,0.261,0.45,16.639182,0.30000000000000004,0.5,20.8914174,0.339
296,0.5,16.084542600000002,0.261,0.55,20.336778000000002,0.30000000000000004,0.6,25.06970088,0.339
297,0.6,19.30145112,0.261,0.6499999999999999,24.034374,0.30000000000000004,0.7,29.24798436,0.339
298,0.0,0.0,0.339,0.015,0.72103122,0.39,0.03,1.6306398359999998,0.441
299,0.03,1.253485044,0.339,0.045,2.16309366,0.39,0.06,3.2612796719999997,0.441
300,0.06,2.506970088,0.339,0.08,3.84549984,0.39,0.1,5.43546612,0.441
301,0.1,4.17828348,0.339,0.125,6.0085935,0.39,0.15,8.15319918,0.441
302,0.15,6.26742522,0.339,0.175,8.4120309,0.39,0.2,10.87093224,0.441
303,0.2,8.35656696,0.339,0.225,10.8154683,0.39,0.25,13.588665299999999,0.441
304,0.25,10.4457087,0.339,0.275,13.218905700000002,0.39,0.3,16.30639836,0.441
305,0.3,12.53485044,0.339,0.35,16.8240618,0.39,0.4,21.74186448,0.441
306,0.4,16.71313392,0.339,0.45,21.6309366,0.39,0.5,27.177330599999998,0.441
307,0.5,20.8914174,0.339,0.55,26.437811400000005,0.39,0.6,32.61279672,0.441
308,0.6,25.06970088,0.339,0.6499999999999999,31.244686199999997,0.39,0.7,38.04826284,0.441
309,0.0,0.0,0.441,0.015,0.9373405859999999,0.507,0.03,2.118722508,0.573
310,0.03,1.6306398359999998,0.441,0.045,2.8120217579999998,0.507,0.06,4.237445016,0.573
311,0.06,3.2612796719999997,0.441,0.08,4.999149792000001,0.507,0.1,7.062408359999999,0.573
312,0.1,5.43546612,0.441,0.125,7.81117155,0.507,0.15,10.593612539999999,0.573
313,0.15,8.15319918,0.441,0.175,10.93564017,0.507,0.2,14.124816719999998,0.573
314,0.2,10.87093224,0.441,0.225,14.06010879,0.507,0.25,17.656020899999998,0.573
315,0.25,13.588665299999999,0.441,0.275,17.18457741,0.507,0.3,21.187225079999997,0.573
316,0.3,16.30639836,0.441,0.35,21.87128034,0.507,0.4,28.249633439999997,0.573
317,0.4,21.74186448,0.441,0.45,28.12021758,0.507,0.5,35.312041799999996,0.573
318,0.5,27.177330599999998,0.441,0.55,34.36915482,0.507,0.6,42.374450159999995,0.573
319,0.6,32.61279672,0.441,0.6499999999999999,40.618092059999995,0.507,0.7,49.436858519999994,0.573
320,0.0,0.0,0.573,0.015,1.218357882,0.659,0.03,2.75470902,0.745
321,0.03,2.118722508,0.573,0.045,3.655073646,0.659,0.06,5.50941804,0.745
322,0.06,4.237445016,0.573,0.08,6.497908704,0.659,0.1,9.1823634,0.745
323,0.1,7.062408359999999,0.573,0.125,10.15298235,0.659,0.15,13.7735451,0.745
324,0.15,10.593612539999999,0.573,0.175,14.214175290000002,0.659,0.2,18.3647268,0.745
325,0.2,14.124816719999998,0.573,0.225,18.27536823,0.659,0.25,22.9559085,0.745
326,0.25,17.656020899999998,0.573,0.275,22.336561170000003,0.659,0.3,27.5470902,0.745
327,0.3,21.187225079999997,0.573,0.35,28.428350580000004,0.659,0.4,36.7294536,0.745
328,0.4,28.249633439999997,0.573,0.45,36.55073646,0.659,0.5,45.911817,0.745
329,0.5,35.312041799999996,0.573,0.55,44.673122340000006,0.659,0.6,55.0941804,0.745
330,0.6,42.374450159999995,0.573,0.6499999999999999,52.795508219999995,0.659,0.7,64.2765438,0.745
331,0.0,0.0,0.745,0.015,1.584419886,0.857,0.03,3.582970524,0.969
332,0.03,2.75470902,0.745,0.045,4.753259658,0.857,0.06,7.165941048,0.969
333,0.06,5.50941804,0.745,0.08,8.450239392,0.857,0.1,11.94323508,0.969
334,0.1,9.1823634,0.745,0.125,13.20349905,0.857,0.15,17.91485262,0.969
335,0.15,13.7735451,0.745,0.175,18.48489867,0.857,0.2,23.88647016,0.969
336,0.2,18.3647268,0.745,0.225,23.76629829,0.857,0.25,29.8580877,0.969
337,0.25,22.9559085,0.745,0.275,29.047697910000004,0.857,0.3,35.82970524,0.969
338,0.3,27.5470902,0.745,0.35,36.96979734,0.857,0.4,47.77294032,0.969
339,0.4,36.7294536,0.745,0.45,47.53259658,0.857,0.5,59.7161754,0.969
340,0.5,45.911817,0.745,0.55,58.09539582000001,0.857,0.6,71.65941048,0.969
341,0.6,55.0941804,0.745,0.6499999999999999,68.65819506,0.857,0.7,83.60264556,0.969
342,0.0,0.0,0.07,0.015,0.19345405799999998,0.0805,0.03,0.437374392,0.091
343,0.03,0.33644184000000005,0.07,0.045,0.580362174,0.0805,0.06,0.874748784,0.091
344,0.06,0.6728836800000001,0.07,0.08,1.031754976,0.0805,0.1,1.45791464,0.091
345,0.1,1.1214728000000003,0.07,0.125,1.61211715,0.0805,0.15,2.18687196,0.091
346,0.15,1.6822092000000002,0.07,0.175,2.25696401,0.0805,0.2,2.91582928,0.091
347,0.2,2.2429456000000005,0.07,0.225,2.90181087,0.0805,0.25,3.6447865999999998,0.091
348,0.25,2.8036820000000002,0.07,0.275,3.5466577300000006,0.0805,0.3,4.37374392,0.091
349,0.3,3.3644184000000004,0.07,0.35,4.51392802,0.0805,0.4,5.83165856,0.091
350,0.4,4.485891200000001,0.07,0.45,5.80362174,0.0805,0.5,7.2895731999999995,0.091
351,0.5,5.6073640000000005,0.07,0.55,7.093315460000001,0.0805,0.6,8.74748784,0.091
352,0.6,6.728836800000001,0.07,0.6499999999999999,8.38300918,0.0805,0.7,10.20540248,0.091
353,0.0,0.0,0.091,0.015,0.25233138,0.105,0.03,0.571951128,0.119
354,0.03,0.437374392,0.091,0.045,0.75699414,0.105,0.06,1.143902256,0.119
355,0.06,0.874748784,0.091,0.08,1.34576736,0.105,0.1,1.9065037599999999,0.119
356,0.1,1.45791464,0.091,0.125,2.1027615,0.105,0.15,2.85975564,0.119
357,0.15,2.18687196,0.091,0.175,2.9438660999999997,0.105,0.2,3.8130075199999998,0.119
358,0.2,2.91582928,0.091,0.225,3.7849707,0.105,0.25,4.7662594,0.119
359,0.25,3.6447865999999998,0.091,0.275,4.6260753,0.105,0.3,5.71951128,0.119
360,0.3,4.37374392,0.091,0.35,5.887732199999999,0.105,0.4,7.6260150399999995,0.119
361,0.4,5.83165856,0.091,0.45,7.5699414,0.105,0.5,9.5325188,0.119
362,0.5,7.2895731999999995,0.091,0.55,9.2521506,0.105,0.6,11.43902256,0.119
363,0.6,8.74748784,0.091,0.6499999999999999,10.9343598,0.105,0.7,13.34552632,0.119
364,0.0,0.0,0.119,0.015,0.328030794,0.1365,0.03,0.7401720479999999,0.154
365,0.03,0.571951128,0.119,0.045,0.984092382,0.1365,0.06,1.4803440959999998,0.154
366,0.06,1.143902256,0.119,0.08,1.7494975680000002,0.1365,0.1,2.46724016,0.154
367,0.1,1.9065037599999999,0.119,0.125,2.7335899500000003,0.1365,0.15,3.70086024,0.154
368,0.15,2.85975564,0.119,0.175,3.8270259300000005,0.1365,0.2,4.93448032,0.154
369,0.2,3.8130075199999998,0.119,0.225,4.92046191,0.1365,0.25,6.1681004,0.154
370,0.25,4.7662594,0.119,0.275,6.013897890000001,0.1365,0.3,7.40172048,0.154
371,0.3,5.71951128,0.119,0.35,7.654051860000001,0.1365,0.4,9.86896064,0.154
372,0.4,7.6260150399999995,0.119,0.45,9.84092382,0.1365,0.5,12.3362008,0.154
373,0.5,9.5325188,0.119,0.55,12.027795780000002,0.1365,0.6,14.80344096,0.154
374,0.6,11.43902256,0.119,0.6499999999999999,14.21466774,0.1365,0.7,17.27068112,0.154
375,0.0,0.0,0.154,0.015,0.42656019,0.1775,0.03,0.966068712,0.201
376,0.03,0.7401720479999999,0.154,0.045,1.2796805699999998,0.1775,0.06,1.932137424,0.201
377,0.06,1.4803440959999998,0.154,0.08,2.27498768,0.1775,0.1,3.2202290400000004,0.201
378,0.1,2.46724016,0.154,0.125,3.5546682499999998,0.1775,0.15,4.83034356,0.201
379,0.15,3.70086024,0.154,0.175,4.9765355499999995,0.1775,0.2,6.440458080000001,0.201
380,0.2,4.93448032,0.154,0.225,6.39840285,0.1775,0.25,8.0505726,0.201
381,0.25,6.1681004,0.154,0.275,7.82027015,0.1775,0.3,9.66068712,0.201
382,0.3,7.40172048,0.154,0.35,9.953071099999999,0.1775,0.4,12.880916160000002,0.201
383,0.4,9.86896064,0.154,0.45,12.7968057,0.1775,0.5,16.1011452,0.201
384,0.5,12.3362008,0.154,0.55,15.6405403,0.1775,0.6,19.32137424,0.201
385,0.6,14.80344096,0.154,0.6499999999999999,18.4842749,0.1775,0.7,22.54160328,0.201
386,0.0,0.0,0.201,0.015,0.5551290360000001,0.231,0.03,1.254447432,0.261
387,0.03,0.966068712,0.201,0.045,1.6653871080000002,0.231,0.06,2.508894864,0.261
388,0.06,1.932137424,0.201,0.08,2.960688192,0.231,0.1,4.18149144,0.261
389,0.1,3.2202290400000004,0.201,0.125,4.6260753,0.231,0.15,6.2722371599999995,0.261
390,0.15,4.83034356,0.201,0.175,6.4765054200000005,0.231,0.2,8.36298288,0.261
391,0.2,6.440458080000001,0.201,0.225,8.326935540000001,0.231,0.25,10.453728600000002,0.261
392,0.25,8.0505726,0.201,0.275,10.177365660000001,0.231,0.3,12.544474319999999,0.261
393,0.3,9.66068712,0.201,0.35,12.953010840000001,0.231,0.4,16.72596576,0.261
394,0.4,12.880916160000002,0.201,0.45,16.653871080000002,0.231,0.5,20.907457200000003,0.261
395,0.5,16.1011452,0.201,0.55,20.354731320000003,0.231,0.6,25.088948639999998,0.261
396,0.6,19.32137424,0.201,0.6499999999999999,24.05559156,0.231,0.7,29.27044008,0.261
397,0.0,0.0,0.261,0.015,0.7209468000000002,0.30000000000000004,0.03,1.6293397680000001,0.339
398,0.03,1.254447432,0.261,0.045,2.1628404000000003,0.30000000000000004,0.06,3.2586795360000003,0.339
399,0.06,2.508894864,0.261,0.08,3.8450496000000003,0.30000000000000004,0.1,5.43113256,0.339
400,0.1,4.18149144,0.261,0.125,6.0078900000000015,0.30000000000000004,0.15,8.14669884,0.339
401,0.15,6.2722371599999995,0.261,0.175,8.411046,0.30000000000000004,0.2,10.86226512,0.339
402,0.2,8.36298288,0.261,0.225,10.814202000000002,0.30000000000000004,0.25,13.5778314,0.339
403,0.25,10.453728600000002,0.261,0.275,13.217358000000003,0.30000000000000004,0.3,16.29339768,0.339
404,0.3,12.544474319999999,0.261,0.35,16.822092,0.30000000000000004,0.4,21.72453024,0.339
405,0.4,16.72596576,0.261,0.45,21.628404000000003,0.30000000000000004,0.5,27.1556628,0.339
406,0.5,20.907457200000003,0.261,0.55,26.434716000000005,0.30000000000000004,0.6,32.58679536,0.339
407,0.6,25.088948639999998,0.261,0.6499999999999999,31.241028,0.30000000000000004,0.7,38.01792792,0.339
408,0.0,0.0,0.339,0.015,0.93723084,0.39,0.03,2.119583592,0.441
409,0.03,1.6293397680000001,0.339,0.045,2.81169252,0.39,0.06,4.239167184,0.441
410,0.06,3.2586795360000003,0.339,0.08,4.998564480000001,0.39,0.1,7.065278640000001,0.441
411,0.1,5.43113256,0.339,0.125,7.810257,0.39,0.15,10.59791796,0.441
412,0.15,8.14669884,0.339,0.175,10.9343598,0.39,0.2,14.130557280000001,0.441
413,0.2,10.86226512,0.339,0.225,14.0584626,0.39,0.25,17.6631966,0.441
414,0.25,13.5778314,0.339,0.275,17.1825654,0.39,0.3,21.19583592,0.441
415,0.3,16.29339768,0.339,0.35,21.8687196,0.39,0.4,28.261114560000003,0.441
416,0.4,21.72453024,0.339,0.45,28.1169252,0.39,0.5,35.3263932,0.441
417,0.5,27.1556628,0.339,0.55,34.3651308,0.39,0.6,42.39167184,0.441
418,0.6,32.58679536,0.339,0.6499999999999999,40.613336399999994,0.39,0.7,49.45695048,0.441
419,0.0,0.0,0.441,0.015,1.218400092,0.507,0.03,2.754016776,0.573
420,0.03,2.119583592,0.441,0.045,3.655200276,0.507,0.06,5.508033552,0.573
421,0.06,4.239167184,0.441,0.08,6.498133824000001,0.507,0.1,9.18005592,0.573
422,0.1,7.065278640000001,0.441,0.125,10.1533341,0.507,0.15,13.77008388,0.573
423,0.15,10.59791796,0.441,0.175,14.21466774,0.507,0.2,18.36011184,0.573
424,0.2,14.130557280000001,0.441,0.225,18.27600138,0.507,0.25,22.9501398,0.573
425,0.25,17.6631966,0.441,0.275,22.33733502,0.507,0.3,27.54016776,0.573
426,0.3,21.19583592,0.441,0.35,28.42933548,0.507,0.4,36.72022368,0.573
427,0.4,28.261114560000003,0.441,0.45,36.55200276,0.507,0.5,45.9002796,0.573
428,0.5,35.3263932,0.441,0.55,44.67467004,0.507,0.6,55.08033552,0.573
429,0.6,42.39167184,0.441,0.6499999999999999,52.79733732,0.507,0.7,64.26039143999999,0.573
430,0.0,0.0,0.573,0.015,1.5836798040000002,0.659,0.03,3.58070244,0.745
431,0.03,2.754016776,0.573,0.045,4.751039412,0.659,0.06,7.16140488,0.745
432,0.06,5.508033552,0.573,0.08,8.446292288,0.659,0.1,11.935674800000001,0.745
433,0.1,9.18005592,0.573,0.125,13.1973317,0.659,0.15,17.9035122,0.745
434,0.15,13.77008388,0.573,0.175,18.476264380000003,0.659,0.2,23.871349600000002,0.745
435,0.2,18.36011184,0.573,0.225,23.755197060000004,0.659,0.25,29.839187,0.745
436,0.25,22.9501398,0.573,0.275,29.03412974,0.659,0.3,35.8070244,0.745
437,0.3,27.54016776,0.573,0.35,36.95252876000001,0.659,0.4,47.742699200000004,0.745
438,0.4,36.72022368,0.573,0.45,47.51039412000001,0.659,0.5,59.678374,0.745
439,0.5,45.9002796,0.573,0.55,58.06825948,0.659,0.6,71.6140488,0.745
440,0.6,55.08033552,0.573,0.6499999999999999,68.62612483999999,0.659,0.7,83.5497236,0.745
441,0.0,0.0,0.745,0.015,2.059504692,0.857,0.03,4.657316328,0.969
442,0.03,3.58070244,0.745,0.045,6.178514076000001,0.857,0.06,9.314632656,0.969
443,0.06,7.16140488,0.745,0.08,10.984025024,0.857,0.1,15.52438776,0.969
444,0.1,11.935674800000001,0.745,0.125,17.1625391,0.857,0.15,23.28658164,0.969
445,0.15,17.9035122,0.745,0.175,24.02755474,0.857,0.2,31.04877552,0.969
446,0.2,23.871349600000002,0.745,0.225,30.892570380000002,0.857,0.25,38.8109694,0.969
447,0.25,29.839187,0.745,0.275,37.757586020000005,0.857,0.3,46.57316328,0.969
448,0.3,35.8070244,0.745,0.35,48.05510948,0.857,0.4,62.09755104,0.969
449,0.4,47.742699200000004,0.745,0.45,61.785140760000004,0.857,0.5,77.6219388,0.969
450,0.5,59.678374,0.745,0.55,75.51517204000001,0.857,0.6,93.14632656,0.969
451,0.6,71.6140488,0.745,0.6499999999999999,89.24520332,0.857,0.7,108.67071432,0.969
452,0.0,0.0,0.054,0.015,0.19365948,0.062,0.03,0.43729560000000006,0.07
453,0.03,0.33734232,0.054,0.045,0.58097844,0.062,0.06,0.8745912000000001,0.07
454,0.06,0.67468464,0.054,0.08,1.03285056,0.062,0.1,1.4576520000000002,0.07
455,0.1,1.1244744,0.054,0.125,1.613829,0.062,0.15,2.186478,0.07
456,0.15,1.6867115999999998,0.054,0.175,2.2593605999999995,0.062,0.2,2.9153040000000003,0.07
457,0.2,2.2489488,0.054,0.225,2.9048922,0.062,0.25,3.6441299999999996,0.07
458,0.25,2.8111859999999997,0.054,0.275,3.5504238000000004,0.062,0.3,4.372956,0.07
459,0.3,3.3734231999999995,0.054,0.35,4.518721199999999,0.062,0.4,5.830608000000001,0.07
460,0.4,4.4978976,0.054,0.45,5.8097844,0.062,0.5,7.288259999999999,0.07
461,0.5,5.6223719999999995,0.054,0.55,7.100847600000001,0.062,0.6,8.745912,0.07
462,0.6,6.746846399999999,0.054,0.6499999999999999,8.391910799999998,0.062,0.7,10.203564,0.07
463,0.0,0.0,0.07,0.015,0.25144497,0.0805,0.03,0.56848428,0.091
464,0.03,0.43729560000000006,0.07,0.045,0.75433491,0.0805,0.06,1.13696856,0.091
465,0.06,0.8745912000000001,0.07,0.08,1.3410398399999999,0.0805,0.1,1.8949475999999998,0.091
466,0.1,1.4576520000000002,0.07,0.125,2.09537475,0.0805,0.15,2.8424214,0.091
467,0.15,2.186478,0.07,0.175,2.93352465,0.0805,0.2,3.7898951999999997,0.091
468,0.2,2.9153040000000003,0.07,0.225,3.7716745499999997,0.0805,0.25,4.737368999999999,0.091
469,0.25,3.6441299999999996,0.07,0.275,4.6098244500000005,0.0805,0.3,5.6848428,0.091
470,0.3,4.372956,0.07,0.35,5.8670493,0.0805,0.4,7.579790399999999,0.091
471,0.4,5.830608000000001,0.07,0.45,7.5433490999999995,0.0805,0.5,9.474737999999999,0.091
472,0.5,7.288259999999999,0.07,0.55,9.219648900000001,0.0805,0.6,11.3696856,0.091
473,0.6,8.745912,0.07,0.6499999999999999,10.895948699999998,0.0805,0.7,13.264633199999999,0.091
474,0.0,0.0,0.091,0.015,0.3279717,0.105,0.03,0.74340252,0.119
475,0.03,0.56848428,0.091,0.045,0.9839150999999999,0.105,0.06,1.48680504,0.119
476,0.06,1.13696856,0.091,0.08,1.7491823999999998,0.105,0.1,2.4780083999999998,0.119
477,0.1,1.8949475999999998,0.091,0.125,2.7330975,0.105,0.15,3.7170126,0.119
478,0.15,2.8424214,0.091,0.175,3.8263364999999996,0.105,0.2,4.9560167999999996,0.119
479,0.2,3.7898951999999997,0.091,0.225,4.9195755,0.105,0.25,6.195020999999999,0.119
480,0.25,4.737368999999999,0.091,0.275,6.0128145,0.105,0.3,7.4340252,0.119
481,0.3,5.6848428,0.091,0.35,7.652672999999999,0.105,0.4,9.912033599999999,0.119
482,0.4,7.579790399999999,0.091,0.45,9.839151,0.105,0.5,12.390041999999998,0.119
483,0.5,9.474737999999999,0.091,0.55,12.025629,0.105,0.6,14.8680504,0.119
484,0.6,11.3696856,0.091,0.6499999999999999,14.212106999999998,0.105,0.7,17.346058799999998,0.119
485,0.0,0.0,0.119,0.015,0.42636321,0.1365,0.03,0.9620503199999999,0.154
486,0.03,0.74340252,0.119,0.045,1.27908963,0.1365,0.06,1.9241006399999998,0.154
487,0.06,1.48680504,0.119,0.08,2.2739371200000003,0.1365,0.1,3.2068343999999995,0.154
488,0.1,2.4780083999999998,0.119,0.125,3.5530267500000003,0.1365,0.15,4.810251599999999,0.154
489,0.15,3.7170126,0.119,0.175,4.97423745,0.1365,0.2,6.413668799999999,0.154
490,0.2,4.9560167999999996,0.119,0.225,6.39544815,0.1365,0.25,8.017085999999999,0.154
491,0.25,6.195020999999999,0.119,0.275,7.8166588500000005,0.1365,0.3,9.620503199999998,0.154
492,0.3,7.4340252,0.119,0.35,9.9484749,0.1365,0.4,12.827337599999998,0.154
493,0.4,9.912033599999999,0.119,0.45,12.7908963,0.1365,0.5,16.034171999999998,0.154
494,0.5,12.390041999999998,0.119,0.55,15.633317700000001,0.1365,0.6,19.241006399999996,0.154
495,0.6,14.8680504,0.119,0.6499999999999999,18.4757391,0.1365,0.7,22.447840799999998,0.154
496,0.0,0.0,0.154,0.015,0.5544283499999999,0.1775,0.03,1.25566308,0.201
497,0.03,0.9620503199999999,0.154,0.045,1.6632850499999998,0.1775,0.06,2.51132616,0.201
498,0.06,1.9241006399999998,0.154,0.08,2.9569512,0.1775,0.1,4.1855436,0.201
499,0.1,3.2068343999999995,0.154,0.125,4.62023625,0.1775,0.15,6.278315399999999,0.201
500,0.15,4.810251599999999,0.154,0.175,6.468330749999999,0.1775,0.2,8.3710872,0.201
501,0.2,6.413668799999999,0.154,0.225,8.31642525,0.1775,0.25,10.463859000000001,0.201
502,0.25,8.017085999999999,0.154,0.275,10.16451975,0.1775,0.3,12.556630799999999,0.201
503,0.3,9.620503199999998,0.154,0.35,12.936661499999998,0.1775,0.4,16.7421744,0.201
504,0.4,12.827337599999998,0.154,0.45,16.6328505,0.1775,0.5,20.927718000000002,0.201
505,0.5,16.034171999999998,0.154,0.55,20.3290395,0.1775,0.6,25.113261599999998,0.201
506,0.6,19.241006399999996,0.154,0.6499999999999999,24.025228499999994,0.1775,0.7,29.2988052,0.201
507,0.0,0.0,0.201,0.015,0.72153774,0.231,0.03,1.63048788,0.261
508,0.03,1.25566308,0.201,0.045,2.16461322,0.231,0.06,3.26097576,0.261
509,0.06,2.51132616,0.201,0.08,3.84820128,0.231,0.1,5.434959599999999,0.261
510,0.1,4.1855436,0.201,0.125,6.0128145,0.231,0.15,8.152439399999999,0.261
511,0.15,6.278315399999999,0.201,0.175,8.4179403,0.231,0.2,10.869919199999998,0.261
512,0.2,8.3710872,0.201,0.225,10.8230661,0.231,0.25,13.587399,0.261
513,0.25,10.463859000000001,0.201,0.275,13.2281919,0.231,0.3,16.304878799999997,0.261
514,0.3,12.556630799999999,0.201,0.35,16.8358806,0.231,0.4,21.739838399999996,0.261
515,0.4,16.7421744,0.201,0.45,21.6461322,0.231,0.5,27.174798,0.261
516,0.5,20.927718000000002,0.201,0.55,26.4563838,0.231,0.6,32.609757599999995,0.261
517,0.6,25.113261599999998,0.201,0.6499999999999999,31.2666354,0.231,0.7,38.044717199999994,0.261
518,0.0,0.0,0.261,0.015,0.9370620000000002,0.30000000000000004,0.03,2.11776012,0.339
519,0.03,1.63048788,0.261,0.045,2.811186,0.30000000000000004,0.06,4.23552024,0.339
520,0.06,3.26097576,0.261,0.08,4.997664,0.30000000000000004,0.1,7.0592004,0.339
521,0.1,5.434959599999999,0.261,0.125,7.808850000000001,0.30000000000000004,0.15,10.588800599999999,0.339
522,0.15,8.152439399999999,0.261,0.175,10.932390000000002,0.30000000000000004,0.2,14.1184008,0.339
523,0.2,10.869919199999998,0.261,0.225,14.055930000000002,0.30000000000000004,0.25,17.648001,0.339
524,0.25,13.587399,0.261,0.275,17.179470000000002,0.30000000000000004,0.3,21.177601199999998,0.339
525,0.3,16.304878799999997,0.261,0.35,21.864780000000003,0.30000000000000004,0.4,28.2368016,0.339
526,0.4,21.739838399999996,0.261,0.45,28.111860000000004,0.30000000000000004,0.5,35.296002,0.339
527,0.5,27.174798,0.261,0.55,34.358940000000004,0.30000000000000004,0.6,42.355202399999996,0.339
528,0.6,32.609757599999995,0.261,0.6499999999999999,40.60602,0.30000000000000004,0.7,49.4144028,0.339
529,0.0,0.0,0.339,0.015,1.2181806,0.39,0.03,2.75496228,0.441
530,0.03,2.11776012,0.339,0.045,3.6545417999999996,0.39,0.06,5.50992456,0.441
531,0.06,4.23552024,0.339,0.08,6.4969632,0.39,0.1,9.183207600000001,0.441
532,0.1,7.0592004,0.339,0.125,10.151505,0.39,0.15,13.774811399999999,0.441
533,0.15,10.588800599999999,0.339,0.175,14.212106999999998,0.39,0.2,18.366415200000002,0.441
534,0.2,14.1184008,0.339,0.225,18.272709,0.39,0.25,22.958018999999997,0.441
535,0.25,17.648001,0.339,0.275,22.333311000000002,0.39,0.3,27.549622799999998,0.441
536,0.3,21.177601199999998,0.339,0.35,28.424213999999996,0.39,0.4,36.732830400000005,0.441
537,0.4,28.2368016,0.339,0.45,36.545418,0.39,0.5,45.91603799999999,0.441
538,0.5,35.296002,0.339,0.55,44.666622000000004,0.39,0.6,55.099245599999996,0.441
539,0.6,42.355202399999996,0.339,0.6499999999999999,52.787825999999995,0.39,0.7,64.2824532,0.441
540,0.0,0.0,0.441,0.015,1.58363478,0.507,0.03,3.5795768399999996,0.573
541,0.03,2.75496228,0.441,0.045,4.75090434,0.507,0.06,7.159153679999999,0.573
542,0.06,5.50992456,0.441,0.08,8.44605216,0.507,0.1,11.931922799999999,0.573
543,0.1,9.183207600000001,0.441,0.125,13.196956499999999,0.507,0.15,17.897884199999996,0.573
544,0.15,13.774811399999999,0.441,0.175,18.4757391,0.507,0.2,23.863845599999998,0.573
545,0.2,18.366415200000002,0.441,0.225,23.754521699999998,0.507,0.25,29.829806999999995,0.573
546,0.25,22.958018999999997,0.441,0.275,29.0333043,0.507,0.3,35.79576839999999,0.573
547,0.3,27.549622799999998,0.441,0.35,36.9514782,0.507,0.4,47.727691199999995,0.573
548,0.4,36.732830400000005,0.441,0.45,47.509043399999996,0.507,0.5,59.65961399999999,0.573
549,0.5,45.91603799999999,0.441,0.55,58.0666086,0.507,0.6,71.59153679999999,0.573
550,0.6,55.099245599999996,0.441,0.6499999999999999,68.6241738,0.507,0.7,83.5234596,0.573
551,0.0,0.0,0.573,0.015,2.05841286,0.659,0.03,4.6540745999999995,0.745
552,0.03,3.5795768399999996,0.573,0.045,6.17523858,0.659,0.06,9.308149199999999,0.745
553,0.06,7.159153679999999,0.573,0.08,10.97820192,0.659,0.1,15.513582,0.745
554,0.1,11.931922799999999,0.573,0.125,17.1534405,0.659,0.15,23.270373,0.745
555,0.15,17.897884199999996,0.573,0.175,24.0148167,0.659,0.2,31.027164,0.745
556,0.2,23.863845599999998,0.573,0.225,30.876192900000003,0.659,0.25,38.783955,0.745
557,0.25,29.829806999999995,0.573,0.275,37.7375691,0.659,0.3,46.540746,0.745
558,0.3,35.79576839999999,0.573,0.35,48.0296334,0.659,0.4,62.054328,0.745
559,0.4,47.727691199999995,0.573,0.45,61.752385800000006,0.659,0.5,77.56791,0.745
560,0.5,59.65961399999999,0.573,0.55,75.4751382,0.659,0.6,93.081492,0.745
561,0.6,71.59153679999999,0.573,0.6499999999999999,89.19789059999998,0.659,0.7,108.595074,0.745
562,0.0,0.0,0.745,0.015,2.6768737799999998,0.857,0.03,6.0534205199999995,0.969
563,0.03,4.6540745999999995,0.745,0.045,8.03062134,0.857,0.06,12.106841039999999,0.969
564,0.06,9.308149199999999,0.745,0.08,14.276660159999999,0.857,0.1,20.178068399999997,0.969
565,0.1,15.513582,0.745,0.125,22.3072815,0.857,0.15,30.267102599999998,0.969
566,0.15,23.270373,0.745,0.175,31.230194099999995,0.857,0.2,40.356136799999994,0.969
567,0.2,31.027164,0.745,0.225,40.1531067,0.857,0.25,50.445170999999995,0.969
568,0.25,38.783955,0.745,0.275,49.076019300000006,0.857,0.3,60.534205199999995,0.969
569,0.3,46.540746,0.745,0.35,62.46038819999999,0.857,0.4,80.71227359999999,0.969
570,0.4,62.054328,0.745,0.45,80.3062134,0.857,0.5,100.89034199999999,0.969
571,0.5,77.56791,0.745,0.55,98.15203860000001,0.857,0.6,121.06841039999999,0.969
572,0.6,93.081492,0.745,0.6499999999999999,115.99786379999999,0.857,0.7,141.24647879999998,0.969
573,0.0,0.0,0.042,0.015,0.194908896,0.048,0.03,0.438545016,0.054
574,0.03,0.34109056800000004,0.042,0.045,0.584726688,0.048,0.06,0.877090032,0.054
575,0.06,0.6821811360000001,0.042,0.08,1.039514112,0.048,0.1,1.46181672,0.054
576,0.1,1.13696856,0.042,0.125,1.6242408000000002,0.048,0.15,2.1927250799999998,0.054
577,0.15,1.7054528400000002,0.042,0.175,2.27393712,0.048,0.2,2.92363344,0.054
578,0.2,2.27393712,0.042,0.225,2.92363344,0.048,0.25,3.6545418,0.054
