,x,Q2,y
,mid,mid,mid
index,,,
1,0.015,0.34471499999999994,0.35
2,0.015,0.44320499999999996,0.45
3,0.015,0.541695,0.55
4,0.045,1.0341449999999999,0.35
5,0.045,1.329615,0.45
6,0.045,1.625085,0.55
7,0.08,1.8384799999999997,0.35
8,0.08,2.36376,0.45
9,0.08,2.88904,0.55
10,0.125,2.8726249999999998,0.35
11,0.125,3.6933749999999996,0.45
12,0.125,4.514125,0.55
13,0.175,4.021674999999999,0.35
14,0.175,5.170725,0.45
15,0.175,6.319775,0.55
16,0.225,5.170724999999999,0.35
17,0.225,6.648075,0.45
18,0.225,8.125425,0.55
19,0.275,6.319775,0.35
20,0.275,8.125425000000002,0.45
21,0.275,9.931075000000002,0.55
22,0.35,8.043349999999998,0.35
23,0.35,10.34145,0.45
24,0.35,12.63955,0.55
25,0.45,10.341449999999998,0.35
26,0.45,13.29615,0.45
27,0.45,16.25085,0.55
28,0.55,12.63955,0.35
29,0.65,14.93765,0.35
30,0.75,17.23575,0.35
31,0.015,0.316575,0.25
32,0.015,0.4432049999999999,0.35
33,0.015,0.569835,0.45
34,0.015,0.696465,0.55
35,0.015,0.8230949999999999,0.65
36,0.045,0.9497249999999999,0.25
37,0.045,1.3296149999999998,0.35
38,0.045,1.709505,0.45
39,0.045,2.089395,0.55
40,0.045,2.4692849999999997,0.65
41,0.08,1.6884,0.25
42,0.08,2.3637599999999996,0.35
43,0.08,3.03912,0.45
44,0.08,3.7144800000000004,0.55
45,0.08,4.38984,0.65
46,0.125,2.638125,0.25
47,0.125,3.6933749999999996,0.35
48,0.125,4.748625,0.45
49,0.125,5.803875000000001,0.55
50,0.125,6.859125000000001,0.65
51,0.175,3.6933749999999996,0.25
52,0.175,5.170724999999999,0.35
53,0.175,6.648075,0.45
54,0.175,8.125425,0.55
55,0.175,9.602775,0.65
56,0.225,4.748625,0.25
57,0.225,6.648074999999999,0.35
58,0.225,8.547525,0.45
59,0.225,10.446975,0.55
60,0.225,12.346424999999998,0.65
61,0.275,5.803875000000001,0.25
62,0.275,8.125425,0.35
63,0.275,10.446975000000002,0.45
64,0.275,12.768525,0.55
65,0.35,7.386749999999999,0.25
66,0.35,10.341449999999998,0.35
67,0.35,13.29615,0.45
68,0.35,16.25085,0.55
69,0.45,9.49725,0.25
70,0.45,13.296149999999997,0.35
71,0.45,17.09505,0.45
72,0.45,20.89395,0.55
73,0.55,11.607750000000001,0.25
74,0.55,16.25085,0.35
75,0.55,20.893950000000004,0.45
76,0.65,13.718250000000001,0.25
77,0.65,19.20555,0.35
78,0.65,24.692850000000004,0.45
79,0.75,15.82875,0.25
80,0.75,22.16025,0.35
81,0.75,28.49175,0.45
82,0.015,0.38692499999999996,0.25
83,0.015,0.5416949999999999,0.35
84,0.015,0.6964649999999999,0.45
85,0.015,0.8512350000000001,0.55
86,0.015,1.0060049999999998,0.65
87,0.045,1.160775,0.25
88,0.045,1.625085,0.35
89,0.045,2.089395,0.45
90,0.045,2.553705,0.55
91,0.045,3.018015,0.65
92,0.08,2.0636,0.25
93,0.08,2.8890399999999996,0.35
94,0.08,3.71448,0.45
95,0.08,4.53992,0.55
96,0.08,5.36536,0.65
97,0.125,3.2243749999999998,0.25
98,0.125,4.514125,0.35
99,0.125,5.803875,0.45
100,0.125,7.093625,0.55
101,0.125,8.383375000000001,0.65
102,0.175,4.514125,0.25
103,0.175,6.319774999999999,0.35
104,0.175,8.125425,0.45
105,0.175,9.931075,0.55
106,0.175,11.736725,0.65
107,0.225,5.803875,0.25
108,0.225,8.125424999999998,0.35
109,0.225,10.446975,0.45
110,0.225,12.768525,0.55
111,0.225,15.090074999999999,0.65
112,0.275,7.093625,0.25
113,0.275,9.931075,0.35
114,0.275,12.768525000000002,0.45
115,0.275,15.605975,0.55
116,0.275,18.443425,0.65
117,0.35,9.02825,0.25
118,0.35,12.639549999999998,0.35
119,0.35,16.25085,0.45
120,0.35,19.86215,0.55
121,0.35,23.47345,0.65
122,0.45,11.60775,0.25
123,0.45,16.250849999999996,0.35
124,0.45,20.89395,0.45
125,0.45,25.53705,0.55
126,0.45,30.180149999999998,0.65
127,0.55,14.18725,0.25
128,0.55,19.86215,0.35
129,0.55,25.537050000000004,0.45
130,0.65,16.766750000000002,0.25
131,0.65,23.47345,0.35
132,0.65,30.18015,0.45
133,0.75,19.34625,0.25
134,0.75,27.08475,0.35
135,0.75,34.82325,0.45
136,0.015,0.27436499999999997,0.15
137,0.015,0.457275,0.25
138,0.015,0.6401849999999999,0.35
139,0.015,0.8230949999999999,0.45
140,0.015,1.006005,0.55
141,0.015,1.188915,0.65
142,0.015,1.3718249999999999,0.75
143,0.045,0.8230949999999999,0.15
144,0.045,1.3718249999999999,0.25
145,0.045,1.9205549999999998,0.35
146,0.045,2.469285,0.45
147,0.045,3.018015,0.55
148,0.045,3.566745,0.65
149,0.045,4.115475,0.75
150,0.08,1.46328,0.15
151,0.08,2.4387999999999996,0.25
152,0.08,3.4143199999999996,0.35
153,0.08,4.3898399999999995,0.45
154,0.08,5.365360000000001,0.55
155,0.08,6.34088,0.65
156,0.08,7.3164,0.75
157,0.125,2.286375,0.15
158,0.125,3.810625,0.25
159,0.125,5.334874999999999,0.35
160,0.125,6.859125,0.45
161,0.125,8.383375000000001,0.55
162,0.125,9.907625,0.65
163,0.125,11.431875,0.75
164,0.175,3.200925,0.15
165,0.175,5.334874999999999,0.25
166,0.175,7.468824999999999,0.35
167,0.175,9.602775000000001,0.45
168,0.175,11.736725,0.55
169,0.175,13.870675,0.65
170,0.175,16.004624999999997,0.75
171,0.225,4.115475,0.15
172,0.225,6.859125,0.25
173,0.225,9.602775,0.35
174,0.225,12.346425,0.45
175,0.225,15.090075,0.55
176,0.225,17.833724999999998,0.65
177,0.225,20.577375,0.75
178,0.275,5.030024999999999,0.15
179,0.275,8.383375000000001,0.25
180,0.275,11.736725,0.35
181,0.275,15.090075000000002,0.45
182,0.275,18.443425,0.55
183,0.275,21.796775000000004,0.65
184,0.35,6.40185,0.15
185,0.35,10.669749999999999,0.25
186,0.35,14.937649999999998,0.35
187,0.35,19.205550000000002,0.45
188,0.35,23.47345,0.55
189,0.35,27.74135,0.65
190,0.45,8.23095,0.15
191,0.45,13.71825,0.25
192,0.45,19.20555,0.35
193,0.45,24.69285,0.45
194,0.45,30.18015,0.55
195,0.45,35.667449999999995,0.65
196,0.55,10.060049999999999,0.15
197,0.55,16.766750000000002,0.25
198,0.55,23.47345,0.35
199,0.55,30.180150000000005,0.45
200,0.65,11.889149999999999,0.15
201,0.65,19.81525,0.25
202,0.65,27.74135,0.35
203,0.65,35.66745,0.45
204,0.75,13.71825,0.15
205,0.75,22.86375,0.25
206,0.75,32.00925,0.35
207,0.75,41.15475,0.45
208,0.015,0.316575,0.15
209,0.015,0.527625,0.25
210,0.015,0.7386749999999999,0.35
211,0.015,0.9497249999999999,0.45
212,0.015,1.1607750000000001,0.55
213,0.015,1.3718249999999999,0.65
214,0.015,1.5828749999999998,0.75
215,0.045,0.9497249999999999,0.15
216,0.045,1.5828749999999998,0.25
217,0.045,2.2160249999999997,0.35
218,0.045,2.8491750000000002,0.45
219,0.045,3.482325,0.55
220,0.045,4.115475,0.65
221,0.045,4.748625,0.75
222,0.08,1.6884,0.15
223,0.08,2.814,0.25
224,0.08,3.9395999999999995,0.35
225,0.08,5.0652,0.45
226,0.08,6.1908,0.55
227,0.08,7.3164,0.65
228,0.08,8.442,0.75
229,0.125,2.638125,0.15
230,0.125,4.396875,0.25
231,0.125,6.155625,0.35
232,0.125,7.914375,0.45
233,0.125,9.673125,0.55
234,0.125,11.431875,0.65
235,0.125,13.190625,0.75
236,0.175,3.6933749999999996,0.15
237,0.175,6.155625,0.25
238,0.175,8.617874999999998,0.35
239,0.175,11.080125,0.45
240,0.175,13.542375,0.55
241,0.175,16.004625,0.65
242,0.175,18.466874999999998,0.75
243,0.225,4.748625,0.15
244,0.225,7.914375,0.25
245,0.225,11.080124999999999,0.35
246,0.225,14.245875,0.45
247,0.225,17.411625,0.55
248,0.225,20.577374999999996,0.65
249,0.225,23.743125,0.75
250,0.275,5.803875,0.15
251,0.275,9.673125,0.25
252,0.275,13.542375,0.35
253,0.275,17.411625,0.45
254,0.275,21.280875,0.55
255,0.275,25.150125000000003,0.65
256,0.35,7.386749999999999,0.15
257,0.35,12.31125,0.25
258,0.35,17.235749999999996,0.35
259,0.35,22.16025,0.45
260,0.35,27.08475,0.55
261,0.35,32.00925,0.65
262,0.45,9.49725,0.15
263,0.45,15.82875,0.25
264,0.45,22.160249999999998,0.35
265,0.45,28.49175,0.45
266,0.45,34.82325,0.55
267,0.45,41.15474999999999,0.65
268,0.55,11.60775,0.15
269,0.55,19.34625,0.25
270,0.55,27.08475,0.35
271,0.55,34.82325,0.45
272,0.55,42.56175,0.55
273,0.65,13.71825,0.15
274,0.65,22.86375,0.25
275,0.65,32.00925,0.35
276,0.65,41.15475000000001,0.45
277,0.65,50.300250000000005,0.55
278,0.75,15.82875,0.15
279,0.75,26.38125,0.25
280,0.75,36.93375,0.35
281,0.75,47.48625,0.45
282,0.75,58.03875,0.55
283,0.015,0.358785,0.15
284,0.015,0.5979749999999999,0.25
285,0.015,0.8371649999999998,0.35
286,0.015,1.076355,0.45
287,0.015,1.3155450000000002,0.55
288,0.015,1.5547349999999998,0.65
289,0.015,1.793925,0.75
290,0.045,1.076355,0.15
291,0.045,1.793925,0.25
292,0.045,2.5114949999999996,0.35
293,0.045,3.2290650000000003,0.45
294,0.045,3.946635,0.55
295,0.045,4.664205,0.65
296,0.045,5.381774999999999,0.75
297,0.08,1.9135199999999997,0.15
298,0.08,3.1891999999999996,0.25
299,0.08,4.464879999999999,0.35
300,0.08,5.74056,0.45
301,0.08,7.016240000000001,0.55
302,0.08,8.29192,0.65
303,0.08,9.567599999999999,0.75
304,0.125,2.9898749999999996,0.15
305,0.125,4.983124999999999,0.25
306,0.125,6.976375,0.35
307,0.125,8.969624999999999,0.45
308,0.125,10.962875,0.55
309,0.125,12.956125,0.65
310,0.125,14.949375,0.75
311,0.175,4.1858249999999995,0.15
312,0.175,6.976375,0.25
313,0.175,9.766924999999999,0.35
314,0.175,12.557475,0.45
315,0.175,15.348025,0.55
316,0.175,18.138575,0.65
317,0.175,20.929125,0.75
318,0.225,5.381774999999999,0.15
319,0.225,8.969624999999999,0.25
320,0.225,12.557474999999998,0.35
321,0.225,16.145325,0.45
322,0.225,19.733175,0.55
323,0.225,23.321025,0.65
324,0.225,26.908875,0.75
325,0.275,6.577725,0.15
326,0.275,10.962875,0.25
327,0.275,15.348025,0.35
328,0.275,19.733175000000003,0.45
329,0.275,24.118325000000002,0.55
330,0.275,28.503475000000005,0.65
331,0.275,32.888625000000005,0.75
332,0.35,8.371649999999999,0.15
333,0.35,13.95275,0.25
334,0.35,19.533849999999997,0.35
335,0.35,25.11495,0.45
336,0.35,30.69605,0.55
337,0.35,36.27715,0.65
338,0.35,41.85825,0.75
339,0.45,10.763549999999999,0.15
340,0.45,17.939249999999998,0.25
341,0.45,25.114949999999997,0.35
342,0.45,32.29065,0.45
343,0.45,39.46635,0.55
344,0.45,46.64205,0.65
345,0.45,53.81775,0.75
346,0.55,13.15545,0.15
347,0.55,21.92575,0.25
348,0.55,30.69605,0.35
349,0.55,39.466350000000006,0.45
350,0.55,48.236650000000004,0.55
351,0.65,15.54735,0.15
352,0.65,25.91225,0.25
353,0.65,36.27715,0.35
354,0.65,46.642050000000005,0.45
355,0.65,57.00695000000001,0.55
356,0.75,17.939249999999998,0.15
357,0.75,29.89875,0.25
358,0.75,41.85825,0.35
359,0.75,53.81775,0.45
360,0.75,65.77725000000001,0.55
361,0.015,0.400995,0.15
362,0.015,0.668325,0.25
363,0.015,0.9356549999999998,0.35
364,0.015,1.202985,0.45
365,0.015,1.470315,0.55
366,0.015,1.7376449999999999,0.65
367,0.015,2.004975,0.75
368,0.015,2.272305,0.85
369,0.045,1.202985,0.15
370,0.045,2.004975,0.25
371,0.045,2.8069649999999995,0.35
372,0.045,3.6089550000000004,0.45
