,x,Q2,y
,mid,mid,mid
index,,,
1,0.125,2.8726249999999998,0.35
2,0.125,3.6933749999999996,0.45
3,0.125,4.514125,0.55
4,0.175,4.021674999999999,0.35
5,0.175,5.170725,0.45
6,0.175,6.319775,0.55
7,0.225,5.170724999999999,0.35
8,0.225,6.648075,0.45
9,0.225,8.125425,0.55
10,0.275,6.319775,0.35
11,0.275,8.125425000000002,0.45
12,0.275,9.931075000000002,0.55
13,0.35,8.043349999999998,0.35
14,0.35,10.34145,0.45
15,0.35,12.63955,0.55
16,0.45,10.341449999999998,0.35
17,0.45,13.29615,0.45
18,0.45,16.25085,0.55
19,0.55,12.63955,0.35
20,0.65,14.93765,0.35
21,0.75,17.23575,0.35
22,0.015,0.316575,0.25
23,0.015,0.4432049999999999,0.35
24,0.015,0.569835,0.45
25,0.015,0.696465,0.55
26,0.015,0.8230949999999999,0.65
27,0.045,0.9497249999999999,0.25
28,0.045,1.3296149999999998,0.35
29,0.045,1.709505,0.45
30,0.045,2.089395,0.55
31,0.045,2.4692849999999997,0.65
32,0.08,1.6884,0.25
33,0.08,2.3637599999999996,0.35
34,0.08,3.03912,0.45
35,0.08,3.7144800000000004,0.55
36,0.08,4.38984,0.65
37,0.125,2.638125,0.25
38,0.125,3.6933749999999996,0.35
39,0.125,4.748625,0.45
40,0.125,5.803875000000001,0.55
41,0.125,6.859125000000001,0.65
42,0.175,3.6933749999999996,0.25
43,0.175,5.170724999999999,0.35
44,0.175,6.648075,0.45
45,0.175,8.125425,0.55
46,0.175,9.602775,0.65
47,0.225,4.748625,0.25
48,0.225,6.648074999999999,0.35
49,0.225,8.547525,0.45
50,0.225,10.446975,0.55
51,0.225,12.346424999999998,0.65
52,0.275,5.803875000000001,0.25
53,0.275,8.125425,0.35
54,0.275,10.446975000000002,0.45
55,0.275,12.768525,0.55
56,0.35,7.386749999999999,0.25
57,0.35,10.341449999999998,0.35
58,0.35,13.29615,0.45
59,0.35,16.25085,0.55
60,0.45,9.49725,0.25
61,0.45,13.296149999999997,0.35
62,0.45,17.09505,0.45
63,0.45,20.89395,0.55
64,0.55,11.607750000000001,0.25
65,0.55,16.25085,0.35
66,0.55,20.893950000000004,0.45
67,0.65,13.718250000000001,0.25
68,0.65,19.20555,0.35
69,0.65,24.692850000000004,0.45
70,0.75,15.82875,0.25
71,0.75,22.16025,0.35
72,0.75,28.49175,0.45
73,0.015,0.38692499999999996,0.25
74,0.015,0.5416949999999999,0.35
75,0.015,0.6964649999999999,0.45
76,0.015,0.8512350000000001,0.55
77,0.015,1.0060049999999998,0.65
78,0.015,1.160775,0.75
79,0.045,1.160775,0.25
80,0.045,1.625085,0.35
81,0.045,2.089395,0.45
82,0.045,2.553705,0.55
83,0.045,3.018015,0.65
84,0.045,3.482325,0.75
85,0.08,2.0636,0.25
86,0.08,2.8890399999999996,0.35
87,0.08,3.71448,0.45
88,0.08,4.53992,0.55
89,0.08,5.36536,0.65
90,0.08,6.190799999999999,0.75
91,0.125,3.2243749999999998,0.25
92,0.125,4.514125,0.35
93,0.125,5.803875,0.45
94,0.125,7.093625,0.55
95,0.125,8.383375000000001,0.65
96,0.175,4.514125,0.25
97,0.175,6.319774999999999,0.35
98,0.175,8.125425,0.45
99,0.175,9.931075,0.55
100,0.175,11.736725,0.65
101,0.225,5.803875,0.25
102,0.225,8.125424999999998,0.35
103,0.225,10.446975,0.45
104,0.225,12.768525,0.55
105,0.225,15.090074999999999,0.65
106,0.275,7.093625,0.25
107,0.275,9.931075,0.35
108,0.275,12.768525000000002,0.45
109,0.275,15.605975,0.55
110,0.275,18.443425,0.65
111,0.35,9.02825,0.25
112,0.35,12.639549999999998,0.35
113,0.35,16.25085,0.45
114,0.35,19.86215,0.55
115,0.35,23.47345,0.65
116,0.45,11.60775,0.25
117,0.45,16.250849999999996,0.35
118,0.45,20.89395,0.45
119,0.45,25.53705,0.55
120,0.45,30.180149999999998,0.65
121,0.55,14.18725,0.25
122,0.55,19.86215,0.35
123,0.55,25.537050000000004,0.45
124,0.65,16.766750000000002,0.25
125,0.65,23.47345,0.35
126,0.65,30.18015,0.45
127,0.75,19.34625,0.25
128,0.75,27.08475,0.35
129,0.75,34.82325,0.45
130,0.015,0.27436499999999997,0.15
131,0.015,0.457275,0.25
132,0.015,0.6401849999999999,0.35
133,0.015,0.8230949999999999,0.45
134,0.015,1.006005,0.55
135,0.015,1.188915,0.65
136,0.015,1.3718249999999999,0.75
137,0.045,0.8230949999999999,0.15
138,0.045,1.3718249999999999,0.25
139,0.045,1.9205549999999998,0.35
140,0.045,2.469285,0.45
141,0.045,3.018015,0.55
142,0.045,3.566745,0.65
143,0.045,4.115475,0.75
144,0.08,1.46328,0.15
145,0.08,2.4387999999999996,0.25
146,0.08,3.4143199999999996,0.35
147,0.08,4.3898399999999995,0.45
148,0.08,5.365360000000001,0.55
149,0.08,6.34088,0.65
150,0.08,7.3164,0.75
151,0.125,2.286375,0.15
152,0.125,3.810625,0.25
153,0.125,5.334874999999999,0.35
154,0.125,6.859125,0.45
155,0.125,8.383375000000001,0.55
156,0.125,9.907625,0.65
157,0.125,11.431875,0.75
158,0.175,3.200925,0.15
159,0.175,5.334874999999999,0.25
160,0.175,7.468824999999999,0.35
161,0.175,9.602775000000001,0.45
162,0.175,11.736725,0.55
163,0.175,13.870675,0.65
164,0.175,16.004624999999997,0.75
165,0.225,4.115475,0.15
166,0.225,6.859125,0.25
167,0.225,9.602775,0.35
168,0.225,12.346425,0.45
169,0.225,15.090075,0.55
170,0.225,17.833724999999998,0.65
171,0.225,20.577375,0.75
172,0.275,5.030024999999999,0.15
173,0.275,8.383375000000001,0.25
174,0.275,11.736725,0.35
175,0.275,15.090075000000002,0.45
176,0.275,18.443425,0.55
177,0.275,21.796775000000004,0.65
178,0.35,6.40185,0.15
179,0.35,10.669749999999999,0.25
180,0.35,14.937649999999998,0.35
181,0.35,19.205550000000002,0.45
182,0.35,23.47345,0.55
183,0.35,27.74135,0.65
184,0.45,8.23095,0.15
185,0.45,13.71825,0.25
186,0.45,19.20555,0.35
187,0.45,24.69285,0.45
188,0.45,30.18015,0.55
189,0.45,35.667449999999995,0.65
190,0.55,10.060049999999999,0.15
191,0.55,16.766750000000002,0.25
192,0.55,23.47345,0.35
193,0.55,30.180150000000005,0.45
194,0.65,11.889149999999999,0.15
195,0.65,19.81525,0.25
196,0.65,27.74135,0.35
197,0.65,35.66745,0.45
198,0.75,13.71825,0.15
199,0.75,22.86375,0.25
200,0.75,32.00925,0.35
201,0.75,41.15475,0.45
202,0.015,0.316575,0.15
203,0.015,0.527625,0.25
204,0.015,0.7386749999999999,0.35
205,0.015,0.9497249999999999,0.45
206,0.015,1.1607750000000001,0.55
207,0.015,1.3718249999999999,0.65
208,0.015,1.5828749999999998,0.75
209,0.045,0.9497249999999999,0.15
210,0.045,1.5828749999999998,0.25
211,0.045,2.2160249999999997,0.35
212,0.045,2.8491750000000002,0.45
213,0.045,3.482325,0.55
214,0.045,4.115475,0.65
215,0.045,4.748625,0.75
216,0.08,1.6884,0.15
217,0.08,2.814,0.25
218,0.08,3.9395999999999995,0.35
219,0.08,5.0652,0.45
220,0.08,6.1908,0.55
221,0.08,7.3164,0.65
222,0.08,8.442,0.75
223,0.125,2.638125,0.15
224,0.125,4.396875,0.25
225,0.125,6.155625,0.35
226,0.125,7.914375,0.45
227,0.125,9.673125,0.55
228,0.125,11.431875,0.65
229,0.125,13.190625,0.75
230,0.175,3.6933749999999996,0.15
231,0.175,6.155625,0.25
232,0.175,8.617874999999998,0.35
233,0.175,11.080125,0.45
234,0.175,13.542375,0.55
235,0.175,16.004625,0.65
236,0.175,18.466874999999998,0.75
237,0.225,4.748625,0.15
238,0.225,7.914375,0.25
239,0.225,11.080124999999999,0.35
240,0.225,14.245875,0.45
241,0.225,17.411625,0.55
242,0.225,20.577374999999996,0.65
243,0.225,23.743125,0.75
244,0.275,5.803875,0.15
245,0.275,9.673125,0.25
246,0.275,13.542375,0.35
247,0.275,17.411625,0.45
248,0.275,21.280875,0.55
249,0.275,25.150125000000003,0.65
250,0.35,7.386749999999999,0.15
251,0.35,12.31125,0.25
252,0.35,17.235749999999996,0.35
253,0.35,22.16025,0.45
254,0.35,27.08475,0.55
255,0.35,32.00925,0.65
256,0.45,9.49725,0.15
257,0.45,15.82875,0.25
258,0.45,22.160249999999998,0.35
259,0.45,28.49175,0.45
260,0.45,34.82325,0.55
261,0.45,41.15474999999999,0.65
262,0.55,11.60775,0.15
263,0.55,19.34625,0.25
264,0.55,27.08475,0.35
265,0.55,34.82325,0.45
266,0.55,42.56175,0.55
267,0.65,13.71825,0.15
268,0.65,22.86375,0.25
269,0.65,32.00925,0.35
270,0.65,41.15475000000001,0.45
271,0.65,50.300250000000005,0.55
272,0.75,15.82875,0.15
273,0.75,26.38125,0.25
274,0.75,36.93375,0.35
275,0.75,47.48625,0.45
276,0.75,58.03875,0.55
277,0.015,0.358785,0.15
278,0.015,0.5979749999999999,0.25
279,0.015,0.8371649999999998,0.35
280,0.015,1.076355,0.45
281,0.015,1.3155450000000002,0.55
282,0.015,1.5547349999999998,0.65
283,0.015,1.793925,0.75
284,0.045,1.076355,0.15
285,0.045,1.793925,0.25
286,0.045,2.5114949999999996,0.35
287,0.045,3.2290650000000003,0.45
288,0.045,3.946635,0.55
289,0.045,4.664205,0.65
290,0.045,5.381774999999999,0.75
291,0.08,1.9135199999999997,0.15
292,0.08,3.1891999999999996,0.25
293,0.08,4.464879999999999,0.35
294,0.08,5.74056,0.45
295,0.08,7.016240000000001,0.55
296,0.08,8.29192,0.65
297,0.08,9.567599999999999,0.75
298,0.125,2.9898749999999996,0.15
299,0.125,4.983124999999999,0.25
300,0.125,6.976375,0.35
301,0.125,8.969624999999999,0.45
302,0.125,10.962875,0.55
303,0.125,12.956125,0.65
304,0.125,14.949375,0.75
305,0.175,4.1858249999999995,0.15
306,0.175,6.976375,0.25
307,0.175,9.766924999999999,0.35
308,0.175,12.557475,0.45
309,0.175,15.348025,0.55
310,0.175,18.138575,0.65
311,0.175,20.929125,0.75
312,0.225,5.381774999999999,0.15
313,0.225,8.969624999999999,0.25
314,0.225,12.557474999999998,0.35
315,0.225,16.145325,0.45
316,0.225,19.733175,0.55
317,0.225,23.321025,0.65
318,0.225,26.908875,0.75
319,0.275,6.577725,0.15
320,0.275,10.962875,0.25
321,0.275,15.348025,0.35
322,0.275,19.733175000000003,0.45
323,0.275,24.118325000000002,0.55
324,0.275,28.503475000000005,0.65
325,0.275,32.888625000000005,0.75
326,0.35,8.371649999999999,0.15
327,0.35,13.95275,0.25
328,0.35,19.533849999999997,0.35
329,0.35,25.11495,0.45
330,0.35,30.69605,0.55
331,0.35,36.27715,0.65
332,0.35,41.85825,0.75
333,0.45,10.763549999999999,0.15
334,0.45,17.939249999999998,0.25
335,0.45,25.114949999999997,0.35
336,0.45,32.29065,0.45
337,0.45,39.46635,0.55
338,0.45,46.64205,0.65
339,0.45,53.81775,0.75
340,0.55,13.15545,0.15
341,0.55,21.92575,0.25
342,0.55,30.69605,0.35
343,0.55,39.466350000000006,0.45
344,0.55,48.236650000000004,0.55
345,0.65,15.54735,0.15
346,0.65,25.91225,0.25
347,0.65,36.27715,0.35
348,0.65,46.642050000000005,0.45
349,0.65,57.00695000000001,0.55
350,0.75,17.939249999999998,0.15
351,0.75,29.89875,0.25
352,0.75,41.85825,0.35
353,0.75,53.81775,0.45
354,0.75,65.77725000000001,0.55
355,0.015,0.400995,0.15
356,0.015,0.668325,0.25
357,0.015,0.9356549999999998,0.35
358,0.015,1.202985,0.45
359,0.015,1.470315,0.55
360,0.015,1.7376449999999999,0.65
361,0.015,2.004975,0.75
362,0.015,2.272305,0.85
363,0.045,1.202985,0.15
364,0.045,2.004975,0.25
365,0.045,2.8069649999999995,0.35
366,0.045,3.6089550000000004,0.45
367,0.045,4.410945,0.55
368,0.045,5.212935,0.65
369,0.045,6.014925,0.75
370,0.045,6.816914999999999,0.85
371,0.08,2.1386399999999997,0.15
372,0.08,3.5644,0.25
