# replica x Q2 F3
0 2.511886e-03 1.995262e+01 -2.321807e-01
0 2.511886e-03 2.511886e+01 -3.548016e-01
0 2.511886e-03 3.162278e+01 -3.506929e-01
0 2.511886e-03 3.981072e+01 -3.470448e-01
0 2.511886e-03 5.011872e+01 -3.433940e-01
0 2.511886e-03 6.309573e+01 -3.397701e-01
0 2.511886e-03 7.943282e+01 -3.361792e-01
0 2.511886e-03 1.000000e+02 -3.326257e-01
0 2.511886e-03 1.258925e+02 -3.291134e-01
0 2.511886e-03 1.584893e+02 -3.256448e-01
0 2.511886e-03 1.995262e+02 -3.222217e-01
0 3.162278e-03 2.511886e+00 -4.350535e-02
0 3.162278e-03 3.162278e+00 -6.437453e-02
0 3.162278e-03 3.981072e+00 -7.708708e-02
0 3.162278e-03 5.011872e+00 -9.332851e-02
0 3.162278e-03 6.309573e+00 -1.116370e-01
0 3.162278e-03 7.943282e+00 -1.307831e-01
0 3.162278e-03 1.000000e+01 -1.497806e-01
0 3.162278e-03 1.258925e+01 -1.678866e-01
0 3.162278e-03 1.584893e+01 -1.845904e-01
0 3.162278e-03 1.995262e+01 -1.993724e-01
0 3.162278e-03 2.511886e+01 -3.133584e-01
0 3.162278e-03 3.162278e+01 -3.088486e-01
0 3.162278e-03 3.981072e+01 -3.048322e-01
0 3.162278e-03 5.011872e+01 -3.008262e-01
0 3.162278e-03 6.309573e+01 -2.968593e-01
0 3.162278e-03 7.943282e+01 -2.929368e-01
0 3.162278e-03 1.000000e+02 -2.890629e-01
0 3.162278e-03 1.258925e+02 -2.852407e-01
0 3.162278e-03 1.584893e+02 -2.814721e-01
0 3.162278e-03 1.995262e+02 -2.777584e-01
0 3.981072e-03 2.511886e+00 -1.662618e-02
0 3.981072e-03 3.162278e+00 -3.682688e-02
0 3.981072e-03 3.981072e+00 -4.941944e-02
0 3.981072e-03 5.011872e+00 -6.514327e-02
0 3.981072e-03 6.309573e+00 -8.209588e-02
0 3.981072e-03 7.943282e+00 -9.983709e-02
0 3.981072e-03 1.000000e+01 -1.173686e-01
0 3.981072e-03 1.258925e+01 -1.339851e-01
0 3.981072e-03 1.584893e+01 -1.492099e-01
0 3.981072e-03 1.995262e+01 -1.628285e-01
0 3.981072e-03 2.511886e+01 -2.699299e-01
0 3.981072e-03 3.162278e+01 -2.649673e-01
0 3.981072e-03 3.981072e+01 -2.605360e-01
0 3.981072e-03 5.011872e+01 -2.561306e-01
0 3.981072e-03 6.309573e+01 -2.517804e-01
0 3.981072e-03 7.943282e+01 -2.474889e-01
0 3.981072e-03 1.000000e+02 -2.432592e-01
0 3.981072e-03 1.258925e+02 -2.390934e-01
0 3.981072e-03 1.584893e+02 -2.349927e-01
0 3.981072e-03 1.995262e+02 -2.309574e-01
0 5.011872e-03 2.511886e+00 1.091166e-02
0 5.011872e-03 3.162278e+00 -7.856546e-03
0 5.011872e-03 3.981072e+00 -1.964476e-02
0 5.011872e-03 5.011872e+00 -3.429648e-02
0 5.011872e-03 6.309573e+00 -5.053410e-02
0 5.011872e-03 7.943282e+00 -6.728062e-02
0 5.011872e-03 1.000000e+01 -8.367596e-02
0 5.011872e-03 1.258925e+01 -9.908057e-02
0 5.011872e-03 1.584893e+01 -1.130374e-01
0 5.011872e-03 1.995262e+01 -1.249605e-01
0 5.011872e-03 2.511886e+01 -2.235821e-01
0 5.011872e-03 3.162278e+01 -2.181329e-01
0 5.011872e-03 3.981072e+01 -2.132593e-01
0 5.011872e-03 5.011872e+01 -2.084283e-01
0 5.011872e-03 6.309573e+01 -2.036680e-01
0 5.011872e-03 7.943282e+01 -1.989818e-01
0 5.011872e-03 1.000000e+02 -1.943718e-01
0 5.011872e-03 1.258925e+02 -1.898394e-01
0 5.011872e-03 1.584893e+02 -1.853850e-01
0 5.011872e-03 1.995262e+02 -1.810089e-01
0 6.309573e-03 2.511886e+00 4.010424e-02
0 6.309573e-03 3.162278e+00 2.269776e-02
0 6.309573e-03 3.981072e+00 1.150578e-02
0 6.309573e-03 5.011872e+00 -2.072235e-03
0 6.309573e-03 6.309573e+00 -1.656746e-02
0 6.309573e-03 7.943282e+00 -3.157457e-02
0 6.309573e-03 1.000000e+01 -4.620997e-02
0 6.309573e-03 1.258925e+01 -5.987408e-02
0 6.309573e-03 1.584893e+01 -7.216788e-02
0 6.309573e-03 1.995262e+01 -8.293592e-02
0 6.309573e-03 2.511886e+01 -1.745229e-01
0 6.309573e-03 3.162278e+01 -1.685238e-01
0 6.309573e-03 3.981072e+01 -1.631525e-01
0 6.309573e-03 5.011872e+01 -1.578440e-01
0 6.309573e-03 6.309573e+01 -1.526276e-01
0 6.309573e-03 7.943282e+01 -1.475040e-01
0 6.309573e-03 1.000000e+02 -1.424743e-01
0 6.309573e-03 1.258925e+02 -1.375387e-01
0 6.309573e-03 1.584893e+02 -1.326966e-01
0 6.309573e-03 1.995262e+02 -1.279467e-01
0 7.943282e-03 2.511886e+00 7.110861e-02
0 7.943282e-03 3.162278e+00 5.593720e-02
0 7.943282e-03 3.981072e+00 4.597805e-02
0 7.943282e-03 5.011872e+00 3.376627e-02
0 7.943282e-03 6.309573e+00 2.037754e-02
0 7.943282e-03 7.943282e+00 6.726214e-03
0 7.943282e-03 1.000000e+01 -6.457396e-03
0 7.943282e-03 1.258925e+01 -1.863487e-02
0 7.943282e-03 1.584893e+01 -2.914209e-02
0 7.943282e-03 1.995262e+01 -3.815829e-02
0 7.943282e-03 2.511886e+01 -1.214252e-01
0 7.943282e-03 3.162278e+01 -1.148380e-01
0 7.943282e-03 3.981072e+01 -1.089386e-01
0 7.943282e-03 5.011872e+01 -1.031254e-01
0 7.943282e-03 6.309573e+01 -9.742630e-02
0 7.943282e-03 7.943282e+01 -9.184177e-02
0 7.943282e-03 1.000000e+02 -8.637143e-02
0 7.943282e-03 1.258925e+02 -8.101422e-02
0 7.943282e-03 1.584893e+02 -7.576880e-02
0 7.943282e-03 1.995262e+02 -7.063273e-02
0 1.000000e-02 2.511886e+00 1.056008e-01
0 1.000000e-02 3.162278e+00 9.233688e-02
0 1.000000e-02 3.981072e+00 8.336799e-02
0 1.000000e-02 5.011872e+00 7.276071e-02
0 1.000000e-02 6.309573e+00 6.139805e-02
0 1.000000e-02 7.943282e+00 4.977475e-02
0 1.000000e-02 1.000000e+01 3.860175e-02
0 1.000000e-02 1.258925e+01 2.837696e-02
0 1.000000e-02 1.584893e+01 1.942698e-02
0 1.000000e-02 1.995262e+01 1.185147e-02
0 1.000000e-02 2.511886e+01 -6.440440e-02
0 1.000000e-02 3.162278e+01 -5.717473e-02
0 1.000000e-02 3.981072e+01 -5.070123e-02
0 1.000000e-02 5.011872e+01 -4.434288e-02
0 1.000000e-02 6.309573e+01 -3.812790e-02
0 1.000000e-02 7.943282e+01 -3.205370e-02
0 1.000000e-02 1.000000e+02 -2.611821e-02
0 1.000000e-02 1.258925e+02 -2.031874e-02
0 1.000000e-02 1.584893e+02 -1.465216e-02
0 1.000000e-02 1.995262e+02 -9.114566e-03
0 1.258925e-02 2.511886e+00 1.441639e-01
0 1.258925e-02 3.162278e+00 1.336900e-01
0 1.258925e-02 3.981072e+00 1.262821e-01
0 1.258925e-02 5.011872e+00 1.171641e-01
0 1.258925e-02 6.309573e+00 1.072102e-01
0 1.258925e-02 7.943282e+00 9.717173e-02
0 1.258925e-02 1.000000e+01 8.764957e-02
0 1.258925e-02 1.258925e+01 7.909624e-02
0 1.258925e-02 1.584893e+01 7.223563e-02
0 1.258925e-02 1.995262e+01 6.647727e-02
0 1.258925e-02 2.511886e+01 -1.779932e-03
0 1.258925e-02 3.162278e+01 6.095539e-03
0 1.258925e-02 3.981072e+01 1.314158e-02
0 1.258925e-02 5.011872e+01 2.003960e-02
0 1.258925e-02 6.309573e+01 2.676313e-02
0 1.258925e-02 7.943282e+01 3.331612e-02
0 1.258925e-02 1.000000e+02 3.970283e-02
0 1.258925e-02 1.258925e+02 4.592783e-02
0 1.258925e-02 1.584893e+02 5.199531e-02
0 1.258925e-02 1.995262e+02 5.791157e-02
0 1.584893e-02 2.511886e+00 1.884920e-01
0 1.584893e-02 3.162278e+00 1.801918e-01
0 1.584893e-02 3.981072e+00 1.740650e-01
0 1.584893e-02 5.011872e+00 1.669061e-01
0 1.584893e-02 6.309573e+00 1.591269e-01
0 1.584893e-02 7.943282e+00 1.512441e-01
0 1.584893e-02 1.000000e+01 1.438259e-01
0 1.584893e-02 1.258925e+01 1.372736e-01
0 1.584893e-02 1.584893e+01 1.318462e-01
0 1.584893e-02 1.995262e+01 1.275897e-01
0 1.584893e-02 2.511886e+01 6.600857e-02
0 1.584893e-02 3.162278e+01 7.453090e-02
0 1.584893e-02 3.981072e+01 8.214657e-02
0 1.584893e-02 5.011872e+01 8.957497e-02
0 1.584893e-02 6.309573e+01 9.679120e-02
0 1.584893e-02 7.943282e+01 1.038028e-01
0 1.584893e-02 1.000000e+02 1.106167e-01
0 1.584893e-02 1.258925e+02 1.172396e-01
0 1.584893e-02 1.584893e+02 1.236787e-01
0 1.584893e-02 1.995262e+02 1.299415e-01
0 1.995262e-02 2.511886e+00 2.389081e-01
0 1.995262e-02 3.162278e+00 2.335430e-01
0 1.995262e-02 3.981072e+00 2.291809e-01
0 1.995262e-02 5.011872e+00 2.235131e-01
0 1.995262e-02 6.309573e+00 2.172490e-01
0 1.995262e-02 7.943282e+00 2.110002e-01
0 1.995262e-02 1.000000e+01 2.052514e-01
0 1.995262e-02 1.258925e+01 2.006228e-01
0 1.995262e-02 1.584893e+01 1.971134e-01
0 1.995262e-02 1.995262e+01 1.945826e-01
0 1.995262e-02 2.511886e+01 1.404202e-01
0 1.995262e-02 3.162278e+01 1.495065e-01
0 1.995262e-02 3.981072e+01 1.576139e-01
0 1.995262e-02 5.011872e+01 1.654930e-01
0 1.995262e-02 6.309573e+01 1.731218e-01
0 1.995262e-02 7.943282e+01 1.805102e-01
0 1.995262e-02 1.000000e+02 1.876683e-01
0 1.995262e-02 1.258925e+02 1.946052e-01
0 1.995262e-02 1.584893e+02 2.013300e-01
0 1.995262e-02 1.995262e+02 2.078530e-01
0 2.511886e-02 2.511886e+00 2.957566e-01
0 2.511886e-02 3.162278e+00 2.929434e-01
0 2.511886e-02 3.981072e+00 2.901811e-01
0 2.511886e-02 5.011872e+00 2.866481e-01
0 2.511886e-02 6.309573e+00 2.825259e-01
0 2.511886e-02 7.943282e+00 2.783570e-01
0 2.511886e-02 1.000000e+01 2.745964e-01
0 2.511886e-02 1.258925e+01 2.715643e-01
0 2.511886e-02 1.584893e+01 2.694625e-01
0 2.511886e-02 1.995262e+01 2.682920e-01
0 2.511886e-02 2.511886e+01 2.202651e-01
0 2.511886e-02 3.162278e+01 2.298218e-01
0 2.511886e-02 3.981072e+01 2.383340e-01
0 2.511886e-02 5.011872e+01 2.465727e-01
0 2.511886e-02 6.309573e+01 2.545197e-01
0 2.511886e-02 7.943282e+01 2.621888e-01
0 2.511886e-02 1.000000e+02 2.695934e-01
0 2.511886e-02 1.258925e+02 2.767458e-01
0 2.511886e-02 1.584893e+02 2.836577e-01
0 2.511886e-02 1.995262e+02 2.903416e-01
0 3.162278e-02 2.511886e+00 3.575901e-01
0 3.162278e-02 3.162278e+00 3.579441e-01
0 3.162278e-02 3.981072e+00 3.572219e-01
0 3.162278e-02 5.011872e+00 3.553280e-01
0 3.162278e-02 6.309573e+00 3.528719e-01
0 3.162278e-02 7.943282e+00 3.503744e-01
0 3.162278e-02 1.000000e+01 3.482420e-01
0 3.162278e-02 1.258925e+01 3.471145e-01
0 3.162278e-02 1.584893e+01 3.466880e-01
0 3.162278e-02 1.995262e+01 3.470058e-01
0 3.162278e-02 2.511886e+01 3.057259e-01
0 3.162278e-02 3.162278e+01 3.155909e-01
0 3.162278e-02 3.981072e+01 3.243617e-01
0 3.162278e-02 5.011872e+01 3.328138e-01
0 3.162278e-02 6.309573e+01 3.409335e-01
0 3.162278e-02 7.943282e+01 3.487384e-01
0 3.162278e-02 1.000000e+02 3.562451e-01
0 3.162278e-02 1.258925e+02 3.634687e-01
0 3.162278e-02 1.584893e+02 3.704241e-01
0 3.162278e-02 1.995262e+02 3.771262e-01
0 3.981072e-02 2.511886e+00 4.242037e-01
0 3.981072e-02 3.162278e+00 4.276594e-01
0 3.981072e-02 3.981072e+00 4.290375e-01
0 3.981072e-02 5.011872e+00 4.294697e-01
0 3.981072e-02 6.309573e+00 4.291715e-01
0 3.981072e-02 7.943282e+00 4.286823e-01
0 3.981072e-02 1.000000e+01 4.283934e-01
0 3.981072e-02 1.258925e+01 4.285795e-01
0 3.981072e-02 1.584893e+01 4.294121e-01
0 3.981072e-02 1.995262e+01 4.308721e-01
0 3.981072e-02 2.511886e+01 3.953441e-01
0 3.981072e-02 3.162278e+01 4.053297e-01
0 3.981072e-02 3.981072e+01 4.141892e-01
0 3.981072e-02 5.011872e+01 4.226829e-01
0 3.981072e-02 6.309573e+01 4.308030e-01
0 3.981072e-02 7.943282e+01 4.385719e-01
0 3.981072e-02 1.000000e+02 4.460098e-01
0 3.981072e-02 1.258925e+02 4.531354e-01
0 3.981072e-02 1.584893e+02 4.599662e-01
0 3.981072e-02 1.995262e+02 4.665198e-01
0 5.011872e-02 2.511886e+00 4.929701e-01
0 5.011872e-02 3.162278e+00 5.000398e-01
0 5.011872e-02 3.981072e+00 5.039259e-01
0 5.011872e-02 5.011872e+00 5.064217e-01
0 5.011872e-02 6.309573e+00 5.080892e-01
0 5.011872e-02 7.943282e+00 5.094092e-01
0 5.011872e-02 1.000000e+01 5.108476e-01
0 5.011872e-02 1.258925e+01 5.126964e-01
0 5.011872e-02 1.584893e+01 5.149338e-01
0 5.011872e-02 1.995262e+01 5.175811e-01
0 5.011872e-02 2.511886e+01 4.882666e-01
0 5.011872e-02 3.162278e+01 4.981527e-01
0 5.011872e-02 3.981072e+01 5.069000e-01
0 5.011872e-02 5.011872e+01 5.152333e-01
0 5.011872e-02 6.309573e+01 5.231519e-01
0 5.011872e-02 7.943282e+01 5.306828e-01
0 5.011872e-02 1.000000e+02 5.378505e-01
0 5.011872e-02 1.258925e+02 5.446768e-01
0 5.011872e-02 1.584893e+02 5.511829e-01
0 5.011872e-02 1.995262e+02 5.573896e-01
0 6.309573e-02 2.511886e+00 5.641781e-01
0 6.309573e-02 3.162278e+00 5.750000e-01
0 6.309573e-02 3.981072e+00 5.816099e-01
0 6.309573e-02 5.011872e+00 5.866268e-01
0 6.309573e-02 6.309573e+00 5.905466e-01
0 6.309573e-02 7.943282e+00 5.938485e-01
0 6.309573e-02 1.000000e+01 5.969074e-01
0 6.309573e-02 1.258925e+01 5.999949e-01
0 6.309573e-02 1.584893e+01 6.032909e-01
0 6.309573e-02 1.995262e+01 6.067953e-01
0 6.309573e-02 2.511886e+01 5.830043e-01
0 6.309573e-02 3.162278e+01 5.924886e-01
0 6.309573e-02 3.981072e+01 6.008501e-01
0 6.309573e-02 5.011872e+01 6.087476e-01
0 6.309573e-02 6.309573e+01 6.161905e-01
0 6.309573e-02 7.943282e+01 6.232110e-01
0 6.309573e-02 1.000000e+02 6.298382e-01
0 6.309573e-02 1.258925e+02 6.360985e-01
0 6.309573e-02 1.584893e+02 6.420161e-01
0 6.309573e-02 1.995262e+02 6.476149e-01
0 7.943282e-02 2.511886e+00 6.367597e-01
0 7.943282e-02 3.162278e+00 6.513968e-01
0 7.943282e-02 3.981072e+00 6.607811e-01
0 7.943282e-02 5.011872e+00 6.682394e-01
0 7.943282e-02 6.309573e+00 6.742896e-01
0 7.943282e-02 7.943282e+00 6.793965e-01
0 7.943282e-02 1.000000e+01 6.840005e-01
0 7.943282e-02 1.258925e+01 6.883330e-01
0 7.943282e-02 1.584893e+01 6.925763e-01
0 7.943282e-02 1.995262e+01 6.967620e-01
0 7.943282e-02 2.511886e+01 6.785337e-01
0 7.943282e-02 3.162278e+01 6.872458e-01
0 7.943282e-02 3.981072e+01 6.948829e-01
0 7.943282e-02 5.011872e+01 7.020036e-01
0 7.943282e-02 6.309573e+01 7.086296e-01
0 7.943282e-02 7.943282e+01 7.147998e-01
0 7.943282e-02 1.000000e+02 7.205489e-01
0 7.943282e-02 1.258925e+02 7.259080e-01
0 7.943282e-02 1.584893e+02 7.309055e-01
0 7.943282e-02 1.995262e+02 7.355694e-01
0 1.000000e-01 2.511886e+00 7.121720e-01
0 1.000000e-01 3.162278e+00 7.302727e-01
0 1.000000e-01 3.981072e+00 7.420692e-01
0 1.000000e-01 5.011872e+00 7.516173e-01
0 1.000000e-01 6.309573e+00 7.594432e-01
0 1.000000e-01 7.943282e+00 7.659728e-01
0 1.000000e-01 1.000000e+01 7.715936e-01
0 1.000000e-01 1.258925e+01 7.766061e-01
0 1.000000e-01 1.584893e+01 7.812309e-01
0 1.000000e-01 1.995262e+01 7.855315e-01
0 1.000000e-01 2.511886e+01 7.720040e-01
0 1.000000e-01 3.162278e+01 7.793602e-01
0 1.000000e-01 3.981072e+01 7.857477e-01
0 1.000000e-01 5.011872e+01 7.915708e-01
0 1.000000e-01 6.309573e+01 7.968679e-01
0 1.000000e-01 7.943282e+01 8.016855e-01
0 1.000000e-01 1.000000e+02 8.060645e-01
0 1.000000e-01 1.258925e+02 8.100417e-01
0 1.000000e-01 1.584893e+02 8.136496e-01
0 1.000000e-01 1.995262e+02 8.169203e-01
0 1.258925e-01 2.511886e+00 7.918986e-01
0 1.258925e-01 3.162278e+00 8.129184e-01
0 1.258925e-01 3.981072e+00 8.263246e-01
0 1.258925e-01 5.011872e+00 8.371108e-01
0 1.258925e-01 6.309573e+00 8.457425e-01
0 1.258925e-01 7.943282e+00 8.527091e-01
0 1.258925e-01 1.000000e+01 8.584184e-01
0 1.258925e-01 1.258925e+01 8.631973e-01
0 1.258925e-01 1.584893e+01 8.673374e-01
0 1.258925e-01 1.995262e+01 8.709010e-01
0 1.258925e-01 2.511886e+01 8.609550e-01
0 1.258925e-01 3.162278e+01 8.661172e-01
0 1.258925e-01 3.981072e+01 8.704994e-01
0 1.258925e-01 5.011872e+01 8.742839e-01
0 1.258925e-01 6.309573e+01 8.775307e-01
0 1.258925e-01 7.943282e+01 8.802945e-01
0 1.258925e-01 1.000000e+02 8.826235e-01
0 1.258925e-01 1.258925e+02 8.845598e-01
0 1.258925e-01 1.584893e+02 8.861407e-01
0 1.258925e-01 1.995262e+02 8.874020e-01
0 1.584893e-01 2.511886e+00 8.727118e-01
0 1.584893e-01 3.162278e+00 8.960746e-01
0 1.584893e-01 3.981072e+00 9.099657e-01
0 1.584893e-01 5.011872e+00 9.204560e-01
0 1.584893e-01 6.309573e+00 9.282813e-01
0 1.584893e-01 7.943282e+00 9.340537e-01
0 1.584893e-01 1.000000e+01 9.382707e-01
0 1.584893e-01 1.258925e+01 9.413486e-01
0 1.584893e-01 1.584893e+01 9.435041e-01
0 1.584893e-01 1.995262e+01 9.449175e-01
0 1.584893e-01 2.511886e+01 9.364278e-01
0 1.584893e-01 3.162278e+01 9.381996e-01
0 1.584893e-01 3.981072e+01 9.395213e-01
0 1.584893e-01 5.011872e+01 9.402569e-01
0 1.584893e-01 6.309573e+01 9.404908e-01
0 1.584893e-01 7.943282e+01 9.402852e-01
0 1.584893e-01 1.000000e+02 9.396939e-01
0 1.584893e-01 1.258925e+02 9.387630e-01
0 1.584893e-01 1.584893e+02 9.375329e-01
0 1.584893e-01 1.995262e+02 9.360410e-01
0 1.995262e-01 2.511886e+00 9.470098e-01
0 1.995262e-01 3.162278e+00 9.712983e-01
0 1.995262e-01 3.981072e+00 9.839448e-01
0 1.995262e-01 5.011872e+00 9.921182e-01
0 1.995262e-01 6.309573e+00 9.969412e-01
0 1.995262e-01 7.943282e+00 9.992787e-01
0 1.995262e-01 1.000000e+01 9.997801e-01
0 1.995262e-01 1.258925e+01 9.989576e-01
0 1.995262e-01 1.584893e+01 9.971180e-01
0 1.995262e-01 1.995262e+01 9.945201e-01
0 1.995262e-01 2.511886e+01 9.849047e-01
0 1.995262e-01 3.162278e+01 9.817802e-01
0 1.995262e-01 3.981072e+01 9.787376e-01
0 1.995262e-01 5.011872e+01 9.752104e-01
0 1.995262e-01 6.309573e+01 9.713070e-01
0 1.995262e-01 7.943282e+01 9.670915e-01
0 1.995262e-01 1.000000e+02 9.626181e-01
0 1.995262e-01 1.258925e+02 9.579322e-01
0 1.995262e-01 1.584893e+02 9.530722e-01
0 1.995262e-01 1.995262e+02 9.480725e-01
0 2.511886e-01 2.511886e+00 1.000814e+00
0 2.511886e-01 3.162278e+00 1.019822e+00
0 2.511886e-01 3.981072e+00 1.026966e+00
0 2.511886e-01 5.011872e+00 1.029485e+00
0 2.511886e-01 6.309573e+00 1.028441e+00
0 2.511886e-01 7.943282e+00 1.024667e+00
0 2.511886e-01 1.000000e+01 1.018996e+00
0 2.511886e-01 1.258925e+01 1.011998e+00
0 2.511886e-01 1.584893e+01 1.004087e+00
0 2.511886e-01 1.995262e+01 9.956225e-01
0 2.511886e-01 2.511886e+01 9.825628e-01
0 2.511886e-01 3.162278e+01 9.731512e-01
0 2.511886e-01 3.981072e+01 9.645874e-01
0 2.511886e-01 5.011872e+01 9.557874e-01
0 2.511886e-01 6.309573e+01 9.468716e-01
0 2.511886e-01 7.943282e+01 9.378939e-01
0 2.511886e-01 1.000000e+02 9.288966e-01
0 2.511886e-01 1.258925e+02 9.199139e-01
0 2.511886e-01 1.584893e+02 9.109729e-01
0 2.511886e-01 1.995262e+02 9.020956e-01
0 3.162278e-01 2.511886e+00 1.010913e+00
0 3.162278e-01 3.162278e+00 1.015757e+00
0 3.162278e-01 3.981072e+00 1.009376e+00
0 3.162278e-01 5.011872e+00 1.000033e+00
0 3.162278e-01 6.309573e+00 9.885037e-01
0 3.162278e-01 7.943282e+00 9.753957e-01
0 3.162278e-01 1.000000e+01 9.611848e-01
0 3.162278e-01 1.258925e+01 9.462747e-01
0 3.162278e-01 1.584893e+01 9.310254e-01
0 3.162278e-01 1.995262e+01 9.158032e-01
0 3.162278e-01 2.511886e+01 8.982393e-01
0 3.162278e-01 3.162278e+01 8.823194e-01
0 3.162278e-01 3.981072e+01 8.681683e-01
0 3.162278e-01 5.011872e+01 8.542024e-01
0 3.162278e-01 6.309573e+01 8.405262e-01
0 3.162278e-01 7.943282e+01 8.271605e-01
0 3.162278e-01 1.000000e+02 8.141179e-01
0 3.162278e-01 1.258925e+02 8.014047e-01
0 3.162278e-01 1.584893e+02 7.890228e-01
0 3.162278e-01 1.995262e+02 7.769698e-01
0 3.981072e-01 2.511886e+00 9.350494e-01
0 3.981072e-01 3.162278e+00 9.198923e-01
0 3.981072e-01 3.981072e+00 8.956744e-01
0 3.981072e-01 5.011872e+00 8.705247e-01
0 3.981072e-01 6.309573e+00 8.454032e-01
0 3.981072e-01 7.943282e+00 8.207835e-01
0 3.981072e-01 1.000000e+01 7.969383e-01
0 3.981072e-01 1.258925e+01 7.740321e-01
0 3.981072e-01 1.584893e+01 7.520900e-01
0 3.981072e-01 1.995262e+01 7.312919e-01
0 3.981072e-01 2.511886e+01 7.095221e-01
0 3.981072e-01 3.162278e+01 6.895783e-01
0 3.981072e-01 3.981072e+01 6.721750e-01
0 3.981072e-01 5.011872e+01 6.554695e-01
0 3.981072e-01 6.309573e+01 6.395056e-01
0 3.981072e-01 7.943282e+01 6.242456e-01
0 3.981072e-01 1.000000e+02 6.096523e-01
0 3.981072e-01 1.258925e+02 5.956895e-01
0 3.981072e-01 1.584893e+02 5.823224e-01
0 3.981072e-01 1.995262e+02 5.695146e-01
0 5.011872e-01 2.511886e+00 7.361902e-01
0 5.011872e-01 3.162278e+00 7.017217e-01
0 5.011872e-01 3.981072e+00 6.629093e-01
0 5.011872e-01 5.011872e+00 6.264916e-01
0 5.011872e-01 6.309573e+00 5.928717e-01
0 5.011872e-01 7.943282e+00 5.621203e-01
0 5.011872e-01 1.000000e+01 5.340966e-01
0 5.011872e-01 1.258925e+01 5.085703e-01
0 5.011872e-01 1.584893e+01 4.852797e-01
0 5.011872e-01 1.995262e+01 4.641347e-01
