# replica x Q2 F2
0 1.995262e-03 5.011872e+00 2.797042e+00
0 1.995262e-03 6.309573e+00 3.028657e+00
0 1.995262e-03 7.943282e+00 3.256627e+00
0 1.995262e-03 1.000000e+01 3.481028e+00
0 1.995262e-03 1.258925e+01 3.701990e+00
0 1.995262e-03 1.584893e+01 3.919525e+00
0 1.995262e-03 1.995262e+01 4.132310e+00
0 1.995262e-03 2.511886e+01 4.338680e+00
0 1.995262e-03 3.162278e+01 4.553454e+00
0 1.995262e-03 3.981072e+01 4.758743e+00
0 1.995262e-03 5.011872e+01 4.961080e+00
0 1.995262e-03 6.309573e+01 5.160225e+00
0 1.995262e-03 7.943282e+01 5.356226e+00
0 1.995262e-03 1.000000e+02 5.549136e+00
0 1.995262e-03 1.258925e+02 5.739009e+00
0 1.995262e-03 1.584893e+02 5.925896e+00
0 1.995262e-03 1.995262e+02 6.109819e+00
0 2.511886e-03 2.511886e+00 2.029196e+00
0 2.511886e-03 3.162278e+00 2.247527e+00
0 2.511886e-03 3.981072e+00 2.471038e+00
0 2.511886e-03 5.011872e+00 2.689749e+00
0 2.511886e-03 6.309573e+00 2.903949e+00
0 2.511886e-03 7.943282e+00 3.113833e+00
0 2.511886e-03 1.000000e+01 3.319559e+00
0 2.511886e-03 1.258925e+01 3.521331e+00
0 2.511886e-03 1.584893e+01 3.719212e+00
0 2.511886e-03 1.995262e+01 3.912083e+00
0 2.511886e-03 2.511886e+01 4.098495e+00
0 2.511886e-03 3.162278e+01 4.291774e+00
0 2.511886e-03 3.981072e+01 4.475959e+00
0 2.511886e-03 5.011872e+01 4.656966e+00
0 2.511886e-03 6.309573e+01 4.834618e+00
0 2.511886e-03 7.943282e+01 5.008994e+00
0 2.511886e-03 1.000000e+02 5.180171e+00
0 2.511886e-03 1.258925e+02 5.348227e+00
0 2.511886e-03 1.584893e+02 5.513237e+00
0 2.511886e-03 1.995262e+02 5.675246e+00
0 3.162278e-03 2.511886e+00 1.971533e+00
0 3.162278e-03 3.162278e+00 2.175899e+00
0 3.162278e-03 3.981072e+00 2.383984e+00
0 3.162278e-03 5.011872e+00 2.586524e+00
0 3.162278e-03 6.309573e+00 2.783906e+00
0 3.162278e-03 7.943282e+00 2.976410e+00
0 3.162278e-03 1.000000e+01 3.164274e+00
0 3.162278e-03 1.258925e+01 3.347768e+00
0 3.162278e-03 1.584893e+01 3.527012e+00
0 3.162278e-03 1.995262e+01 3.701068e+00
0 3.162278e-03 2.511886e+01 3.868689e+00
0 3.162278e-03 3.162278e+01 4.041814e+00
0 3.162278e-03 3.981072e+01 4.206276e+00
0 3.162278e-03 5.011872e+01 4.367410e+00
0 3.162278e-03 6.309573e+01 4.525096e+00
0 3.162278e-03 7.943282e+01 4.679439e+00
0 3.162278e-03 1.000000e+02 4.830539e+00
0 3.162278e-03 1.258925e+02 4.978494e+00
0 3.162278e-03 1.584893e+02 5.123396e+00
0 3.162278e-03 1.995262e+02 5.265312e+00
0 3.981072e-03 2.511886e+00 1.917820e+00
0 3.981072e-03 3.162278e+00 2.108645e+00
0 3.981072e-03 3.981072e+00 2.301600e+00
0 3.981072e-03 5.011872e+00 2.488389e+00
0 3.981072e-03 6.309573e+00 2.669490e+00
0 3.981072e-03 7.943282e+00 2.845266e+00
0 3.981072e-03 1.000000e+01 3.016027e+00
0 3.981072e-03 1.258925e+01 3.182103e+00
0 3.981072e-03 1.584893e+01 3.343671e+00
0 3.981072e-03 1.995262e+01 3.499957e+00
0 3.981072e-03 2.511886e+01 3.649901e+00
0 3.981072e-03 3.162278e+01 3.804151e+00
0 3.981072e-03 3.981072e+01 3.950207e+00
0 3.981072e-03 5.011872e+01 4.092856e+00
0 3.981072e-03 6.309573e+01 4.232032e+00
0 3.981072e-03 7.943282e+01 4.367857e+00
0 3.981072e-03 1.000000e+02 4.500454e+00
0 3.981072e-03 1.258925e+02 4.629935e+00
0 3.981072e-03 1.584893e+02 4.756407e+00
0 3.981072e-03 1.995262e+02 4.879955e+00
0 5.011872e-03 2.511886e+00 1.869256e+00
0 5.011872e-03 3.162278e+00 2.046875e+00
0 5.011872e-03 3.981072e+00 2.224898e+00
0 5.011872e-03 5.011872e+00 2.396260e+00
0 5.011872e-03 6.309573e+00 2.561526e+00
0 5.011872e-03 7.943282e+00 2.721134e+00
0 5.011872e-03 1.000000e+01 2.875460e+00
0 5.011872e-03 1.258925e+01 3.024888e+00
0 5.011872e-03 1.584893e+01 3.169642e+00
0 5.011872e-03 1.995262e+01 3.309103e+00
0 5.011872e-03 2.511886e+01 3.442379e+00
0 5.011872e-03 3.162278e+01 3.578917e+00
0 5.011872e-03 3.981072e+01 3.707762e+00
0 5.011872e-03 5.011872e+01 3.833188e+00
0 5.011872e-03 6.309573e+01 3.955172e+00
0 5.011872e-03 7.943282e+01 4.073854e+00
0 5.011872e-03 1.000000e+02 4.189371e+00
0 5.011872e-03 1.258925e+02 4.301849e+00
0 5.011872e-03 1.584893e+02 4.411405e+00
0 5.011872e-03 1.995262e+02 4.518139e+00
0 6.309573e-03 2.511886e+00 1.827352e+00
0 6.309573e-03 3.162278e+00 1.992099e+00
0 6.309573e-03 3.981072e+00 2.155408e+00
0 6.309573e-03 5.011872e+00 2.311701e+00
0 6.309573e-03 6.309573e+00 2.461619e+00
0 6.309573e-03 7.943282e+00 2.605667e+00
0 6.309573e-03 1.000000e+01 2.744277e+00
0 6.309573e-03 1.258925e+01 2.877874e+00
0 6.309573e-03 1.584893e+01 3.006731e+00
0 6.309573e-03 1.995262e+01 3.130361e+00
0 6.309573e-03 2.511886e+01 3.248029e+00
0 6.309573e-03 3.162278e+01 3.368064e+00
0 6.309573e-03 3.981072e+01 3.480942e+00
0 6.309573e-03 5.011872e+01 3.590450e+00
0 6.309573e-03 6.309573e+01 3.696601e+00
0 6.309573e-03 7.943282e+01 3.799550e+00
0 6.309573e-03 1.000000e+02 3.899445e+00
0 6.309573e-03 1.258925e+02 3.996419e+00
0 6.309573e-03 1.584893e+02 4.090599e+00
0 6.309573e-03 1.995262e+02 4.182093e+00
0 7.943282e-03 2.511886e+00 1.792620e+00
0 7.943282e-03 3.162278e+00 1.944637e+00
0 7.943282e-03 3.981072e+00 2.093298e+00
0 7.943282e-03 5.011872e+00 2.234729e+00
0 7.943282e-03 6.309573e+00 2.369634e+00
0 7.943282e-03 7.943282e+00 2.498574e+00
0 7.943282e-03 1.000000e+01 2.622024e+00
0 7.943282e-03 1.258925e+01 2.740445e+00
0 7.943282e-03 1.584893e+01 2.854147e+00
0 7.943282e-03 1.995262e+01 2.962762e+00
0 7.943282e-03 2.511886e+01 3.065699e+00
0 7.943282e-03 3.162278e+01 3.170238e+00
0 7.943282e-03 3.981072e+01 3.268185e+00
0 7.943282e-03 5.011872e+01 3.362864e+00
0 7.943282e-03 6.309573e+01 3.454320e+00
0 7.943282e-03 7.943282e+01 3.542718e+00
0 7.943282e-03 1.000000e+02 3.628209e+00
0 7.943282e-03 1.258925e+02 3.710935e+00
0 7.943282e-03 1.584893e+02 3.791025e+00
0 7.943282e-03 1.995262e+02 3.868596e+00
0 1.000000e-02 2.511886e+00 1.766498e+00
0 1.000000e-02 3.162278e+00 1.905937e+00
0 1.000000e-02 3.981072e+00 2.040126e+00
0 1.000000e-02 5.011872e+00 2.167022e+00
0 1.000000e-02 6.309573e+00 2.287375e+00
0 1.000000e-02 7.943282e+00 2.401787e+00
0 1.000000e-02 1.000000e+01 2.510768e+00
0 1.000000e-02 1.258925e+01 2.614797e+00
0 1.000000e-02 1.584893e+01 2.714218e+00
0 1.000000e-02 1.995262e+01 2.808764e+00
0 1.000000e-02 2.511886e+01 2.897972e+00
0 1.000000e-02 3.162278e+01 2.988148e+00
0 1.000000e-02 3.981072e+01 3.072326e+00
0 1.000000e-02 5.011872e+01 3.153387e+00
0 1.000000e-02 6.309573e+01 3.231403e+00
0 1.000000e-02 7.943282e+01 3.306543e+00
0 1.000000e-02 1.000000e+02 3.378962e+00
0 1.000000e-02 1.258925e+02 3.448801e+00
0 1.000000e-02 1.584893e+02 3.516191e+00
0 1.000000e-02 1.995262e+02 3.581252e+00
0 1.258925e-02 2.511886e+00 1.748194e+00
0 1.258925e-02 3.162278e+00 1.874942e+00
0 1.258925e-02 3.981072e+00 1.994666e+00
0 1.258925e-02 5.011872e+00 2.107177e+00
0 1.258925e-02 6.309573e+00 2.213256e+00
0 1.258925e-02 7.943282e+00 2.313529e+00
0 1.258925e-02 1.000000e+01 2.408528e+00
0 1.258925e-02 1.258925e+01 2.498742e+00
0 1.258925e-02 1.584893e+01 2.584535e+00
0 1.258925e-02 1.995262e+01 2.665731e+00
0 1.258925e-02 2.511886e+01 2.741980e+00
0 1.258925e-02 3.162278e+01 2.818669e+00
0 1.258925e-02 3.981072e+01 2.889978e+00
0 1.258925e-02 5.011872e+01 2.958365e+00
0 1.258925e-02 6.309573e+01 3.023921e+00
0 1.258925e-02 7.943282e+01 3.086815e+00
0 1.258925e-02 1.000000e+02 3.147199e+00
0 1.258925e-02 1.258925e+02 3.205216e+00
0 1.258925e-02 1.584893e+02 3.260993e+00
0 1.258925e-02 1.995262e+02 3.314650e+00
0 1.584893e-02 2.511886e+00 1.738060e+00
0 1.584893e-02 3.162278e+00 1.852131e+00
0 1.584893e-02 3.981072e+00 1.957602e+00
0 1.584893e-02 5.011872e+00 2.056088e+00
0 1.584893e-02 6.309573e+00 2.148379e+00
0 1.584893e-02 7.943282e+00 2.235113e+00
0 1.584893e-02 1.000000e+01 2.316827e+00
0 1.584893e-02 1.258925e+01 2.394008e+00
0 1.584893e-02 1.584893e+01 2.467031e+00
0 1.584893e-02 1.995262e+01 2.535794e+00
0 1.584893e-02 2.511886e+01 2.600048e+00
0 1.584893e-02 3.162278e+01 2.664324e+00
0 1.584893e-02 3.981072e+01 2.723859e+00
0 1.584893e-02 5.011872e+01 2.780702e+00
0 1.584893e-02 6.309573e+01 2.834960e+00
0 1.584893e-02 7.943282e+01 2.886797e+00
0 1.584893e-02 1.000000e+02 2.936362e+00
0 1.584893e-02 1.258925e+02 2.983790e+00
0 1.584893e-02 1.584893e+02 3.029206e+00
0 1.584893e-02 1.995262e+02 3.072727e+00
0 1.995262e-02 2.511886e+00 1.733297e+00
0 1.995262e-02 3.162278e+00 1.834483e+00
0 1.995262e-02 3.981072e+00 1.925763e+00
0 1.995262e-02 5.011872e+00 2.010416e+00
0 1.995262e-02 6.309573e+00 2.089226e+00
0 1.995262e-02 7.943282e+00 2.162826e+00
0 1.995262e-02 1.000000e+01 2.231744e+00
0 1.995262e-02 1.258925e+01 2.296456e+00
0 1.995262e-02 1.584893e+01 2.357335e+00
0 1.995262e-02 1.995262e+01 2.414342e+00
0 1.995262e-02 2.511886e+01 2.467316e+00
0 1.995262e-02 3.162278e+01 2.519980e+00
0 1.995262e-02 3.981072e+01 2.568557e+00
0 1.995262e-02 5.011872e+01 2.614704e+00
0 1.995262e-02 6.309573e+01 2.658535e+00
0 1.995262e-02 7.943282e+01 2.700207e+00
0 1.995262e-02 1.000000e+02 2.739861e+00
0 1.995262e-02 1.258925e+02 2.777626e+00
0 1.995262e-02 1.584893e+02 2.813618e+00
0 1.995262e-02 1.995262e+02 2.847947e+00
0 2.511886e-02 2.511886e+00 1.733179e+00
0 2.511886e-02 3.162278e+00 1.821586e+00
0 2.511886e-02 3.981072e+00 1.899064e+00
0 2.511886e-02 5.011872e+00 1.970401e+00
0 2.511886e-02 6.309573e+00 2.036352e+00
0 2.511886e-02 7.943282e+00 2.097529e+00
0 2.511886e-02 1.000000e+01 2.154439e+00
0 2.511886e-02 1.258925e+01 2.207536e+00
0 2.511886e-02 1.584893e+01 2.257178e+00
0 2.511886e-02 1.995262e+01 2.303379e+00
0 2.511886e-02 2.511886e+01 2.346049e+00
0 2.511886e-02 3.162278e+01 2.388167e+00
0 2.511886e-02 3.981072e+01 2.426855e+00
0 2.511886e-02 5.011872e+01 2.463396e+00
0 2.511886e-02 6.309573e+01 2.497908e+00
0 2.511886e-02 7.943282e+01 2.530537e+00
0 2.511886e-02 1.000000e+02 2.561413e+00
0 2.511886e-02 1.258925e+02 2.590655e+00
0 2.511886e-02 1.584893e+02 2.618370e+00
0 2.511886e-02 1.995262e+02 2.644660e+00
0 3.162278e-02 2.511886e+00 1.733334e+00
0 3.162278e-02 3.162278e+00 1.808967e+00
0 3.162278e-02 3.981072e+00 1.872926e+00
0 3.162278e-02 5.011872e+00 1.931330e+00
0 3.162278e-02 6.309573e+00 1.984892e+00
0 3.162278e-02 7.943282e+00 2.034186e+00
0 3.162278e-02 1.000000e+01 2.079689e+00
0 3.162278e-02 1.258925e+01 2.121818e+00
0 3.162278e-02 1.584893e+01 2.160913e+00
0 3.162278e-02 1.995262e+01 2.197027e+00
0 3.162278e-02 2.511886e+01 2.230130e+00
0 3.162278e-02 3.162278e+01 2.262504e+00
0 3.162278e-02 3.981072e+01 2.292104e+00
0 3.162278e-02 5.011872e+01 2.319853e+00
0 3.162278e-02 6.309573e+01 2.345871e+00
0 3.162278e-02 7.943282e+01 2.370288e+00
0 3.162278e-02 1.000000e+02 2.393223e+00
0 3.162278e-02 1.258925e+02 2.414783e+00
0 3.162278e-02 1.584893e+02 2.435062e+00
0 3.162278e-02 1.995262e+02 2.454153e+00
0 3.981072e-02 2.511886e+00 1.734653e+00
0 3.981072e-02 3.162278e+00 1.797844e+00
0 3.981072e-02 3.981072e+00 1.848897e+00
0 3.981072e-02 5.011872e+00 1.895075e+00
0 3.981072e-02 6.309573e+00 1.937031e+00
0 3.981072e-02 7.943282e+00 1.975287e+00
0 3.981072e-02 1.000000e+01 2.010276e+00
0 3.981072e-02 1.258925e+01 2.042373e+00
0 3.981072e-02 1.584893e+01 2.071888e+00
0 3.981072e-02 1.995262e+01 2.098899e+00
0 3.981072e-02 2.511886e+01 2.123425e+00
0 3.981072e-02 3.162278e+01 2.147115e+00
0 3.981072e-02 3.981072e+01 2.168670e+00
0 3.981072e-02 5.011872e+01 2.188676e+00
0 3.981072e-02 6.309573e+01 2.207250e+00
0 3.981072e-02 7.943282e+01 2.224507e+00
0 3.981072e-02 1.000000e+02 2.240550e+00
0 3.981072e-02 1.258925e+02 2.255473e+00
0 3.981072e-02 1.584893e+02 2.269356e+00
0 3.981072e-02 1.995262e+02 2.282282e+00
0 5.011872e-02 2.511886e+00 1.733893e+00
0 5.011872e-02 3.162278e+00 1.784869e+00
0 5.011872e-02 3.981072e+00 1.823466e+00
0 5.011872e-02 5.011872e+00 1.857944e+00
0 5.011872e-02 6.309573e+00 1.888877e+00
0 5.011872e-02 7.943282e+00 1.916723e+00
0 5.011872e-02 1.000000e+01 1.941862e+00
0 5.011872e-02 1.258925e+01 1.964616e+00
0 5.011872e-02 1.584893e+01 1.985260e+00
0 5.011872e-02 1.995262e+01 2.003889e+00
0 5.011872e-02 2.511886e+01 2.020561e+00
0 5.011872e-02 3.162278e+01 2.036333e+00
0 5.011872e-02 3.981072e+01 2.050592e+00
0 5.011872e-02 5.011872e+01 2.063607e+00
0 5.011872e-02 6.309573e+01 2.075485e+00
0 5.011872e-02 7.943282e+01 2.086326e+00
0 5.011872e-02 1.000000e+02 2.096216e+00
0 5.011872e-02 1.258925e+02 2.105234e+00
0 5.011872e-02 1.584893e+02 2.113447e+00
0 5.011872e-02 1.995262e+02 2.120924e+00
0 6.309573e-02 2.511886e+00 1.733692e+00
0 6.309573e-02 3.162278e+00 1.772924e+00
0 6.309573e-02 3.981072e+00 1.799768e+00
0 6.309573e-02 5.011872e+00 1.823312e+00
0 6.309573e-02 6.309573e+00 1.844036e+00
0 6.309573e-02 7.943282e+00 1.862322e+00
0 6.309573e-02 1.000000e+01 1.878484e+00
0 6.309573e-02 1.258925e+01 1.892790e+00
0 6.309573e-02 1.584893e+01 1.905465e+00
0 6.309573e-02 1.995262e+01 1.916615e+00
0 6.309573e-02 2.511886e+01 1.926325e+00
0 6.309573e-02 3.162278e+01 1.935116e+00
0 6.309573e-02 3.981072e+01 1.942992e+00
0 6.309573e-02 5.011872e+01 1.949919e+00
0 6.309573e-02 6.309573e+01 1.955998e+00
0 6.309573e-02 7.943282e+01 1.961308e+00
0 6.309573e-02 1.000000e+02 1.965919e+00
0 6.309573e-02 1.258925e+02 1.969893e+00
0 6.309573e-02 1.584893e+02 1.973284e+00
0 6.309573e-02 1.995262e+02 1.976147e+00
0 7.943282e-02 2.511886e+00 1.732652e+00
0 7.943282e-02 3.162278e+00 1.760424e+00
0 7.943282e-02 3.981072e+00 1.775970e+00
0 7.943282e-02 5.011872e+00 1.789082e+00
0 7.943282e-02 6.309573e+00 1.800131e+00
0 7.943282e-02 7.943282e+00 1.809413e+00
0 7.943282e-02 1.000000e+01 1.817172e+00
0 7.943282e-02 1.258925e+01 1.823610e+00
0 7.943282e-02 1.584893e+01 1.828903e+00
0 7.943282e-02 1.995262e+01 1.833155e+00
0 7.943282e-02 2.511886e+01 1.836477e+00
0 7.943282e-02 3.162278e+01 1.838876e+00
0 7.943282e-02 3.981072e+01 1.840950e+00
0 7.943282e-02 5.011872e+01 1.842362e+00
0 7.943282e-02 6.309573e+01 1.843204e+00
0 7.943282e-02 7.943282e+01 1.843534e+00
0 7.943282e-02 1.000000e+02 1.843405e+00
0 7.943282e-02 1.258925e+02 1.842864e+00
0 7.943282e-02 1.584893e+02 1.841950e+00
0 7.943282e-02 1.995262e+02 1.840704e+00
0 1.000000e-01 2.511886e+00 1.730846e+00
0 1.000000e-01 3.162278e+00 1.747603e+00
0 1.000000e-01 3.981072e+00 1.752448e+00
0 1.000000e-01 5.011872e+00 1.755742e+00
0 1.000000e-01 6.309573e+00 1.757743e+00
0 1.000000e-01 7.943282e+00 1.758655e+00
0 1.000000e-01 1.000000e+01 1.758646e+00
0 1.000000e-01 1.258925e+01 1.757850e+00
0 1.000000e-01 1.584893e+01 1.756390e+00
0 1.000000e-01 1.995262e+01 1.754366e+00
0 1.000000e-01 2.511886e+01 1.751902e+00
0 1.000000e-01 3.162278e+01 1.748519e+00
0 1.000000e-01 3.981072e+01 1.745399e+00
0 1.000000e-01 5.011872e+01 1.741892e+00
0 1.000000e-01 6.309573e+01 1.738079e+00
0 1.000000e-01 7.943282e+01 1.733999e+00
0 1.000000e-01 1.000000e+02 1.729688e+00
0 1.000000e-01 1.258925e+02 1.725177e+00
0 1.000000e-01 1.584893e+02 1.720490e+00
0 1.000000e-01 1.995262e+02 1.715655e+00
0 1.258925e-01 2.511886e+00 1.723241e+00
0 1.258925e-01 3.162278e+00 1.729361e+00
0 1.258925e-01 3.981072e+00 1.723963e+00
0 1.258925e-01 5.011872e+00 1.717868e+00
0 1.258925e-01 6.309573e+00 1.711225e+00
0 1.258925e-01 7.943282e+00 1.704153e+00
0 1.258925e-01 1.000000e+01 1.696745e+00
0 1.258925e-01 1.258925e+01 1.689074e+00
0 1.258925e-01 1.584893e+01 1.681206e+00
0 1.258925e-01 1.995262e+01 1.673240e+00
0 1.258925e-01 2.511886e+01 1.665312e+00
0 1.258925e-01 3.162278e+01 1.656445e+00
0 1.258925e-01 3.981072e+01 1.648450e+00
0 1.258925e-01 5.011872e+01 1.640332e+00
0 1.258925e-01 6.309573e+01 1.632163e+00
0 1.258925e-01 7.943282e+01 1.623965e+00
0 1.258925e-01 1.000000e+02 1.615755e+00
0 1.258925e-01 1.258925e+02 1.607548e+00
0 1.258925e-01 1.584893e+02 1.599356e+00
0 1.258925e-01 1.995262e+02 1.591193e+00
0 1.584893e-01 2.511886e+00 1.696448e+00
0 1.584893e-01 3.162278e+00 1.692707e+00
0 1.584893e-01 3.981072e+00 1.677884e+00
0 1.584893e-01 5.011872e+00 1.663116e+00
0 1.584893e-01 6.309573e+00 1.648469e+00
0 1.584893e-01 7.943282e+00 1.633994e+00
0 1.584893e-01 1.000000e+01 1.619723e+00
0 1.584893e-01 1.258925e+01 1.605678e+00
0 1.584893e-01 1.584893e+01 1.591877e+00
0 1.584893e-01 1.995262e+01 1.578419e+00
0 1.584893e-01 2.511886e+01 1.565452e+00
0 1.584893e-01 3.162278e+01 1.551506e+00
0 1.584893e-01 3.981072e+01 1.539056e+00
0 1.584893e-01 5.011872e+01 1.526732e+00
0 1.584893e-01 6.309573e+01 1.514602e+00
0 1.584893e-01 7.943282e+01 1.502670e+00
0 1.584893e-01 1.000000e+02 1.490937e+00
0 1.584893e-01 1.258925e+02 1.479404e+00
0 1.584893e-01 1.584893e+02 1.468070e+00
0 1.584893e-01 1.995262e+02 1.456934e+00
0 1.995262e-01 2.511886e+00 1.629501e+00
0 1.995262e-01 3.162278e+00 1.617311e+00
0 1.995262e-01 3.981072e+00 1.594504e+00
0 1.995262e-01 5.011872e+00 1.572301e+00
0 1.995262e-01 6.309573e+00 1.550735e+00
0 1.995262e-01 7.943282e+00 1.529822e+00
0 1.995262e-01 1.000000e+01 1.509563e+00
0 1.995262e-01 1.258925e+01 1.489948e+00
0 1.995262e-01 1.584893e+01 1.470961e+00
0 1.995262e-01 1.995262e+01 1.452713e+00
0 1.995262e-01 2.511886e+01 1.435363e+00
0 1.995262e-01 3.162278e+01 1.416979e+00
0 1.995262e-01 3.981072e+01 1.400693e+00
0 1.995262e-01 5.011872e+01 1.384763e+00
0 1.995262e-01 6.309573e+01 1.369254e+00
0 1.995262e-01 7.943282e+01 1.354155e+00
0 1.995262e-01 1.000000e+02 1.339453e+00
0 1.995262e-01 1.258925e+02 1.325136e+00
0 1.995262e-01 1.584893e+02 1.311189e+00
0 1.995262e-01 1.995262e+02 1.297600e+00
0 2.511886e-01 2.511886e+00 1.496910e+00
0 2.511886e-01 3.162278e+00 1.478603e+00
0 2.511886e-01 3.981072e+00 1.450273e+00
0 2.511886e-01 5.011872e+00 1.422808e+00
0 2.511886e-01 6.309573e+00 1.396269e+00
0 2.511886e-01 7.943282e+00 1.370685e+00
0 2.511886e-01 1.000000e+01 1.346064e+00
0 2.511886e-01 1.258925e+01 1.322389e+00
0 2.511886e-01 1.584893e+01 1.299634e+00
0 2.511886e-01 1.995262e+01 1.277928e+00
0 2.511886e-01 2.511886e+01 1.257440e+00
0 2.511886e-01 3.162278e+01 1.235883e+00
0 2.511886e-01 3.981072e+01 1.216920e+00
0 2.511886e-01 5.011872e+01 1.198503e+00
0 2.511886e-01 6.309573e+01 1.180701e+00
0 2.511886e-01 7.943282e+01 1.163488e+00
0 2.511886e-01 1.000000e+02 1.146841e+00
0 2.511886e-01 1.258925e+02 1.130735e+00
0 2.511886e-01 1.584893e+02 1.115146e+00
0 2.511886e-01 1.995262e+02 1.100050e+00
0 3.162278e-01 2.511886e+00 1.281692e+00
0 3.162278e-01 3.162278e+00 1.259958e+00
0 3.162278e-01 3.981072e+00 1.229201e+00
0 3.162278e-01 5.011872e+00 1.199354e+00
0 3.162278e-01 6.309573e+00 1.170535e+00
0 3.162278e-01 7.943282e+00 1.142817e+00
0 3.162278e-01 1.000000e+01 1.116233e+00
0 3.162278e-01 1.258925e+01 1.090782e+00
0 3.162278e-01 1.584893e+01 1.066439e+00
0 3.162278e-01 1.995262e+01 1.043348e+00
0 3.162278e-01 2.511886e+01 1.021679e+00
0 3.162278e-01 3.162278e+01 9.989876e-01
0 3.162278e-01 3.981072e+01 9.791687e-01
0 3.162278e-01 5.011872e+01 9.600375e-01
0 3.162278e-01 6.309573e+01 9.416562e-01
0 3.162278e-01 7.943282e+01 9.239912e-01
0 3.162278e-01 1.000000e+02 9.070083e-01
0 3.162278e-01 1.258925e+02 8.906743e-01
0 3.162278e-01 1.584893e+02 8.749567e-01
0 3.162278e-01 1.995262e+02 8.598226e-01
0 3.981072e-01 2.511886e+00 9.855840e-01
0 3.981072e-01 3.162278e+00 9.619891e-01
0 3.981072e-01 3.981072e+00 9.313373e-01
0 3.981072e-01 5.011872e+00 9.018036e-01
0 3.981072e-01 6.309573e+00 8.735064e-01
0 3.981072e-01 7.943282e+00 8.465128e-01
0 3.981072e-01 1.000000e+01 8.208457e-01
0 3.981072e-01 1.258925e+01 7.964890e-01
0 3.981072e-01 1.584893e+01 7.733972e-01
0 3.981072e-01 1.995262e+01 7.516855e-01
0 3.981072e-01 2.511886e+01 7.314876e-01
0 3.981072e-01 3.162278e+01 7.104994e-01
0 3.981072e-01 3.981072e+01 6.923380e-01
0 3.981072e-01 5.011872e+01 6.749464e-01
0 3.981072e-01 6.309573e+01 6.583665e-01
0 3.981072e-01 7.943282e+01 6.425527e-01
0 3.981072e-01 1.000000e+02 6.274606e-01
0 3.981072e-01 1.258925e+02 6.130477e-01
0 3.981072e-01 1.584893e+02 5.992741e-01
0 3.981072e-01 1.995262e+02 5.860987e-01
0 5.011872e-01 2.511886e+00 6.404249e-01
0 5.011872e-01 3.162278e+00 6.149184e-01
0 5.011872e-01 3.981072e+00 5.857847e-01
0 5.011872e-01 5.011872e+00 5.586271e-01
0 5.011872e-01 6.309573e+00 5.334040e-01
0 5.011872e-01 7.943282e+00 5.100386e-01
0 5.011872e-01 1.000000e+01 4.884174e-01
0 5.011872e-01 1.258925e+01 4.684094e-01
0 5.011872e-01 1.584893e+01 4.498718e-01
0 5.011872e-01 1.995262e+01 4.328015e-01
0 5.011872e-01 2.511886e+01 4.172154e-01
0 5.011872e-01 3.162278e+01 4.013384e-01
0 5.011872e-01 3.981072e+01 3.878000e-01
0 5.011872e-01 5.011872e+01 3.750287e-01
0 5.011872e-01 6.309573e+01 3.630195e-01
0 5.011872e-01 7.943282e+01 3.517089e-01
0 5.011872e-01 1.000000e+02 3.410396e-01
