,data
0,0.4447954085144472
1,0.4596436887296562
2,0.4679821040329364
3,0.4736592542593273
4,0.47792546737677055
5,0.4813087338264867
6,0.48409830412558863
7,0.4864648295977335
8,0.48851594150066247
9,0.49032026719602034
10,0.4919256952848744
11,0.4933697285690912
12,0.49468040165179045
13,0.4958792009688605
14,0.4969829176199745
15,0.49800491415262527
16,0.4989559854958432
17,0.4998449692605639
18,0.50067918455279
19,0.5014643399244778
20,0.6900777980595717
21,0.7011031238839043
22,0.7066303687814256
23,0.7100968382239743
24,0.712552246557299
25,0.7143956268943881
26,0.7158467059667349
27,0.7170310865101993
28,0.7180248119208694
29,0.7188714575391413
30,0.7196003373102718
31,0.7202365436753388
32,0.7207983481848748
33,0.7212994174394142
34,0.7217501662393464
35,0.7221587118467301
36,0.7225314695955734
37,0.7228735860586437
38,0.72318924244822
39,0.7234812015586025
40,0.8102736469788279
41,0.8059043433102381
42,0.8022322533995396
43,0.7992031727864716
44,0.7966657197330762
45,0.7944743809048551
46,0.7925503123756168
47,0.7908393980835362
48,0.7893017834534761
49,0.787903602121115
50,0.7866191894827645
51,0.7854319470589917
52,0.7843286366582308
53,0.7832985168116253
54,0.7823327773555171
55,0.7814240957988757
56,0.7805663223654373
57,0.7797542610136406
58,0.7789834262902812
59,0.778249567678756
60,0.7420461880551318
61,0.7192520785628317
62,0.7054171628613606
63,0.6955659749424151
64,0.6879553673967728
65,0.6817797061259374
66,0.6765974404550084
67,0.6721414880092578
68,0.6682385548765944
69,0.6647714652381866
70,0.6616566627805898
71,0.6588313925471372
72,0.6562480941809773
73,0.6538698772150766
74,0.6516675810475119
75,0.6496177627654909
76,0.6477013119895638
77,0.6459024509837477
78,0.6442080084374193
79,0.6426071041568235
80,0.5631037960364951
81,0.5323112904176899
82,0.5147058054541986
83,0.5025968776333296
84,0.4934440768167165
85,0.48614987218151695
86,0.4801130440212545
87,0.4749770962939181
88,0.470515853820736
89,0.4665832140105811
90,0.46307675615367605
91,0.45991705413417117
92,0.4570445379867729
93,0.45441347452795733
94,0.45198801304151737
95,0.4497395778896272
96,0.4476450334308382
97,0.4456854176821011
98,0.4438449704784201
99,0.44211128089049256
100,0.36729625968063817
101,0.33791639775056115
102,0.32186584069577423
103,0.3111143879933744
104,0.3031223733568882
105,0.29683959842327384
106,0.291694731670578
107,0.28735373060051284
108,0.28360776356093576
109,0.28032563972580565
110,0.2774163744093634
111,0.2748081671312571
112,0.2724476398368906
113,0.2702940670579783
114,0.26831575094952453
115,0.2664875644434265
116,0.2647892825385852
117,0.2632044012577057
118,0.26171929150596895
119,0.26032350041483454
120,0.20913802123386063
121,0.18642592659874163
122,0.17459717811970848
123,0.1668856645699046
124,0.16125175139962158
125,0.15688325197449526
126,0.15334369724412325
127,0.15038170620220825
128,0.14784235606991208
129,0.1456305645030905
130,0.14368111199651554
131,0.14194199596533286
132,0.1403748171613477
133,0.13895048985000186
134,0.1376465059191882
135,0.13644512301009132
136,0.13533212990751062
137,0.13429598732557052
138,0.13332720460030745
139,0.13241867784660596
140,0.09557688426139543
141,0.08144723899848892
142,0.07454358813140222
143,0.07020043022417075
144,0.06709866011799177
145,0.06473533737933432
146,0.062846121743235
147,0.06128173117511221
148,0.05995174277818636
149,0.058801916010295885
150,0.05779552670285289
151,0.05690314992377275
152,0.05610325425361597
153,0.05537966347014498
154,0.054719950147784205
155,0.05411438443638126
156,0.05355522045854247
157,0.053036203363138065
158,0.05255221647333859
159,0.052099518562231426
