,data
0,1.6698696618343605
1,0.7753077486439446
2,3.2268350860293245
3,1.7833860818829061
4,3.5736949201874406
5,2.0463682987508234
6,3.7317917530521716
7,2.1465602569323807
8,3.832494502442229
9,2.2111138776716097
10,3.9025997076909267
11,2.2565616396424795
12,3.9538348478767356
13,2.290169904676228
14,3.992328639274102
15,2.3157538078902187
16,4.021689485852613
17,2.3355702213861846
18,4.044200682631
19,2.3510492554446936
20,4.061412863716015
21,2.363166844393439
22,4.074406514767225
23,2.372602050128474
24,4.083978950563893
25,2.379857861568835
26,4.090732590996047
27,2.385315362222052
28,4.095128691321959
29,2.3892663097117026
30,4.097524114612115
31,2.39193587379849
32,4.09820851713513
33,2.3935078252616835
34,4.0974175433175875
35,2.394131854726584
36,4.095344763353929
37,2.393931011349793
38,4.092151080008388
39,2.3930075920858633
40,4.087969566827859
41,2.391445831332468
42,4.08291475314439
43,2.3893185922143148
44,4.077085175325699
45,2.386688707825736
46,4.070565613756677
47,2.383610271085412
48,4.063429517498277
49,2.380130169452418
50,1.437856301535127
51,0.5629334841861146
52,2.38476385750399
53,1.1415237694283524
54,2.523359389971686
55,1.2581555714575787
56,2.570480063567978
57,1.2895467137785752
58,2.5965352367119596
59,1.3075597086299362
60,2.611794663576774
61,1.318733837032902
62,2.6206025468806473
63,1.3258240377075978
64,2.6251633606987443
65,1.3302263832776104
66,2.6267560968387973
67,1.3327497186793533
68,2.626167336358632
69,1.3338909356836715
70,2.623933624042698
71,1.333988522177876
72,2.6204130433357475
73,1.3332682597994159
74,2.615871095850679
75,1.3318974011500349
76,2.6105082266687325
77,1.3300021623203433
78,2.604474419869172
79,1.327676893923525
80,2.597881011094085
81,1.324991531852966
82,2.590821545693085
83,1.322004857015401
84,2.5833715787734923
85,1.3187643257575983
86,2.5755925130372597
87,1.3153084926518284
88,2.56753450436969
89,1.311668852820015
90,2.5592362970780553
91,1.3078697525945429
92,2.55073272853849
93,1.3039330734105763
94,2.542054062996365
95,1.299877814800014
96,2.533226065840666
97,1.295720162892133
98,2.524270862624114
99,1.2914740164724376
100,1.3520708140739768
101,0.4014246568998737
102,1.8334408624657372
103,0.6350206533322555
104,1.8569515301173283
105,0.6658345673908865
106,1.8512963880990143
107,0.6646541707474397
108,1.8431746312946056
109,0.6619984028967152
110,1.834132938391822
111,0.6587961092729719
112,1.8247030084254598
113,0.6553593121216611
114,1.8151073836386056
115,0.6518173366567376
116,1.8054609474246317
117,0.6482352927207218
118,1.7958180986702956
119,0.6446443303903012
120,1.7862171425241926
121,0.6410652292042062
122,1.776672478170968
123,0.6375063769452111
124,1.7671956532144035
125,0.6339740157500777
126,1.7577951424718432
127,0.6304725177737132
128,1.7484746419635395
129,0.627003833730768
130,1.7392333495408014
131,0.6235677543728247
132,1.7300728808111703
133,0.6201650597866645
134,1.7209941254644903
135,0.6167961377160708
136,1.711997212167062
137,0.6134610060255185
138,1.7030815926368474
139,0.6101593584309345
140,1.6942448259578688
141,0.6068900351718847
142,1.6854858027427424
143,0.6036524721712743
144,1.676803751028075
145,0.6004462550155953
146,1.6681977716770906
147,0.5972709140928271
148,1.659666878091188
149,0.5941259492229882
150,1.2694943984157085
151,0.22434441700579
152,1.4167229336554124
153,0.2759922869323847
154,1.37466572971873
155,0.2740417333006726
156,1.3438173529207667
157,0.2663625514791352
158,1.3201994388276264
159,0.260539687993261
