,data
0,0.06542094339050222
1,0.10387970960907777
2,0.10871688876999397
3,0.11142718837124035
4,0.11330539231075476
5,0.11473601415776036
6,0.11588781482030719
7,0.11684976770989464
8,0.11767424404271254
9,0.11839479743769593
10,0.11903401937289068
11,0.11960799011149004
12,0.12012850057832841
13,0.12060437500294377
14,0.12104245437073763
15,0.12144815370069198
16,0.1218258135685456
17,0.12217896253968952
18,0.12251048006875681
19,0.12282278664236054
20,0.09475499981786153
21,0.1522673329194483
22,0.15967481193385422
23,0.16381255476721823
24,0.16667333329635683
25,0.16884828698035487
26,0.17059659242432504
27,0.17205476302181366
28,0.1733030608475177
29,0.17439291642236054
30,0.17535885996157613
31,0.17622548009478012
32,0.17701079643629203
33,0.17772825963695052
34,0.1783883051685313
35,0.17899919725382635
36,0.17956755521786658
37,0.18009875469419084
38,0.1805971624039977
39,0.18106645920539471
40,0.14224129116597425
41,0.23382067938839293
42,0.24515486433000436
43,0.2513913517370995
44,0.2556637511344563
45,0.2588904246902961
46,0.2614706017654903
47,0.2636134820178124
48,0.2654412494564706
49,0.267032147471994
50,0.26843820588512785
51,0.2696965797874811
52,0.2708344372096384
53,0.2718718556415918
54,0.27282444232753666
55,0.2737045850453372
56,0.2745221810207112
57,0.27528524121475123
58,0.2760001890388849
59,0.2766724812649556
60,0.22853257554467185
61,0.3693107750326822
62,0.38401893116933455
63,0.3918992777840621
64,0.39721171051759674
65,0.40117796799846167
66,0.40432108954979173
67,0.4069126004795094
68,0.4091092525741625
69,0.41101129626080163
70,0.4126843101794125
71,0.4141753498243283
72,0.4155186825781221
73,0.41673919458993197
74,0.41785629045730593
75,0.4188854292733554
76,0.4198389127214069
77,0.42072664645291524
78,0.42155639922258475
79,0.42233486216974836
80,0.35715825263171147
81,0.5413531993411074
82,0.5552513183511607
83,0.5623813204406971
84,0.5670563752722683
85,0.5704761293926592
86,0.573142171098079
87,0.57531106045064
88,0.577128060576455
89,0.5786858467423627
90,0.5800434600941786
91,0.5812436015727707
92,0.5823171510577132
93,0.5832858682654208
94,0.5841668152855998
95,0.5849736729999762
96,0.5857172499845712
97,0.5864061684816914
98,0.5870469227361486
99,0.5876452454314076
100,0.49366062358810736
101,0.6971238691244974
102,0.7042599609168889
103,0.7073206782807158
104,0.7090711391530167
105,0.7102118157701697
106,0.7110129925548564
107,0.7116055951933855
108,0.712058378948794
109,0.712414723463551
110,0.7126992568261841
111,0.7129304192302169
112,0.7131211244887803
113,0.7132791988033079
114,0.7134109553295827
115,0.7135216237027819
116,0.7136151830186452
117,0.713694648506308
118,0.7137617653067265
119,0.7138183624228738
120,0.6188332600231101
121,0.7892460727799063
122,0.781290122770407
123,0.7759369010757731
124,0.7718923605719119
125,0.7686457664110969
126,0.7659344686308386
127,0.7636083793076276
128,0.7615711577672883
129,0.7597603624519469
130,0.7581298442099638
131,0.7566475470221059
132,0.755289419299991
133,0.7540358566492364
134,0.752871881093363
135,0.7517858408424567
136,0.7507682139857141
137,0.7498110747849542
138,0.7489073553128607
139,0.7480514143665036
140,0.6911284755988059
141,0.7562506143672307
142,0.7283988028896062
143,0.7127192336634505
144,0.7018579554273536
145,0.6936032611385416
146,0.6869750820092521
147,0.6814546760024295
148,0.676735742087271
149,0.672621880057516
150,0.6689809877079681
151,0.6657190525587403
152,0.6627671561735373
153,0.6600738120252815
154,0.657599086948808
155,0.6553113695004836
156,0.6531853470289558
157,0.6512004719091609
158,0.6493400695503004
159,0.6475900816765559
160,0.6400474118144536
161,0.5703438878871392
162,0.5316013862042618
163,0.5111160428590676
164,0.4974082088328226
165,0.48723060809652363
166,0.47920065830151537
167,0.47260359888191655
168,0.4670288065018824
169,0.462214149098361
170,0.45798911685998467
171,0.45423131670168015
172,0.45085181649599687
173,0.44778642799996715
174,0.4449850888222512
175,0.44240789861361773
176,0.4400231682118383
177,0.4378054380624794
178,0.4357348905526574
179,0.4337943925630662
180,0.4750690511618342
181,0.3159821713151282
182,0.28362065089803196
183,0.2674258555102401
184,0.2569060164617214
185,0.24924828828852058
186,0.24329471665583932
187,0.23845889677682475
188,0.23441113023849397
189,0.2309421783226938
190,0.22791922620462304
191,0.2252465678139928
192,0.22285517119593365
193,0.22069643830892188
194,0.21873235256070267
195,0.21693249309543722
196,0.21527285437532606
197,0.2137343005579217
198,0.21230239399168188
199,0.21096442453394748
200,0.2947407960817422
201,0.12158445055748926
202,0.10356103647435123
203,0.09517853416618074
204,0.08993891923715674
205,0.0862189963477483
206,0.08337907885907536
207,0.08110417928624382
208,0.07922160766789736
209,0.0776230121715515
210,0.07624128637960219
211,0.07502813181098816
212,0.07394903508234948
213,0.0729802678421764
214,0.07210326857452339
215,0.0713031638255118
216,0.07056830114199533
217,0.06988946941184793
218,0.06925992009962434
219,0.06867362041784188
220,0.1631308011088128
221,0.026041878512392376
222,0.02003324526538798
223,0.017584422583419395
224,0.01615592839239045
225,0.01518576402471075
226,0.01446829556146095
227,0.013907228315656283
228,0.013451840713096458
229,0.01307112300809633
230,0.012746479070562661
231,0.012464687494401825
232,0.012216455973737937
233,0.01199557302207048
234,0.01179721121787241
235,0.011617517634767706
236,0.011453507966976221
237,0.011302851519679318
238,0.011163896912091568
239,0.011035149269015025
