,data
0,4.748309868800009
1,4.011164359479251
2,3.466778509175214
3,33.07888990783026
4,27.167472156935304
5,22.554452416617963
6,19.23983068687821
7,24.3423961562998
8,19.993073781409887
9,16.613090117752392
10,14.202445165327317
11,18.28130275027707
12,15.01597602449527
13,12.484245751228041
14,10.686111930475377
15,14.172191911889518
16,11.641561728147694
17,9.682574120091681
18,8.295229087721477
19,11.298256376549851
20,9.281331730375715
21,7.721880791570515
22,6.619903560134246
23,9.218847893269377
24,7.573510449575093
25,6.30258496452921
26,5.406071438131736
27,7.668232315117446
28,6.299923014201965
29,5.243829205243431
30,4.49995088824184
31,6.481698117675774
32,5.325327402893504
33,4.433422053802205
34,3.805982070401877
35,5.553573322093859
36,4.562952148743069
37,3.7993429504288154
38,3.262745727151089
39,4.81376914971176
40,3.955243232797099
41,3.2938059340946517
42,2.829457253604423
43,4.214407551018543
44,3.462883406231306
45,2.8841563957751863
46,2.4782265196501845
47,3.721911355449505
48,3.0582980435363747
49,2.5474863130374485
50,2.1894761639527296
51,3.3121785126288676
52,2.721693021445581
53,2.2673476797396224
54,1.9491424875109935
55,2.9675495036353543
56,2.4385646510960655
57,2.0316860861350117
58,1.7469138087521892
59,2.6748467488519423
60,2.198089817820866
61,1.8315044405037522
62,1.5750906169005983
63,2.4240723137700466
64,1.9920568972443096
65,1.659975826611885
66,1.4278291018727731
67,2.20753065331235
68,1.8141451183093704
69,1.5118445900428439
70,1.3006290685127673
71,2.0192198118283344
72,1.6594246152690821
73,1.3830110621190081
74,1.1899791523781107
75,1.8544023515846217
76,1.5240040702134117
77,1.2702388397180762
78,1.0931066600986143
79,1.7092981201829012
80,1.4047784045017975
81,1.1709451487622178
82,1.007798352964165
83,1.5808606831940715
84,1.2992451723873608
85,1.083048265911823
86,0.9322699637674586
87,1.4666124926781159
88,1.2053691890446785
89,1.0048550095461106
90,0.8650699541824153
91,1.3645217199266226
92,1.1214813736921585
93,0.9349766563641786
94,0.8050075679426831
95,1.272909155563417
96,1.0462022852606647
97,0.8722653757375418
98,0.7510984269940492
99,1.190377134401803
100,0.9783837404506267
101,0.8157656812618397
102,0.7025229568354406
103,1.1157547190697803
104,0.9170637822993946
105,0.7646769739921649
106,0.658594294148092
107,1.0480544082365228
108,0.8614311598586254
109,0.7183240711435428
110,0.6187331420912748
111,0.9864388116137203
112,0.8107979323487619
113,0.6761343823687581
114,0.5824481616737098
115,0.9301940259339948
116,0.7645775980314471
117,0.6376197155550164
118,0.5493203785047014
119,0.8787083491749992
120,0.7222676102764913
121,0.6023617349750506
122,0.518990723270676
123,0.8314551572590205
124,0.6834353123593246
125,0.5700002618902597
126,0.49115000585182644
127,0.7879790521494447
128,0.6477065593021505
129,0.5402238097280034
130,0.46553080342700415
131,0.747884577276813
132,0.6147564484182506
133,0.5127618728361043
134,0.4419008505303738
135,0.7108269524838355
136,0.5843017084746792
137,0.4873785943108089
138,0.4200576099922248
139,0.6765044605516191
140,0.556094445657063
141,0.4638675627432448
142,0.39982381181016374
143,0.6446521286361013
144,0.5299169530621571
145,0.4420474933462119
146,0.3810437494882644
147,0.6150364695315449
148,0.505577390764487
149,0.4217586332921591
150,0.36358019711456074
151,0.5874510823408925
152,0.4829061718222745
153,0.40285975430775356
154,0.3473118297973291
155,0.5617129554757722
156,0.46175292520055844
157,0.3852256252199993
158,0.33213105553409444
159,0.5376593465093894
160,0.44198393254504315
161,0.368744878730769
162,0.31794218506656724
163,0.5151451402449819
164,0.4234799578115798
165,0.3533182050962484
166,0.30465988209898687
167,0.49404059074084383
168,0.406134392196211
169,0.338856807949087
170,0.2922078379994725
171,0.47422941369236643
172,0.3898516870858951
173,0.3252811001949713
174,0.28051765301959425
175,0.45560713175744705
176,0.3745459945849417
177,0.3125195722260118
