# replica x Q2 F2nu FLnu xF3nu F2nub FLnub xF3nub
0 1.260000e-02 1.000000e-01 8.267310e-01 9.762961e-02 -1.893252e-03 9.865986e-01 -4.060392e-01 3.306502e-01
0 1.260000e-02 7.704698e-01 9.731190e-01 1.151761e-01 -5.821973e-03 1.120558e+00 -3.123384e-01 3.719423e-01
0 1.260000e-02 1.440940e+00 1.124492e+00 1.334209e-01 -1.431116e-02 1.262428e+00 -2.075061e-01 4.252964e-01
0 1.260000e-02 2.111409e+00 1.274232e+00 1.498602e-01 -1.746184e-02 1.400644e+00 -1.037607e-01 4.788037e-01
0 1.260000e-02 2.781879e+00 1.428305e+00 1.622964e-01 -8.583993e-03 1.534558e+00 -9.356260e-03 5.334826e-01
0 1.260000e-02 3.452349e+00 1.573233e+00 1.729576e-01 6.893218e-03 1.671311e+00 8.534378e-02 5.808113e-01
0 1.260000e-02 4.122819e+00 1.712532e+00 2.022619e-01 2.259630e-02 1.794585e+00 1.852859e-01 6.126838e-01
0 1.260000e-02 4.793289e+00 1.841881e+00 2.314172e-01 3.600135e-02 1.904490e+00 2.732369e-01 6.373340e-01
0 1.260000e-02 5.463758e+00 1.950277e+00 2.551330e-01 4.352441e-02 1.991313e+00 3.448508e-01 6.522754e-01
0 1.260000e-02 6.134228e+00 2.043736e+00 2.792253e-01 5.270934e-02 2.069962e+00 4.102145e-01 6.582589e-01
0 1.260000e-02 6.804698e+00 2.097133e+00 2.948688e-01 6.017545e-02 2.114928e+00 4.449422e-01 6.582805e-01
0 1.260000e-02 7.475168e+00 2.144326e+00 3.104810e-01 6.807297e-02 2.155332e+00 4.752153e-01 6.558040e-01
0 1.260000e-02 8.145638e+00 2.186730e+00 3.266383e-01 7.625553e-02 2.192711e+00 5.030153e-01 6.510459e-01
0 1.260000e-02 8.816107e+00 2.220199e+00 3.402075e-01 9.242172e-02 2.226445e+00 5.196680e-01 6.385434e-01
0 1.260000e-02 9.486577e+00 2.248679e+00 3.541471e-01 1.091693e-01 2.256837e+00 5.332342e-01 6.238048e-01
0 1.260000e-02 1.015705e+01 2.265179e+00 3.702774e-01 1.217297e-01 2.288674e+00 5.517085e-01 6.029005e-01
0 1.260000e-02 1.082752e+01 2.274539e+00 3.877770e-01 1.321293e-01 2.318858e+00 5.710185e-01 5.791023e-01
0 1.260000e-02 1.149799e+01 2.280608e+00 4.060066e-01 1.419108e-01 2.344955e+00 5.880184e-01 5.550128e-01
0 1.260000e-02 1.216846e+01 2.284256e+00 4.247787e-01 1.513013e-01 2.366007e+00 6.032240e-01 5.300545e-01
0 1.260000e-02 1.283893e+01 2.286063e+00 4.370204e-01 1.574846e-01 2.376061e+00 6.126028e-01 5.126812e-01
0 1.260000e-02 1.350940e+01 2.286830e+00 4.493934e-01 1.631743e-01 2.384139e+00 6.209774e-01 4.957182e-01
0 1.260000e-02 1.417987e+01 2.286669e+00 4.620541e-01 1.684130e-01 2.390356e+00 6.284899e-01 4.790094e-01
0 1.260000e-02 1.485034e+01 2.284135e+00 4.685320e-01 1.752146e-01 2.399753e+00 6.332359e-01 4.650402e-01
0 1.260000e-02 1.552081e+01 2.280506e+00 4.739097e-01 1.819230e-01 2.408326e+00 6.367340e-01 4.519712e-01
0 1.260000e-02 1.619128e+01 2.276023e+00 4.796815e-01 1.894311e-01 2.417266e+00 6.412072e-01 4.390856e-01
0 1.260000e-02 1.686174e+01 2.270712e+00 4.863234e-01 1.988074e-01 2.428311e+00 6.483828e-01 4.260659e-01
0 1.260000e-02 1.753221e+01 2.264743e+00 4.928492e-01 2.078937e-01 2.438098e+00 6.549402e-01 4.136885e-01
0 1.260000e-02 1.820268e+01 2.258200e+00 4.992177e-01 2.166461e-01 2.446618e+00 6.608766e-01 4.020275e-01
0 1.260000e-02 1.887315e+01 2.253125e+00 5.037349e-01 2.227871e-01 2.452031e+00 6.648135e-01 3.940202e-01
0 1.260000e-02 1.954362e+01 2.247799e+00 5.081556e-01 2.287463e-01 2.456808e+00 6.684437e-01 3.864038e-01
0 1.260000e-02 2.021409e+01 2.242244e+00 5.124686e-01 2.345164e-01 2.460956e+00 6.717718e-01 3.791890e-01
0 1.260000e-02 2.088456e+01 2.236482e+00 5.166632e-01 2.400905e-01 2.464483e+00 6.748005e-01 3.723841e-01
0 1.260000e-02 2.155503e+01 2.230532e+00 5.207270e-01 2.454639e-01 2.467400e+00 6.775311e-01 3.659970e-01
