# replica x Q2 F2nu FLnu xF3nu F2nub FLnub xF3nub
0 2.500000e-01 1.000000e-01 4.629707e-01 -3.403163e-02 3.404943e-01 9.918566e-01 2.287900e-02 8.305945e-01
0 2.500000e-01 7.704698e-01 5.299832e-01 -3.150159e-02 3.632156e-01 1.062188e+00 7.455158e-02 8.683741e-01
0 2.500000e-01 1.440940e+00 5.919750e-01 -2.862984e-02 3.855661e-01 1.129361e+00 1.377397e-01 9.059844e-01
0 2.500000e-01 2.111409e+00 6.472402e-01 -2.768576e-02 4.106434e-01 1.188744e+00 1.961364e-01 9.437821e-01
0 2.500000e-01 2.781879e+00 6.971889e-01 -2.940685e-02 4.389638e-01 1.244708e+00 2.399467e-01 9.850545e-01
0 2.500000e-01 3.452349e+00 7.135781e-01 -3.441554e-02 4.731493e-01 1.308015e+00 2.847636e-01 1.002297e+00
0 2.500000e-01 4.122819e+00 7.181121e-01 -2.580142e-02 5.150707e-01 1.351158e+00 3.195229e-01 9.989150e-01
0 2.500000e-01 4.793289e+00 7.151781e-01 -1.695806e-02 5.480329e-01 1.375018e+00 3.422639e-01 9.939121e-01
0 2.500000e-01 5.463758e+00 7.055914e-01 -8.969963e-03 5.709920e-01 1.379602e+00 3.517038e-01 9.891033e-01
0 2.500000e-01 6.134228e+00 6.905644e-01 1.275480e-03 5.887456e-01 1.373907e+00 3.568645e-01 9.837825e-01
0 2.500000e-01 6.804698e+00 6.818116e-01 9.073853e-03 5.977229e-01 1.365378e+00 3.554429e-01 9.810268e-01
0 2.500000e-01 7.475168e+00 6.691301e-01 1.598990e-02 6.029726e-01 1.349692e+00 3.508322e-01 9.776088e-01
0 2.500000e-01 8.145638e+00 6.548855e-01 2.286810e-02 6.057233e-01 1.328760e+00 3.430644e-01 9.772489e-01
0 2.500000e-01 8.816107e+00 6.398616e-01 3.029877e-02 6.058894e-01 1.303527e+00 3.331080e-01 9.788686e-01
0 2.500000e-01 9.486577e+00 6.244168e-01 3.869563e-02 6.032872e-01 1.274596e+00 3.218626e-01 9.812014e-01
0 2.500000e-01 1.015705e+01 6.080806e-01 4.348731e-02 5.997196e-01 1.245997e+00 3.078839e-01 9.858826e-01
0 2.500000e-01 1.082752e+01 5.968673e-01 4.070246e-02 6.115227e-01 1.236397e+00 2.920237e-01 9.900545e-01
0 2.500000e-01 1.149799e+01 5.862582e-01 3.945971e-02 6.253604e-01 1.230953e+00 2.802429e-01 9.938645e-01
0 2.500000e-01 1.216846e+01 5.771489e-01 3.825510e-02 6.387013e-01 1.224471e+00 2.685799e-01 9.973826e-01
0 2.500000e-01 1.283893e+01 5.727057e-01 3.730893e-02 6.474681e-01 1.219019e+00 2.616394e-01 9.985719e-01
0 2.500000e-01 1.350940e+01 5.687823e-01 3.647310e-02 6.557833e-01 1.213680e+00 2.547615e-01 9.999157e-01
0 2.500000e-01 1.417987e+01 5.653272e-01 3.573805e-02 6.637698e-01 1.208436e+00 2.478863e-01 1.001407e+00
0 2.500000e-01 1.485034e+01 5.613837e-01 3.505182e-02 6.710522e-01 1.203298e+00 2.420063e-01 1.002931e+00
0 2.500000e-01 1.552081e+01 5.567079e-01 3.440255e-02 6.775406e-01 1.198298e+00 2.373872e-01 1.004438e+00
0 2.500000e-01 1.619128e+01 5.544746e-01 3.422034e-02 6.830202e-01 1.194884e+00 2.335846e-01 1.004677e+00
0 2.500000e-01 1.686174e+01 5.570421e-01 3.493875e-02 6.866922e-01 1.194696e+00 2.314455e-01 1.002051e+00
0 2.500000e-01 1.753221e+01 5.599465e-01 3.573924e-02 6.900811e-01 1.194730e+00 2.294054e-01 9.994859e-01
0 2.500000e-01 1.820268e+01 5.631456e-01 3.661191e-02 6.931924e-01 1.194991e+00 2.274675e-01 9.969732e-01
0 2.500000e-01 1.887315e+01 5.656378e-01 3.728867e-02 6.952868e-01 1.195324e+00 2.261213e-01 9.951710e-01
0 2.500000e-01 1.954362e+01 5.682578e-01 3.799880e-02 6.972504e-01 1.195776e+00 2.248234e-01 9.933764e-01
0 2.500000e-01 2.021409e+01 5.709941e-01 3.874063e-02 6.990857e-01 1.196346e+00 2.235715e-01 9.915838e-01
0 2.500000e-01 2.088456e+01 5.738335e-01 3.951156e-02 7.007960e-01 1.197029e+00 2.223635e-01 9.897865e-01
0 2.500000e-01 2.155503e+01 5.767627e-01 4.030883e-02 7.023851e-01 1.197823e+00 2.211956e-01 9.879793e-01
